          ----- ----- -------  -----  ----- | ---- ----- --------- --------- --------- |
  321.750     3     3     3.0     45  15591 |   15  4951    0.2135    0.0142    0.0047 |
  322.725     3     3     3.0     45  15636 |   15  4966    0.2142    0.0143    0.0048 |
  323.700     3     3     3.0     45  15681 |   15  4981    0.2143    0.0143    0.0048 |
  324.675     3     3     3.0     45  15726 |   15  4996    0.2136    0.0142    0.0047 |
  325.650     3     3     3.0     45  15771 |   15  5011    0.2138    0.0143    0.0048 |
  326.625     3     3     3.0     45  15816 |   15  5026    0.2140    0.0143    0.0048 |
  327.600     3     3     3.0     45  15861 |   15  5041    0.2185    0.0146    0.0049 |
  328.575     3     3     3.0     45  15906 |   15  5056    0.2141    0.0143    0.0048 |
  329.550     3     3     3.0     45  15951 |   15  5071    0.2134    0.0142    0.0047 |
  330.525     3     3     3.0     45  15996 |   15  5086    0.2134    0.0142    0.0047 |
  331.500     3     3     3.0     45  16041 |   15  5101    0.2133    0.0142    0.0047 |
  332.475     3     3     3.0     45  16086 |   15  5116    0.2139    0.0143    0.0048 |
  333.450     3     3     3.0     45  16131 |   15  5131    0.2139    0.0143    0.0048 |
  334.425     3     3     3.0     45  16176 |   15  5146    0.2134    0.0142    0.0047 |
  335.400     3     3     3.0     45  16221 |   15  5161    0.2136    0.0142    0.0047 |
  336.375     3     3     3.0     45  16266 |   15  5176    0.2132    0.0142    0.0047 |
  337.350     3     3     3.0     45  16311 |   15  5191    0.2132    0.0142    0.0047 |
  338.325     3     3     3.0     45  16356 |   15  5206    0.2133    0.0142    0.0047 |
  339.300     3     3     3.0     45  16401 |   15  5221    0.2136    0.0142    0.0047 |
  340.275     3     3     3.0     45  16446 |   15  5236    0.2132    0.0142    0.0047 |
  341.250     3     3     3.0     45  16491 |   15  5251    0.2135    0.0142    0.0047 |
  342.225     3     3     3.0     45  16536 |   15  5266    0.2137    0.0142    0.0047 |
  343.200     3     3     3.0     45  16581 |   15  5281    0.2132    0.0142    0.0047 |
  344.175     3     3     3.0     45  16626 |   15  5296    0.2131    0.0142    0.0047 |
  345.150     3     3     3.0     45  16671 |   15  5311    0.2132    0.0142    0.0047 |
  346.125     3     3     3.0     45  16716 |   15  5326    0.2150    0.0143    0.0048 |
  347.100     3     3     3.0     45  16761 |   15  5341    0.2132    0.0142    0.0047 |
  348.075     3     3     3.0     45  16806 |   15  5356    0.2163    0.0144    0.0048 |
  349.050     3     3     3.0     45  16851 |   15  5371    0.2130    0.0142    0.0047 |
  350.025     3     3     3.0     45  16896 |   15  5386    0.2130    0.0142    0.0047 |
  351.000     3     3     3.0     45  16941 |   15  5401    0.2130    0.0142    0.0047 |
  351.975     3     3     3.0     45  16986 |   15  5416    0.2139    0.0143    0.0048 |
  352.950     3     3     3.0     45  17031 |   15  5431    0.2141    0.0143    0.0048 |
  353.925     3     3     3.0     45  17076 |   15  5446    0.2135    0.0142    0.0047 |
  354.900     3     3     3.0     45  17121 |   15  5461    0.2127    0.0142    0.0047 |
  355.875     3     3     3.0     45  17166 |   15  5476    0.2132    0.0142    0.0047 |
  356.850     3     3     3.0     45  17211 |   15  5491    0.2136    0.0142    0.0047 |
  357.825     3     3     3.0     45  17256 |   15  5506    0.2129    0.0142    0.0047 |
  358.800     3     3     3.0     45  17301 |   15  5521    0.2128    0.0142    0.0047 |
  359.775     3     3     3.0     45  17346 |   15  5536    0.2144    0.0143    0.0048 |
  360.750     3     3     3.0     45  17391 |   15  5551    0.2135    0.0142    0.0047 |
  361.725     3     3     3.0     45  17436 |   15  5566    0.2128    0.0142    0.0047 |
  362.700     3     3     3.0     45  17481 |   15  5581    0.2131    0.0142    0.0047 |
  363.675     3     3     3.0     45  17526 |   15  5596    0.2140    0.0143    0.0048 |
  364.650     3     3     3.0     45  17571 |   15  5611    0.2137    0.0142    0.0047 |
  365.625     3     3     3.0     45  17616 |   15  5626    0.2137    0.0142    0.0047 |
  366.600     3     3     3.0     45  17661 |   15  5641    0.2135    0.0142    0.0047 |
  367.575     3     3     3.0     45  17706 |   15  5656    0.2155    0.0144    0.0048 |
  368.550     3     3     3.0     45  17751 |   15  5671    0.2142    0.0143    0.0048 |
  369.525     3     3     3.0     45  17796 |   15  5686    0.2174    0.0145    0.0048 |
  370.500     3     3     3.0     45  17841 |   15  5701    0.2135    0.0142    0.0047 |
  371.475     3     3     3.0     45  17886 |   15  5716    0.2142    0.0143    0.0048 |
  372.450     3     3     3.0     45  17931 |   15  5731    0.2134    0.0142    0.0047 |
  373.425     3     3     3.0     45  17976 |   15  5746    0.2133    0.0142    0.0047 |
  374.400     3     3     3.0     45  18021 |   15  5761    0.2131    0.0142    0.0047 |
  375.375     3     3     3.0     45  18066 |   15  5776    0.2137    0.0142    0.0047 |
  376.350     3     3     3.0     45  18111 |   15  5791    0.2135    0.0142    0.0047 |
  377.325     3     3     3.0     45  18156 |   15  5806    0.2132    0.0142    0.0047 |
  378.300     3     3     3.0     45  18201 |   15  5821    0.2141    0.0143    0.0048 |
  379.275     3     3     3.0     45  18246 |   15  5836    0.2128    0.0142    0.0047 |
  380.250     3     3     3.0     45  18291 |   15  5851    0.2148    0.0143    0.0048 |
  381.225     3     3     3.0     45  18336 |   15  5866    0.2129    0.0142    0.0047 |
  382.200     3     3     3.0     45  18381 |   15  5881    0.2130    0.0142    0.0047 |
  383.175     3     3     3.0     45  18426 |   15  5896    0.2130    0.0142    0.0047 |
  384.150     3     3     3.0     45  18471 |   15  5911    0.2140    0.0143    0.0048 |
  385.125     3     3     3.0     45  18516 |   15  5926    0.2141    0.0143    0.0048 |
  386.100     3     3     3.0     45  18561 |   15  5941    0.2129    0.0142    0.0047 |
  387.075     3     3     3.0     45  18606 |   15  5956    0.2129    0.0142    0.0047 |
  388.050     3     3     3.0     45  18651 |   15  5971    0.2180    0.0145    0.0048 |
  389.025     3     3     3.0     45  18696 |   15  5986    0.2137    0.0142    0.0047 |
  390.000     3     3     3.0     45  18741 |   15  6001    0.2134    0.0142    0.0047 |
  390.975     3     3     3.0     45  18786 |   15  6016    0.2130    0.0142    0.0047 |
  391.950     3     3     3.0     45  18831 |   15  6031    0.2132    0.0142    0.0047 |
  392.925     3     3     3.0     45  18876 |   15  6046    0.2129    0.0142    0.0047 |
  393.900     3     3     3.0     45  18921 |   15  6061    0.2130    0.0142    0.0047 |
  394.875     3     3     3.0     45  18966 |   15  6076    0.2132    0.0142    0.0047 |
  395.850     3     3     3.0     45  19011 |   15  6091    0.2137    0.0142    0.0047 |
  396.825     3     3     3.0     45  19056 |   15  6106    0.2130    0.0142    0.0047 |
  397.800     3     3     3.0     45  19101 |   15  6121    0.2129    0.0142    0.0047 |
  398.775     3     3     3.0     45  19146 |   15  6136    0.2141    0.0143    0.0048 |
  399.750     3     3     3.0     45  19191 |   15  6151    0.2135    0.0142    0.0047 |
  400.725     3     3     3.0     45  19236 |   15  6166    0.2136    0.0142    0.0047 |
  401.700     3     3     3.0     45  19281 |   15  6181    0.2148    0.0143    0.0048 |
  402.675     3     3     3.0     45  19326 |   15  6196    0.2151    0.0143    0.0048 |
  403.650     3     3     3.0     45  19371 |   15  6211    0.2137    0.0142    0.0047 |
  404.625     3     3     3.0     45  19416 |   15  6226    0.2137    0.0142    0.0047 |
  405.600     3     3     3.0     45  19461 |   15  6241    0.2138    0.0143    0.0048 |
  406.575     3     3     3.0     45  19506 |   15  6256    0.2139    0.0143    0.0048 |
  407.550     3     3     3.0     45  19551 |   15  6271    0.2161    0.0144    0.0048 |
  408.525     3     3     3.0     45  19596 |   15  6286    0.2166    0.0144    0.0048 |
  409.500     3     3     3.0     45  19641 |   15  6301    0.2141    0.0143    0.0048 |
  410.475     3     3     3.0     45  19686 |   15  6316    0.2143    0.0143    0.0048 |
  411.450     3     3     3.0     45  19731 |   15  6331    0.2137    0.0142    0.0047 |
  412.425     3     3     3.0     45  19776 |   15  6346    0.2137    0.0142    0.0047 |
  413.400     3     3     3.0     45  19821 |   15  6361    0.2144    0.0143    0.0048 |
  414.375     3     3     3.0     45  19866 |   15  6376    0.2140    0.0143    0.0048 |
  415.350     3     3     3.0     45  19911 |   15  6391    0.2136    0.0142    0.0047 |
  416.325     3     3     3.0     45  19956 |   15  6406    0.2141    0.0143    0.0048 |
  417.300     3     3     3.0     45  20001 |   15  6421    0.2143    0.0143    0.0048 |
  418.275     3     3     3.0     45  20046 |   15  6436    0.2137    0.0142    0.0047 |
  419.250     3     3     3.0     45  20091 |   15  6451    0.2137    0.0142    0.0047 |
  420.225     3     3     3.0     45  20136 |   15  6466    0.2140    0.0143    0.0048 |
  421.200     3     3     3.0     45  20181 |   15  6481    0.2147    0.0143    0.0048 |
  422.175     3     3     3.0     45  20226 |   15  6496    0.2142    0.0143    0.0048 |
  423.150     3     3     3.0     45  20271 |   15  6511    0.2138    0.0143    0.0048 |
  424.125     3     3     3.0     45  20316 |   15  6526    0.2153    0.0144    0.0048 |
  425.100     3     3     3.0     45  20361 |   15  6541    0.2149    0.0143    0.0048 |
  426.075     3     3     3.0     45  20406 |   15  6556    0.2145    0.0143    0.0048 |
  427.050     3     3     3.0     45  20451 |   15  6571    0.2155    0.0144    0.0048 |
  428.025     3     3     3.0     45  20496 |   15  6586    0.2171    0.0145    0.0048 |
  429.000     3     3     3.0     45  20541 |   15  6601    0.2137    0.0142    0.0047 |
  429.975     3     3     3.0     45  20586 |   15  6616    0.2145    0.0143    0.0048 |
  430.950     3     3     3.0     45  20631 |   15  6631    0.2139    0.0143    0.0048 |
  431.925     3     3     3.0     45  20676 |   15  6646    0.2142    0.0143    0.0048 |
  432.900     3     3     3.0     45  20721 |   15  6661    0.2150    0.0143    0.0048 |
  433.875     3     3     3.0     45  20766 |   15  6676    0.2140    0.0143    0.0048 |
  434.850     3     3     3.0     45  20811 |   15  6691    0.2149    0.0143    0.0048 |
  435.825     3     3     3.0     45  20856 |   15  6706    0.2140    0.0143    0.0048 |
  436.800     3     3     3.0     45  20901 |   15  6721    0.2141    0.0143    0.0048 |
  437.775     3     3     3.0     45  20946 |   15  6736    0.2139    0.0143    0.0048 |
  438.750     3     3     3.0     45  20991 |   15  6751    0.2145    0.0143    0.0048 |
  439.725     3     3     3.0     45  21036 |   15  6766    0.2147    0.0143    0.0048 |
  440.700     3     3     3.0     45  21081 |   15  6781    0.2136    0.0142    0.0047 |
  441.675     3     3     3.0     45  21126 |   15  6796    0.2137    0.0142    0.0047 |
  442.650     3     3     3.0     45  21171 |   15  6811    0.2145    0.0143    0.0048 |
  443.625     3     3     3.0     45  21216 |   15  6826    0.2137    0.0142    0.0047 |
  444.600     3     3     3.0     45  21261 |   15  6841    0.2150    0.0143    0.0048 |
  445.575     3     3     3.0     45  21306 |   15  6856    0.2142    0.0143    0.0048 |
  446.550     3     3     3.0     45  21351 |   15  6871    0.2137    0.0142    0.0047 |
  447.525     3     3     3.0     45  21396 |   15  6886    0.2146    0.0143    0.0048 |
  448.500     3     3     3.0     45  21441 |   15  6901    0.2175    0.0145    0.0048 |
  449.475     3     3     3.0     45  21486 |   15  6916    0.2140    0.0143    0.0048 |
  450.450     3     3     3.0     45  21531 |   15  6931    0.2147    0.0143    0.0048 |
  451.425     3     3     3.0     45  21576 |   15  6946    0.2141    0.0143    0.0048 |
  452.400     3     3     3.0     45  21621 |   15  6961    0.2145    0.0143    0.0048 |
  453.375     3     3     3.0     45  21666 |   15  6976    0.2137    0.0142    0.0047 |
  454.350     3     3     3.0     45  21711 |   15  6991    0.2138    0.0143    0.0048 |
  455.325     3     3     3.0     45  21756 |   15  7006    0.2144    0.0143    0.0048 |
  456.300     3     3     3.0     45  21801 |   15  7021    0.2140    0.0143    0.0048 |
  457.275     3     3     3.0     45  21846 |   15  7036    0.2140    0.0143    0.0048 |
  458.250     3     3     3.0     45  21891 |   15  7051    0.2136    0.0142    0.0047 |
  459.225     3     3     3.0     45  21936 |   15  7066    0.2144    0.0143    0.0048 |
  460.200     3     3     3.0     45  21981 |   15  7081    0.2134    0.0142    0.0047 |
  461.175     3     3     3.0     45  22026 |   15  7096    0.2141    0.0143    0.0048 |
  462.150     3     3     3.0     45  22071 |   15  7111    0.2130    0.0142    0.0047 |
  463.125     3     3     3.0     45  22116 |   15  7126    0.2130    0.0142    0.0047 |
  464.100     3     3     3.0     45  22161 |   15  7141    0.2139    0.0143    0.0048 |
  465.075     3     3     3.0     45  22206 |   15  7156    0.2135    0.0142    0.0047 |
  466.050     3     3     3.0     45  22251 |   15  7171    0.2128    0.0142    0.0047 |
  467.025     3     3     3.0     45  22296 |   15  7186    0.2140    0.0143    0.0048 |
  468.000     3     3     3.0     45  22341 |   15  7201    0.2168    0.0145    0.0048 |
  468.975     3     3     3.0     45  22386 |   15  7216    0.2141    0.0143    0.0048 |
  469.950     3     3     3.0     45  22431 |   15  7231    0.2134    0.0142    0.0047 |
  470.925     3     3     3.0     45  22476 |   15  7246    0.2127    0.0142    0.0047 |
  471.900     3     3     3.0     45  22521 |   15  7261    0.2134    0.0142    0.0047 |
  472.875     3     3     3.0     45  22566 |   15  7276    0.2130    0.0142    0.0047 |
  473.850     3     3     3.0     45  22611 |   15  7291    0.2131    0.0142    0.0047 |
  474.825     3     3     3.0     45  22656 |   15  7306    0.2147    0.0143    0.0048 |
  475.800     3     3     3.0     45  22701 |   15  7321    0.2145    0.0143    0.0048 |
  476.775     3     3     3.0     45  22746 |   15  7336    0.2135    0.0142    0.0047 |
  477.750     3     3     3.0     45  22791 |   15  7351    0.2142    0.0143    0.0048 |
  478.725     3     3     3.0     45  22836 |   15  7366    0.2137    0.0142    0.0047 |
  479.700     3     3     3.0     45  22881 |   15  7381    0.2134    0.0142    0.0047 |
  480.675     3     3     3.0     45  22926 |   15  7396    0.2133    0.0142    0.0047 |
  481.650     3     3     3.0     45  22971 |   15  7411    0.2133    0.0142    0.0047 |
  482.625     3     4     3.4     51  23022 |   15  7426    0.2344    0.0156    0.0046 |
  483.600     4     4     4.0     60  23082 |   15  7441    0.2626    0.0175    0.0044 |
  484.575     4     4     4.0     60  23142 |   15  7456    0.2635    0.0176    0.0044 |
  485.550     4     4     4.0     60  23202 |   15  7471    0.2628    0.0175    0.0044 |
  486.525     4     4     4.0     60  23262 |   15  7486    0.2634    0.0176    0.0044 |
  487.500     4     4     4.0     60  23322 |   15  7501    0.2663    0.0178    0.0044 |
  488.475     4     4     4.0     60  23382 |   15  7516    0.2636    0.0176    0.0044 |
  489.450     4     4     4.0     60  23442 |   15  7531    0.2631    0.0175    0.0044 |
  490.425     4     4     4.0     60  23502 |   15  7546    0.2641    0.0176    0.0044 |
  491.400     4     4     4.0     60  23562 |   15  7561    0.2653    0.0177    0.0044 |
  492.375     4     4     4.0     60  23622 |   15  7576    0.2634    0.0176    0.0044 |
  493.350     4     4     4.0     60  23682 |   15  7591    0.2631    0.0175    0.0044 |
  494.325     4     4     4.0     60  23742 |   15  7606    0.2643    0.0176    0.0044 |
  495.300     4     4     4.0     60  23802 |   15  7621    0.2626    0.0175    0.0044 |
  496.275     4     4     4.0     60  23862 |   15  7636    0.2634    0.0176    0.0044 |
  497.250     4     4     4.0     60  23922 |   15  7651    0.2631    0.0175    0.0044 |
  498.225     4     4     4.0     60  23982 |   15  7666    0.2630    0.0175    0.0044 |
  499.200     4     4     4.0     60  24042 |   15  7681    0.2639    0.0176    0.0044 |
  500.175     4     4     4.0     60  24102 |   15  7696    0.2626    0.0175    0.0044 |
  501.150     4     4     4.0     60  24162 |   15  7711    0.2626    0.0175    0.0044 |
  502.125     4     4     4.0     60  24222 |   15  7726    0.2630    0.0175    0.0044 |
  503.100     4     4     4.0     60  24282 |   15  7741    0.2625    0.0175    0.0044 |
  504.075     4     4     4.0     60  24342 |   15  7756    0.2658    0.0177    0.0044 |
  505.050     4     4     4.0     60  24402 |   15  7771    0.2623    0.0175    0.0044 |
  506.025     4     4     4.0     60  24462 |   15  7786    0.2626    0.0175    0.0044 |
  507.000     4     4     4.0     60  24522 |   15  7801    0.2625    0.0175    0.0044 |
  507.975     4     4     4.0     60  24582 |   15  7816    0.2622    0.0175    0.0044 |
  508.950     4     4     4.0     60  24642 |   15  7831    0.2633    0.0176    0.0044 |
  509.925     4     4     4.0     60  24702 |   15  7846    0.2649    0.0177    0.0044 |
  510.900     4     4     4.0     60  24762 |   15  7861    0.2637    0.0176    0.0044 |
  511.875     3     4     3.5     52  24814 |   15  7876    0.2368    0.0158    0.0046 |
  512.850     3     3     3.0     45  24859 |   15  7891    0.2136    0.0142    0.0047 |
  513.825     3     3     3.0     45  24904 |   15  7906    0.2137    0.0142    0.0047 |
  514.800     3     3     3.0     45  24949 |   15  7921    0.2154    0.0144    0.0048 |
  515.775     3     3     3.0     45  24994 |   15  7936    0.2151    0.0143    0.0048 |
  516.750     3     3     3.0     45  25039 |   15  7951    0.2132    0.0142    0.0047 |
  517.725     3     3     3.0     45  25084 |   15  7966    0.2134    0.0142    0.0047 |
  518.700     3     3     3.0     45  25129 |   15  7981    0.2138    0.0143    0.0048 |
  519.675     3     3     3.0     45  25174 |   15  7996    0.2138    0.0143    0.0048 |
  520.650     3     3     3.0     45  25219 |   15  8011    0.2138    0.0143    0.0048 |
  521.625     3     3     3.0     45  25264 |   15  8026    0.2137    0.0142    0.0047 |
  522.600     3     3     3.0     45  25309 |   15  8041    0.2167    0.0144    0.0048 |
  523.575     3     3     3.0     45  25354 |   15  8056    0.2153    0.0144    0.0048 |
  524.550     3     3     3.0     45  25399 |   15  8071    0.2140    0.0143    0.0048 |
  525.525     3     3     3.0     45  25444 |   15  8086    0.2140    0.0143    0.0048 |
  526.500     3     3     3.0     45  25489 |   15  8101    0.2135    0.0142    0.0047 |
  527.475     3     3     3.0     45  25534 |   15  8116    0.2142    0.0143    0.0048 |
  528.450     3     3     3.0     45  25579 |   15  8131    0.2147    0.0143    0.0048 |
  529.425     3     3     3.0     45  25624 |   15  8146    0.2136    0.0142    0.0047 |
  530.400     3     3     3.0     45  25669 |   15  8161    0.2146    0.0143    0.0048 |
  531.375     3     3     3.0     45  25714 |   15  8176    0.2152    0.0143    0.0048 |
  532.350     3     3     3.0     45  25759 |   15  8191    0.2137    0.0142    0.0047 |
  533.325     3     3     3.0     45  25804 |   15  8206    0.2131    0.0142    0.0047 |
  534.300     3     3     3.0     45  25849 |   15  8221    0.2147    0.0143    0.0048 |
  535.275     3     3     3.0     45  25894 |   15  8236    0.2130    0.0142    0.0047 |
  536.250     3     3     3.0     45  25939 |   15  8251    0.2132    0.0142    0.0047 |
  537.225     3     3     3.0     45  25984 |   15  8266    0.2136    0.0142    0.0047 |
  538.200     3     3     3.0     45  26029 |   15  8281    0.2134    0.0142    0.0047 |
  539.175     3     3     3.0     45  26074 |   15  8296    0.2130    0.0142    0.0047 |
  540.150     3     3     3.0     45  26119 |   15  8311    0.2132    0.0142    0.0047 |
  541.125     3     3     3.0     45  26164 |   15  8326    0.2128    0.0142    0.0047 |
  542.100     3     3     3.0     45  26209 |   15  8341    0.2136    0.0142    0.0047 |
  543.075     3     3     3.0     45  26254 |   15  8356    0.2165    0.0144    0.0048 |
  544.050     3     3     3.0     45  26299 |   15  8371    0.2131    0.0142    0.0047 |
  545.025     3     3     3.0     45  26344 |   15  8386    0.2130    0.0142    0.0047 |
  546.000     3     3     3.0     45  26389 |   15  8401    0.2136    0.0142    0.0047 |
  546.975     3     3     3.0     45  26434 |   15  8416    0.2131    0.0142    0.0047 |
  547.950     3     3     3.0     45  26479 |   15  8431    0.2131    0.0142    0.0047 |
  548.925     3     3     3.0     45  26524 |   15  8446    0.2130    0.0142    0.0047 |
  549.900     3     3     3.0     45  26569 |   15  8461    0.2132    0.0142    0.0047 |
  550.875     3     3     3.0     45  26614 |   15  8476    0.2135    0.0142    0.0047 |
  551.850     3     3     3.0     45  26659 |   15  8491    0.2127    0.0142    0.0047 |
  552.825     3     3     3.0     45  26704 |   15  8506    0.2134    0.0142    0.0047 |
  553.800     3     3     3.0     45  26749 |   15  8521    0.2145    0.0143    0.0048 |
  554.775     3     3     3.0     45  26794 |   15  8536    0.2132    0.0142    0.0047 |
  555.750     3     3     3.0     45  26839 |   15  8551    0.2134    0.0142    0.0047 |
  556.725     3     3     3.0     45  26884 |   15  8566    0.2138    0.0143    0.0048 |
  557.700     3     3     3.0     45  26929 |   15  8581    0.2136    0.0142    0.0047 |
  558.675     3     3     3.0     45  26974 |   15  8596    0.2133    0.0142    0.0047 |
  559.650     3     3     3.0     45  27019 |   15  8611    0.2127    0.0142    0.0047 |
  560.625     3     3     3.0     45  27064 |   15  8626    0.2135    0.0142    0.0047 |
  561.600     3     3     3.0     45  27109 |   15  8641    0.2130    0.0142    0.0047 |
  562.575     3     3     3.0     45  27154 |   15  8656    0.2134    0.0142    0.0047 |
  563.550     3     3     3.0     45  27199 |   15  8671    0.2168    0.0145    0.0048 |
  564.525     3     3     3.0     45  27244 |   15  8686    0.2131    0.0142    0.0047 |
  565.500     3     3     3.0     45  27289 |   15  8701    0.2130    0.0142    0.0047 |
  566.475     3     3     3.0     45  27334 |   15  8716    0.2142    0.0143    0.0048 |
  567.450     3     3     3.0     45  27379 |   15  8731    0.2131    0.0142    0.0047 |
  568.425     3     3     3.0     45  27424 |   15  8746    0.2128    0.0142    0.0047 |
  569.400     3     3     3.0     45  27469 |   15  8761    0.2131    0.0142    0.0047 |
  570.375     3     3     3.0     45  27514 |   15  8776    0.2127    0.0142    0.0047 |
  571.350     3     3     3.0     45  27559 |   15  8791    0.2140    0.0143    0.0048 |
  572.325     3     3     3.0     45  27604 |   15  8806    0.2134    0.0142    0.0047 |
  573.300     3     3     3.0     45  27649 |   15  8821    0.2135    0.0142    0.0047 |
  574.275     3     3     3.0     45  27694 |   15  8836    0.2130    0.0142    0.0047 |
  575.250     3     3     3.0     45  27739 |   15  8851    0.2134    0.0142    0.0047 |
  576.225     3     3     3.0     45  27784 |   15  8866    0.2126    0.0142    0.0047 |
  577.200     3     3     3.0     45  27829 |   15  8881    0.2135    0.0142    0.0047 |
  578.175     2     3     2.3     34  27863 |   15  8896    0.1766    0.0118    0.0052 |
  579.150     2     2     2.0     30  27893 |   15  8911    0.1637    0.0109    0.0055 |
  580.125     2     2     2.0     30  27923 |   15  8926    0.1635    0.0109    0.0055 |
  581.100     2     2     2.0     30  27953 |   15  8941    0.1638    0.0109    0.0055 |
  582.075     2     2     2.0     30  27983 |   15  8956    0.1636    0.0109    0.0055 |
  583.050     2     2     2.0     30  28013 |   15  8971    0.1637    0.0109    0.0055 |
  584.025     2     2     2.0     30  28043 |   15  8986    0.1637    0.0109    0.0055 |
  585.000     2     2     2.0     30  28073 |   15  9001    0.1660    0.0111    0.0055 |
  585.975     2     2     2.0     30  28103 |   15  9016    0.1639    0.0109    0.0055 |
  586.950     2     2     2.0     30  28133 |   15  9031    0.1646    0.0110    0.0055 |
  587.925     2     2     2.0     30  28163 |   15  9046    0.1634    0.0109    0.0054 |
  588.900     2     2     2.0     30  28193 |   15  9061    0.1638    0.0109    0.0055 |
  589.875     2     2     2.0     30  28223 |   15  9076    0.1639    0.0109    0.0055 |
  590.850     2     2     2.0     30  28253 |   15  9091    0.1639    0.0109    0.0055 |
  591.825     2     2     2.0     30  28283 |   15  9106    0.1634    0.0109    0.0054 |
  592.800     2     2     2.0     30  28313 |   15  9121    0.1637    0.0109    0.0055 |
  593.775     2     2     2.0     30  28343 |   15  9136    0.1652    0.0110    0.0055 |
  594.750     2     2     2.0     30  28373 |   15  9151    0.1640    0.0109    0.0055 |
  595.725     2     2     2.0     30  28403 |   15  9166    0.1643    0.0110    0.0055 |
  596.700     2     2     2.0     30  28433 |   15  9181    0.1635    0.0109    0.0055 |
  597.675     2     2     2.0     30  28463 |   15  9196    0.1634    0.0109    0.0054 |
  598.650     2     2     2.0     30  28493 |   15  9211    0.1636    0.0109    0.0055 |
  599.625     2     2     2.0     30  28523 |   15  9226    0.1641    0.0109    0.0055 |
  600.600     2     2     2.0     30  28553 |   15  9241    0.1638    0.0109    0.0055 |
  601.575     2     2     2.0     30  28583 |   15  9256    0.1634    0.0109    0.0054 |
  602.550     2     2     2.0     30  28613 |   15  9271    0.1636    0.0109    0.0055 |
  603.525     2     2     2.0     30  28643 |   15  9286    0.1640    0.0109    0.0055 |
  604.500     2     2     2.0     30  28673 |   15  9301    0.1639    0.0109    0.0055 |
  605.475     2     2     2.0     30  28703 |   15  9316    0.1645    0.0110    0.0055 |
  606.450     2     2     2.0     30  28733 |   15  9331    0.1646    0.0110    0.0055 |
  607.425     2     2     2.0     30  28763 |   15  9346    0.1635    0.0109    0.0054 |
  608.400     2     2     2.0     30  28793 |   15  9361    0.1641    0.0109    0.0055 |
  609.375     2     2     2.0     30  28823 |   15  9376    0.1667    0.0111    0.0056 |
  610.350     2     2     2.0     30  28853 |   15  9391    0.1640    0.0109    0.0055 |
  611.325     2     2     2.0     30  28883 |   15  9406    0.1656    0.0110    0.0055 |
  612.300     2     2     2.0     30  28913 |   15  9421    0.1633    0.0109    0.0054 |
  613.275     2     2     2.0     30  28943 |   15  9436    0.1643    0.0110    0.0055 |
  614.250     1     2     1.7     26  28969 |   15  9451    0.1506    0.0100    0.0058 |
  615.225     1     1     1.0     15  28984 |   15  9466    0.1141    0.0076    0.0076 |
  616.200     1     1     1.0     15  28999 |   15  9481    0.1144    0.0076    0.0076 |
  617.175     1     1     1.0     15  29014 |   15  9496    0.1150    0.0077    0.0077 |
  618.150     1     1     1.0     15  29029 |   15  9511    0.1142    0.0076    0.0076 |
  619.125     1     1     1.0     15  29044 |   15  9526    0.1141    0.0076    0.0076 |
  620.100     1     1     1.0     15  29059 |   15  9541    0.1148    0.0077    0.0077 |
  621.075     1     1     1.0     15  29074 |   15  9556    0.1141    0.0076    0.0076 |
  622.050     1     1     1.0     15  29089 |   15  9571    0.1139    0.0076    0.0076 |
  623.025     1     1     1.0     15  29104 |   15  9586    0.1146    0.0076    0.0076 |
  624.000     1     1     1.0     15  29119 |   15  9601    0.1142    0.0076    0.0076 |
  624.975     1     1     1.0     15  29134 |   15  9616    0.1140    0.0076    0.0076 |
  625.950     1     1     1.0     15  29149 |   15  9631    0.1142    0.0076    0.0076 |
  626.925     1     1     1.0     15  29164 |   15  9646    0.1145    0.0076    0.0076 |
  627.900     1     1     1.0     15  29179 |   15  9661    0.1142    0.0076    0.0076 |
  628.875     1     1     1.0     15  29194 |   15  9676    0.1142    0.0076    0.0076 |
  629.850     1     1     1.0     15  29209 |   15  9691    0.1140    0.0076    0.0076 |
  630.825     1     1     1.0     15  29224 |   15  9706    0.1143    0.0076    0.0076 |
  631.800     1     1     1.0     15  29239 |   15  9721    0.1147    0.0076    0.0076 |
  632.775     1     1     1.0     15  29254 |   15  9736    0.1146    0.0076    0.0076 |
  633.750     1     1     1.0     15  29269 |   15  9751    0.1147    0.0076    0.0076 |
  634.725     1     1     1.0     15  29284 |   15  9766    0.1139    0.0076    0.0076 |
  635.700     1     1     1.0     15  29299 |   15  9781    0.1141    0.0076    0.0076 |
  636.675     1     1     1.0     15  29314 |   15  9796    0.1140    0.0076    0.0076 |
  637.650     1     1     1.0     15  29329 |   15  9811    0.1143    0.0076    0.0076 |
  638.625     1     1     1.0     15  29344 |   15  9826    0.1147    0.0076    0.0076 |
  639.600     1     1     1.0     15  29359 |   15  9841    0.1149    0.0077    0.0077 |
  640.575     1     1     1.0     15  29374 |   15  9856    0.1175    0.0078    0.0078 |
  641.550     1     1     1.0     15  29389 |   15  9871    0.1144    0.0076    0.0076 |
  642.525     1     1     1.0     15  29404 |   15  9886    0.1144    0.0076    0.0076 |
  643.500     1     1     1.0     15  29419 |   15  9901    0.1145    0.0076    0.0076 |
  644.475     1     1     1.0     15  29434 |   15  9916    0.1141    0.0076    0.0076 |
