          ----- ----- | --------- --------- |
            cls ttcls |      time  tot time |
  564.525    15  8686 |    0.0159    9.7291 |
  565.500    15  8701 |    0.0159    9.7450 |
  566.475    15  8716 |    0.0159    9.7610 |
  567.450    15  8731 |    0.0159    9.7769 |
  568.425    15  8746 |    0.0159    9.7928 |
  569.400    15  8761 |    0.0159    9.8087 |
  570.375    15  8776 |    0.0159    9.8245 |
  571.350    15  8791 |    0.0162    9.8408 |
  572.325    15  8806 |    0.0159    9.8567 |
  573.300    15  8821 |    0.0159    9.8726 |
  574.275    15  8836 |    0.0159    9.8885 |
  575.250    15  8851 |    0.0159    9.9044 |
  576.225    15  8866 |    0.0159    9.9203 |
  577.200    15  8881 |    0.0159    9.9362 |
  578.175    15  8896 |    0.0159    9.9521 |
  579.150    15  8911 |    0.0159    9.9679 |
  580.125    15  8926 |    0.0159    9.9838 |
  581.100    15  8941 |    0.0159    9.9997 |
  582.075    15  8956 |    0.0160   10.0157 |
  583.050    15  8971 |    0.0159   10.0316 |
  584.025    15  8986 |    0.0159   10.0475 |
  585.000    15  9001 |    0.0162   10.0637 |
  585.975    15  9016 |    0.0160   10.0797 |
  586.950    15  9031 |    0.0161   10.0958 |
  587.925    15  9046 |    0.0159   10.1117 |
  588.900    15  9061 |    0.0159   10.1276 |
  589.875    15  9076 |    0.0160   10.1436 |
  590.850    15  9091 |    0.0159   10.1594 |
  591.825    15  9106 |    0.0159   10.1754 |
  592.800    15  9121 |    0.0160   10.1913 |
  593.775    15  9136 |    0.0159   10.2073 |
  594.750    15  9151 |    0.0160   10.2232 |
  595.725    15  9166 |    0.0160   10.2392 |
  596.700    15  9181 |    0.0159   10.2551 |
  597.675    15  9196 |    0.0159   10.2710 |
  598.650    15  9211 |    0.0159   10.2869 |
  599.625    15  9226 |    0.0159   10.3029 |
  600.600    15  9241 |    0.0159   10.3188 |
  601.575    15  9256 |    0.0159   10.3348 |
  602.550    15  9271 |    0.0159   10.3507 |
  603.525    15  9286 |    0.0159   10.3666 |
  604.500    15  9301 |    0.0159   10.3825 |
  605.475    15  9316 |    0.0160   10.3985 |
  606.450    15  9331 |    0.0159   10.4145 |
  607.425    15  9346 |    0.0159   10.4304 |
  608.400    15  9361 |    0.0159   10.4463 |
  609.375    15  9376 |    0.0163   10.4625 |
  610.350    15  9391 |    0.0159   10.4784 |
  611.325    15  9406 |    0.0187   10.4971 |
  612.300    15  9421 |    0.0159   10.5130 |
  613.275    15  9436 |    0.0160   10.5289 |
  614.250    15  9451 |    0.0159   10.5449 |
  615.225    15  9466 |    0.0159   10.5607 |
  616.200    15  9481 |    0.0159   10.5766 |
  617.175    15  9496 |    0.0160   10.5926 |
  618.150    15  9511 |    0.0159   10.6086 |
  619.125    15  9526 |    0.0158   10.6244 |
  620.100    15  9541 |    0.0160   10.6404 |
  621.075    15  9556 |    0.0159   10.6562 |
  622.050    15  9571 |    0.0159   10.6721 |
  623.025    15  9586 |    0.0160   10.6881 |
  624.000    15  9601 |    0.0159   10.7040 |
  624.975    15  9616 |    0.0158   10.7198 |
  625.950    15  9631 |    0.0160   10.7358 |
  626.925    15  9646 |    0.0159   10.7517 |
  627.900    15  9661 |    0.0159   10.7676 |
  628.875    15  9676 |    0.0159   10.7835 |
  629.850    15  9691 |    0.0159   10.7994 |
  630.825    15  9706 |    0.0159   10.8153 |
  631.800    15  9721 |    0.0159   10.8312 |
  632.775    15  9736 |    0.0159   10.8472 |
  633.750    15  9751 |    0.0160   10.8631 |
  634.725    15  9766 |    0.0160   10.8791 |
  635.700    15  9781 |    0.0159   10.8950 |
  636.675    15  9796 |    0.0159   10.9109 |
  637.650    15  9811 |    0.0159   10.9268 |
  638.625    15  9826 |    0.0160   10.9428 |
  639.600    15  9841 |    0.0159   10.9587 |
  640.575    15  9856 |    0.0166   10.9753 |
  641.550    15  9871 |    0.0160   10.9913 |
  642.525    15  9886 |    0.0159   11.0072 |
  643.500    15  9901 |    0.0159   11.0231 |
  644.475    15  9916 |    0.0159   11.0390 |
  645.450    15  9931 |    0.0160   11.0550 |
  646.425    15  9946 |    0.0159   11.0709 |
  647.400    15  9961 |    0.0160   11.0869 |
  648.375    15  9976 |    0.0159   11.1029 |
  649.350    15  9991 |    0.0161   11.1190 |
  650.325    15 10006 |    0.0159   11.1349 |
  651.300    15 10021 |    0.0160   11.1510 |
  652.275    15 10036 |    0.0159   11.1668 |
  653.250    15 10051 |    0.0160   11.1828 |
  654.225    15 10066 |    0.0160   11.1988 |
  655.200    15 10081 |    0.0160   11.2148 |
  656.175    15 10096 |    0.0162   11.2310 |
  657.150    15 10111 |    0.0161   11.2470 |
  658.125    15 10126 |    0.0159   11.2629 |
  659.100    15 10141 |    0.0159   11.2788 |
  660.075    15 10156 |    0.0160   11.2948 |
  661.050    15 10171 |    0.0160   11.3108 |
  662.025    15 10186 |    0.0160   11.3267 |
  663.000    15 10201 |    0.0159   11.3426 |
  663.975    15 10216 |    0.0159   11.3586 |
  664.950    15 10231 |    0.0160   11.3745 |
  665.925    15 10246 |    0.0160   11.3905 |
  666.900    15 10261 |    0.0159   11.4065 |
  667.875    15 10276 |    0.0159   11.4224 |
  668.850    15 10291 |    0.0159   11.4383 |
  669.825    15 10306 |    0.0162   11.4545 |
  670.800    15 10321 |    0.0160   11.4705 |
  671.775    15 10336 |    0.0161   11.4866 |
  672.750    15 10351 |    0.0161   11.5026 |
  673.725    15 10366 |    0.0160   11.5187 |
  674.700    15 10381 |    0.0159   11.5346 |
  675.675    15 10396 |    0.0159   11.5505 |
  676.650    15 10411 |    0.0159   11.5664 |
  677.625    15 10426 |    0.0159   11.5823 |
  678.600    15 10441 |    0.0160   11.5983 |
  679.575    15 10456 |    0.0161   11.6144 |
  680.550    15 10471 |    0.0160   11.6304 |
  681.525    15 10486 |    0.0160   11.6464 |
  682.500    15 10501 |    0.0159   11.6623 |
  683.475    15 10516 |    0.0159   11.6782 |
  684.450    15 10531 |    0.0160   11.6942 |
  685.425    15 10546 |    0.0159   11.7101 |
  686.400    15 10561 |    0.0160   11.7261 |
  687.375    15 10576 |    0.0159   11.7420 |
  688.350    15 10591 |    0.0159   11.7579 |
  689.325    15 10606 |    0.0162   11.7741 |
  690.300    15 10621 |    0.0162   11.7903 |
  691.275    15 10636 |    0.0159   11.8062 |
  692.250    15 10651 |    0.0161   11.8223 |
  693.225    15 10666 |    0.0160   11.8383 |
  694.200    15 10681 |    0.0159   11.8543 |
  695.175    15 10696 |    0.0160   11.8702 |
  696.150    15 10711 |    0.0159   11.8861 |
  697.125    15 10726 |    0.0160   11.9021 |
  698.100    15 10741 |    0.0160   11.9181 |
  699.075    15 10756 |    0.0159   11.9340 |
  700.050    15 10771 |    0.0159   11.9500 |
  701.025    15 10786 |    0.0159   11.9659 |
  702.000    15 10801 |    0.0161   11.9820 |
  702.975    15 10816 |    0.0160   11.9980 |
  703.950    15 10831 |    0.0160   12.0140 |
  704.925    15 10846 |    0.0159   12.0299 |
  705.900    15 10861 |    0.0159   12.0458 |
  706.875    15 10876 |    0.0159   12.0617 |
  707.850    15 10891 |    0.0160   12.0777 |
  708.825    15 10906 |    0.0160   12.0937 |
  709.800    15 10921 |    0.0160   12.1097 |
  710.775    15 10936 |    0.0162   12.1259 |
  711.750    15 10951 |    0.0160   12.1419 |
  712.725    15 10966 |    0.0159   12.1578 |
  713.700    15 10981 |    0.0159   12.1738 |
  714.675    15 10996 |    0.0160   12.1897 |
  715.650    15 11011 |    0.0160   12.2057 |
  716.625    15 11026 |    0.0160   12.2217 |
  717.600    15 11041 |    0.0160   12.2377 |
  718.575    15 11056 |    0.0164   12.2541 |
  719.550    15 11071 |    0.0160   12.2700 |
  720.525    15 11086 |    0.0159   12.2860 |
  721.500    15 11101 |    0.0160   12.3020 |
  722.475    15 11116 |    0.0159   12.3179 |
  723.450    15 11131 |    0.0160   12.3339 |
  724.425    15 11146 |    0.0160   12.3499 |
  725.400    15 11161 |    0.0160   12.3659 |
  726.375    15 11176 |    0.0162   12.3820 |
  727.350    15 11191 |    0.0161   12.3981 |
  728.325    15 11206 |    0.0160   12.4141 |
  729.300    15 11221 |    0.0160   12.4300 |
  730.275    15 11236 |    0.0159   12.4459 |
  731.250    15 11251 |    0.0159   12.4618 |
  732.225    15 11266 |    0.0159   12.4778 |
  733.200    15 11281 |    0.0160   12.4937 |
  734.175    15 11296 |    0.0160   12.5098 |
  735.150    15 11311 |    0.0238   12.5335 |
  736.125    15 11326 |    0.0159   12.5494 |
  737.100    15 11341 |    0.0161   12.5656 |
  738.075    15 11356 |    0.0159   12.5815 |
  739.050    15 11371 |    0.0162   12.5977 |
  740.025    15 11386 |    0.0160   12.6137 |
  741.000    15 11401 |    0.0160   12.6297 |
  741.975    15 11416 |    0.0160   12.6458 |
  742.950    15 11431 |    0.0160   12.6617 |
  743.925    15 11446 |    0.0159   12.6777 |
  744.900    15 11461 |    0.0159   12.6936 |
  745.875    15 11476 |    0.0159   12.7096 |
  746.850    15 11491 |    0.0160   12.7255 |
  747.825    15 11506 |    0.0159   12.7414 |
  748.800    15 11521 |    0.0159   12.7573 |
  749.775    15 11536 |    0.0159   12.7733 |
  750.750    15 11551 |    0.0160   12.7893 |
  751.725    15 11566 |    0.0159   12.8051 |
  752.700    15 11581 |    0.0161   12.8212 |
  753.675    15 11596 |    0.0160   12.8373 |
  754.650    15 11611 |    0.0159   12.8532 |
  755.625    15 11626 |    0.0163   12.8695 |
  756.600    15 11641 |    0.0159   12.8854 |
  757.575    15 11656 |    0.0160   12.9014 |
  758.550    15 11671 |    0.0159   12.9173 |
  759.525    15 11686 |    0.0160   12.9333 |
  760.500    15 11701 |    0.0160   12.9492 |
  761.475    15 11716 |    0.0161   12.9653 |
  762.450    15 11731 |    0.0160   12.9813 |
  763.425    15 11746 |    0.0160   12.9973 |
  764.400    15 11761 |    0.0160   13.0134 |
  765.375    15 11776 |    0.0164   13.0298 |
  766.350    15 11791 |    0.0159   13.0457 |
  767.325    15 11806 |    0.0159   13.0616 |
  768.300    15 11821 |    0.0159   13.0775 |
  769.275    15 11836 |    0.0159   13.0934 |
  770.250    15 11851 |    0.0164   13.1098 |
  771.225    15 11866 |    0.0159   13.1257 |
  772.200    15 11881 |    0.0159   13.1416 |
  773.175    15 11896 |    0.0159   13.1575 |
  774.150    15 11911 |    0.0160   13.1735 |
  775.125    15 11926 |    0.0159   13.1894 |
  776.100    15 11941 |    0.0160   13.2054 |
  777.075    15 11956 |    0.0159   13.2213 |
  778.050    15 11971 |    0.0160   13.2373 |
  779.025    15 11986 |    0.0159   13.2531 |
  780.000    15 12001 |    0.0159   13.2690 |
  780.975    15 12016 |    0.0160   13.2850 |
  781.950    15 12031 |    0.0161   13.3011 |
  782.925    15 12046 |    0.0161   13.3172 |
  783.900    15 12061 |    0.0160   13.3331 |
  784.875    15 12076 |    0.0160   13.3492 |
  785.850    15 12091 |    0.0160   13.3652 |
  786.825    15 12106 |    0.0159   13.3811 |
  787.800    15 12121 |    0.0161   13.3973 |
  788.775    15 12136 |    0.0161   13.4133 |
  789.750    15 12151 |    0.0160   13.4293 |
  790.725    15 12166 |    0.0159   13.4453 |
  791.700    15 12181 |    0.0159   13.4612 |
  792.675    15 12196 |    0.0159   13.4771 |
  793.650    15 12211 |    0.0159   13.4930 |
  794.625    15 12226 |    0.0160   13.5090 |
  795.600    15 12241 |    0.0159   13.5249 |
  796.575    15 12256 |    0.0160   13.5409 |
  797.550    15 12271 |    0.0159   13.5568 |
  798.525    15 12286 |    0.0161   13.5728 |
  799.500    15 12301 |    0.0162   13.5890 |
  800.475    15 12316 |    0.0160   13.6050 |
  801.450    15 12331 |    0.0161   13.6210 |
  802.425    15 12346 |    0.0159   13.6369 |
  803.400    15 12361 |    0.0159   13.6528 |
  804.375    15 12376 |    0.0160   13.6688 |
  805.350    15 12391 |    0.0161   13.6849 |
  806.325    15 12406 |    0.0159   13.7007 |
  807.300    15 12421 |    0.0159   13.7166 |
  808.275    15 12436 |    0.0159   13.7326 |
  809.250    15 12451 |    0.0160   13.7485 |
  810.225    15 12466 |    0.0159   13.7645 |
  811.200    15 12481 |    0.0159   13.7804 |
  812.175    15 12496 |    0.0165   13.7968 |
  813.150    15 12511 |    0.0160   13.8128 |
  814.125    15 12526 |    0.0159   13.8287 |
  815.100    15 12541 |    0.0161   13.8448 |
  816.075    15 12556 |    0.0159   13.8608 |
  817.050    15 12571 |    0.0160   13.8767 |
  818.025    15 12586 |    0.0160   13.8928 |
  819.000    15 12601 |    0.0160   13.9088 |
  819.975    15 12616 |    0.0159   13.9247 |
  820.950    15 12631 |    0.0159   13.9406 |
  821.925    15 12646 |    0.0159   13.9565 |
  822.900    15 12661 |    0.0159   13.9724 |
  823.875    15 12676 |    0.0159   13.9884 |
  824.850    15 12691 |    0.0160   14.0044 |
  825.825    15 12706 |    0.0160   14.0204 |
  826.800    15 12721 |    0.0160   14.0364 |
  827.775    15 12736 |    0.0160   14.0524 |
  828.750    15 12751 |    0.0161   14.0684 |
  829.725    15 12766 |    0.0161   14.0846 |
  830.700    15 12781 |    0.0160   14.1006 |
  831.675    15 12796 |    0.0159   14.1165 |
  832.650    15 12811 |    0.0160   14.1324 |
  833.625    15 12826 |    0.0161   14.1485 |
  834.600    15 12841 |    0.0159   14.1644 |
  835.575    15 12856 |    0.0160   14.1805 |
  836.550    15 12871 |    0.0159   14.1964 |
  837.525    15 12886 |    0.0161   14.2125 |
  838.500    15 12901 |    0.0159   14.2284 |
  839.475    15 12916 |    0.0160   14.2445 |
  840.450    15 12931 |    0.0160   14.2605 |
  841.425    15 12946 |    0.0159   14.2765 |
  842.400    15 12961 |    0.0160   14.2925 |
  843.375    15 12976 |    0.0160   14.3085 |
  844.350    15 12991 |    0.0159   14.3244 |
  845.325    15 13006 |    0.0159   14.3403 |
  846.300    15 13021 |    0.0159   14.3562 |
  847.275    15 13036 |    0.0160   14.3722 |
  848.250    15 13051 |    0.0160   14.3882 |
  849.225    15 13066 |    0.0160   14.4042 |
  850.200    15 13081 |    0.0159   14.4201 |
  851.175    15 13096 |    0.0159   14.4361 |
  852.150    15 13111 |    0.0159   14.4520 |
  853.125    15 13126 |    0.0160   14.4680 |
  854.100    15 13141 |    0.0160   14.4840 |
  855.075    15 13156 |    0.0159   14.4999 |
  856.050    15 13171 |    0.0159   14.5159 |
  857.025    15 13186 |    0.0163   14.5322 |
  858.000    15 13201 |    0.0160   14.5482 |
  858.975    15 13216 |    0.0161   14.5644 |
  859.950    15 13231 |    0.0161   14.5804 |
  860.925    15 13246 |    0.0160   14.5964 |
  861.900    15 13261 |    0.0160   14.6124 |
  862.875    15 13276 |    0.0160   14.6284 |
  863.850    15 13291 |    0.0159   14.6443 |
  864.825    15 13306 |    0.0159   14.6602 |
  865.800    15 13321 |    0.0161   14.6763 |
  866.775    15 13336 |    0.0160   14.6923 |
  867.750    15 13351 |    0.0159   14.7082 |
  868.725    15 13366 |    0.0159   14.7242 |
  869.700    15 13381 |    0.0159   14.7401 |
  870.675    15 13396 |    0.0160   14.7560 |
  871.650    15 13411 |    0.0160   14.7720 |
  872.625    15 13426 |    0.0160   14.7880 |
  873.600    15 13441 |    0.0160   14.8040 |
  874.575    15 13456 |    0.0160   14.8199 |
  875.550    15 13471 |    0.0160   14.8360 |
  876.525    15 13486 |    0.0159   14.8519 |
  877.500    15 13501 |    0.0165   14.8684 |
  878.475    15 13516 |    0.0159   14.8843 |
  879.450    15 13531 |    0.0160   14.9003 |
  880.425    15 13546 |    0.0160   14.9164 |
  881.400    15 13561 |    0.0159   14.9323 |
  882.375    15 13576 |    0.0160   14.9483 |
  883.350    15 13591 |    0.0160   14.9642 |
  884.325    15 13606 |    0.0160   14.9802 |
  885.300    15 13621 |    0.0159   14.9961 |
  886.275    15 13636 |    0.0159   15.0120 |
  887.250    15 13651 |    0.0159   15.0279 |
  888.225    15 13666 |    0.0160   15.0439 |
  889.200    15 13681 |    0.0161   15.0599 |
  890.175    15 13696 |    0.0160   15.0759 |
  891.150    15 13711 |    0.0160   15.0919 |
  892.125    15 13726 |    0.0160   15.1079 |
  893.100    15 13741 |    0.0160   15.1239 |
  894.075    15 13756 |    0.0160   15.1399 |
  895.050    15 13771 |    0.0160   15.1559 |
  896.025    15 13786 |    0.0160   15.1719 |
  897.000    15 13801 |    0.0160   15.1879 |
  897.975    15 13816 |    0.0160   15.2039 |
  898.950    15 13831 |    0.0161   15.2199 |
  899.925    15 13846 |    0.0163   15.2363 |
  900.900    15 13861 |    0.0160   15.2522 |
  901.875    15 13876 |    0.0159   15.2681 |
  902.850    15 13891 |    0.0160   15.2841 |
  903.825    15 13906 |    0.0160   15.3001 |
  904.800    15 13921 |    0.0161   15.3162 |
  905.775    15 13936 |    0.0165   15.3327 |
  906.750    15 13951 |    0.0159   15.3486 |
  907.725    15 13966 |    0.0160   15.3646 |
  908.700    15 13981 |    0.0159   15.3805 |
  909.675    15 13996 |    0.0159   15.3964 |
  910.650    15 14011 |    0.0161   15.4124 |
  911.625    15 14026 |    0.0159   15.4284 |
  912.600    15 14041 |    0.0160   15.4444 |
  913.575    15 14056 |    0.0159   15.4603 |
  914.550    15 14071 |    0.0161   15.4764 |
  915.525    15 14086 |    0.0160   15.4924 |
  916.500    15 14101 |    0.0159   15.5082 |
  917.475    15 14116 |    0.0159   15.5242 |
  918.450    15 14131 |    0.0160   15.5401 |
  919.425    15 14146 |    0.0160   15.5561 |
  920.400    15 14161 |    0.0160   15.5721 |
  921.375    15 14176 |    0.0160   15.5881 |
  922.350    15 14191 |    0.0159   15.6040 |
  923.325    15 14206 |    0.0159   15.6199 |
  924.300    15 14221 |    0.0161   15.6360 |
  925.275    15 14236 |    0.0159   15.6519 |
  926.250    15 14251 |    0.0159   15.6678 |
  927.225    15 14266 |    0.0160   15.6838 |
  928.200    15 14281 |    0.0159   15.6997 |
  929.175    15 14296 |    0.0160   15.7157 |
  930.150    15 14311 |    0.0160   15.7316 |
  931.125    15 14326 |    0.0159   15.7476 |
  932.100    15 14341 |    0.0160   15.7635 |
  933.075    15 14356 |    0.0160   15.7795 |
  934.050    15 14371 |    0.0160   15.7955 |
  935.025    15 14386 |    0.0159   15.8114 |
  936.000    15 14401 |    0.0160   15.8274 |
  936.975    15 14416 |    0.0159   15.8432 |
  937.950    15 14431 |    0.0159   15.8591 |
  938.925    15 14446 |    0.0159   15.8750 |
  939.900    15 14461 |    0.0160   15.8910 |
  940.875    15 14476 |    0.0160   15.9070 |
  941.850    15 14491 |    0.0160   15.9230 |
  942.825    15 14506 |    0.0159   15.9389 |
  943.800    15 14521 |    0.0160   15.9549 |
  944.775    15 14536 |    0.0161   15.9709 |
  945.750    15 14551 |    0.0159   15.9868 |
  946.725    15 14566 |    0.0160   16.0028 |
  947.700    15 14581 |    0.0159   16.0187 |
  948.675    15 14596 |    0.0160   16.0347 |
  949.650    15 14611 |    0.0159   16.0506 |
  950.625    15 14626 |    0.0160   16.0667 |
  951.600    15 14641 |    0.0163   16.0830 |
  952.575    15 14656 |    0.0164   16.0993 |
  953.550    15 14671 |    0.0160   16.1153 |
  954.525    15 14686 |    0.0160   16.1313 |
  955.500    15 14701 |    0.0160   16.1472 |
  956.475    15 14716 |    0.0161   16.1633 |
  957.450    15 14731 |    0.0161   16.1795 |
  958.425    15 14746 |    0.0159   16.1954 |
  959.400    15 14761 |    0.0159   16.2113 |
  960.375    15 14776 |    0.0160   16.2273 |
  961.350    15 14791 |    0.0159   16.2432 |
  962.325    15 14806 |    0.0159   16.2591 |
  963.300    15 14821 |    0.0161   16.2752 |
  964.275    15 14836 |    0.0159   16.2910 |
  965.250    15 14851 |    0.0160   16.3071 |
  966.225    15 14866 |    0.0159   16.3230 |
  967.200    15 14881 |    0.0159   16.3389 |
  968.175    15 14896 |    0.0160   16.3549 |
  969.150    15 14911 |    0.0159   16.3708 |
  970.125    15 14926 |    0.0160   16.3868 |
  971.100    15 14941 |    0.0161   16.4029 |
  972.075    15 14956 |    0.0160   16.4189 |
  973.050    15 14971 |    0.0160   16.4349 |
  974.025    15 14986 |    0.0162   16.4511 |
  975.000    15 15001 |    0.0159   16.4669 |
  975.975    15 15016 |    0.0160   16.4829 |
  976.950    15 15031 |    0.0159   16.4988 |
  977.925    15 15046 |    0.0159   16.5148 |
  978.900    15 15061 |    0.0159   16.5307 |
  979.875    15 15076 |    0.0160   16.5467 |
  980.850    15 15091 |    0.0159   16.5625 |
  981.825    15 15106 |    0.0159   16.5785 |
  982.800    15 15121 |    0.0162   16.5947 |
  983.775    15 15136 |    0.0159   16.6106 |
  984.750    15 15151 |    0.0161   16.6267 |
  985.725    15 15166 |    0.0161   16.6429 |
  986.700    15 15181 |    0.0160   16.6589 |
  987.675    15 15196 |    0.0160   16.6748 |
  988.650    15 15211 |    0.0162   16.6910 |
  989.625    15 15226 |    0.0160   16.7070 |
  990.600    15 15241 |    0.0160   16.7230 |
  991.575    15 15256 |    0.0160   16.7390 |
  992.550    15 15271 |    0.0159   16.7548 |
  993.525    15 15286 |    0.0159   16.7707 |
  994.500    15 15301 |    0.0159   16.7867 |
  995.475    15 15316 |    0.0159   16.8026 |
  996.450    15 15331 |    0.0159   16.8185 |
  997.425    15 15346 |    0.0159   16.8344 |
  998.400    15 15361 |    0.0164   16.8508 |
  999.375    15 15376 |    0.0159   16.8667 |
