          ----- ----- -------  -----  ----- | ---- ----- --------- --------- --------- |
  649.350     0     0     0.0      0  27983 |   15  9991    0.0647    0.0043    0.0000 |
  650.325     0     0     0.0      0  27983 |   15 10006    0.0650    0.0043    0.0000 |
  651.300     0     0     0.0      0  27983 |   15 10021    0.0649    0.0043    0.0000 |
  652.275     0     0     0.0      0  27983 |   15 10036    0.0651    0.0043    0.0000 |
  653.250     0     0     0.0      0  27983 |   15 10051    0.0645    0.0043    0.0000 |
  654.225     0     0     0.0      0  27983 |   15 10066    0.0656    0.0044    0.0000 |
  655.200     0     0     0.0      0  27983 |   15 10081    0.0646    0.0043    0.0000 |
  656.175     0     0     0.0      0  27983 |   15 10096    0.0645    0.0043    0.0000 |
  657.150     0     0     0.0      0  27983 |   15 10111    0.0650    0.0043    0.0000 |
  658.125     0     0     0.0      0  27983 |   15 10126    0.0647    0.0043    0.0000 |
  659.100     0     0     0.0      0  27983 |   15 10141    0.0648    0.0043    0.0000 |
  660.075     0     0     0.0      0  27983 |   15 10156    0.0651    0.0043    0.0000 |
  661.050     0     0     0.0      0  27983 |   15 10171    0.0647    0.0043    0.0000 |
  662.025     0     0     0.0      0  27983 |   15 10186    0.0650    0.0043    0.0000 |
  663.000     0     0     0.0      0  27983 |   15 10201    0.0651    0.0043    0.0000 |
  663.975     0     0     0.0      0  27983 |   15 10216    0.0646    0.0043    0.0000 |
  664.950     0     0     0.0      0  27983 |   15 10231    0.0646    0.0043    0.0000 |
  665.925     0     0     0.0      0  27983 |   15 10246    0.0649    0.0043    0.0000 |
  666.900     0     0     0.0      0  27983 |   15 10261    0.0649    0.0043    0.0000 |
  667.875     0     0     0.0      0  27983 |   15 10276    0.0648    0.0043    0.0000 |
  668.850     0     0     0.0      0  27983 |   15 10291    0.0647    0.0043    0.0000 |
  669.825     0     0     0.0      0  27983 |   15 10306    0.0670    0.0045    0.0000 |
  670.800     0     0     0.0      0  27983 |   15 10321    0.0648    0.0043    0.0000 |
  671.775     0     0     0.0      0  27983 |   15 10336    0.0646    0.0043    0.0000 |
  672.750     0     0     0.0      0  27983 |   15 10351    0.0649    0.0043    0.0000 |
  673.725     0     0     0.0      0  27983 |   15 10366    0.0645    0.0043    0.0000 |
  674.700     0     0     0.0      0  27983 |   15 10381    0.0650    0.0043    0.0000 |
  675.675     0     0     0.0      0  27983 |   15 10396    0.0646    0.0043    0.0000 |
  676.650     0     0     0.0      0  27983 |   15 10411    0.0653    0.0044    0.0000 |
  677.625     0     0     0.0      0  27983 |   15 10426    0.0646    0.0043    0.0000 |
  678.600     0     0     0.0      0  27983 |   15 10441    0.0651    0.0043    0.0000 |
  679.575     0     0     0.0      0  27983 |   15 10456    0.0648    0.0043    0.0000 |
  680.550     0     0     0.0      0  27983 |   15 10471    0.0652    0.0043    0.0000 |
  681.525     0     0     0.0      0  27983 |   15 10486    0.0648    0.0043    0.0000 |
  682.500     0     0     0.0      0  27983 |   15 10501    0.0648    0.0043    0.0000 |
  683.475     0     0     0.0      0  27983 |   15 10516    0.0658    0.0044    0.0000 |
  684.450     0     0     0.0      0  27983 |   15 10531    0.0648    0.0043    0.0000 |
  685.425     0     0     0.0      0  27983 |   15 10546    0.0648    0.0043    0.0000 |
  686.400     0     0     0.0      0  27983 |   15 10561    0.0648    0.0043    0.0000 |
  687.375     0     0     0.0      0  27983 |   15 10576    0.0646    0.0043    0.0000 |
  688.350     0     0     0.0      0  27983 |   15 10591    0.0656    0.0044    0.0000 |
  689.325     0     0     0.0      0  27983 |   15 10606    0.0654    0.0044    0.0000 |
  690.300     0     0     0.0      0  27983 |   15 10621    0.0656    0.0044    0.0000 |
  691.275     0     0     0.0      0  27983 |   15 10636    0.0648    0.0043    0.0000 |
  692.250     0     0     0.0      0  27983 |   15 10651    0.0647    0.0043    0.0000 |
  693.225     0     0     0.0      0  27983 |   15 10666    0.0648    0.0043    0.0000 |
  694.200     0     0     0.0      0  27983 |   15 10681    0.0652    0.0043    0.0000 |
  695.175     0     0     0.0      0  27983 |   15 10696    0.0646    0.0043    0.0000 |
  696.150     0     0     0.0      0  27983 |   15 10711    0.0650    0.0043    0.0000 |
  697.125     0     0     0.0      0  27983 |   15 10726    0.0645    0.0043    0.0000 |
  698.100     0     0     0.0      0  27983 |   15 10741    0.0655    0.0044    0.0000 |
  699.075     0     0     0.0      0  27983 |   15 10756    0.0651    0.0043    0.0000 |
  700.050     0     0     0.0      0  27983 |   15 10771    0.0646    0.0043    0.0000 |
  701.025     0     0     0.0      0  27983 |   15 10786    0.0647    0.0043    0.0000 |
  702.000     0     0     0.0      0  27983 |   15 10801    0.0647    0.0043    0.0000 |
  702.975     0     0     0.0      0  27983 |   15 10816    0.0649    0.0043    0.0000 |
  703.950     0     0     0.0      0  27983 |   15 10831    0.0647    0.0043    0.0000 |
  704.925     0     0     0.0      0  27983 |   15 10846    0.0651    0.0043    0.0000 |
  705.900     0     0     0.0      0  27983 |   15 10861    0.0649    0.0043    0.0000 |
  706.875     0     0     0.0      0  27983 |   15 10876    0.0653    0.0044    0.0000 |
  707.850     0     0     0.0      0  27983 |   15 10891    0.0651    0.0043    0.0000 |
  708.825     0     0     0.0      0  27983 |   15 10906    0.0651    0.0043    0.0000 |
  709.800     0     0     0.0      0  27983 |   15 10921    0.0648    0.0043    0.0000 |
  710.775     0     0     0.0      0  27983 |   15 10936    0.0651    0.0043    0.0000 |
  711.750     0     0     0.0      0  27983 |   15 10951    0.0650    0.0043    0.0000 |
  712.725     0     0     0.0      0  27983 |   15 10966    0.0649    0.0043    0.0000 |
  713.700     0     0     0.0      0  27983 |   15 10981    0.0649    0.0043    0.0000 |
  714.675     0     0     0.0      0  27983 |   15 10996    0.0649    0.0043    0.0000 |
  715.650     0     0     0.0      0  27983 |   15 11011    0.0660    0.0044    0.0000 |
  716.625     0     0     0.0      0  27983 |   15 11026    0.0663    0.0044    0.0000 |
  717.600     0     0     0.0      0  27983 |   15 11041    0.0670    0.0045    0.0000 |
  718.575     0     0     0.0      0  27983 |   15 11056    0.0654    0.0044    0.0000 |
  719.550     0     0     0.0      0  27983 |   15 11071    0.0656    0.0044    0.0000 |
  720.525     0     0     0.0      0  27983 |   15 11086    0.0654    0.0044    0.0000 |
  721.500     0     0     0.0      0  27983 |   15 11101    0.0667    0.0044    0.0000 |
  722.475     0     0     0.0      0  27983 |   15 11116    0.0669    0.0045    0.0000 |
  723.450     0     0     0.0      0  27983 |   15 11131    0.0665    0.0044    0.0000 |
  724.425     0     0     0.0      0  27983 |   15 11146    0.0657    0.0044    0.0000 |
  725.400     0     0     0.0      0  27983 |   15 11161    0.0657    0.0044    0.0000 |
  726.375     0     0     0.0      0  27983 |   15 11176    0.0666    0.0044    0.0000 |
  727.350     0     0     0.0      0  27983 |   15 11191    0.0661    0.0044    0.0000 |
  728.325     0     0     0.0      0  27983 |   15 11206    0.0659    0.0044    0.0000 |
  729.300     0     0     0.0      0  27983 |   15 11221    0.0658    0.0044    0.0000 |
  730.275     0     0     0.0      0  27983 |   15 11236    0.0664    0.0044    0.0000 |
  731.250     0     0     0.0      0  27983 |   15 11251    0.0656    0.0044    0.0000 |
  732.225     0     0     0.0      0  27983 |   15 11266    0.0657    0.0044    0.0000 |
  733.200     0     0     0.0      0  27983 |   15 11281    0.0661    0.0044    0.0000 |
  734.175     0     0     0.0      0  27983 |   15 11296    0.0660    0.0044    0.0000 |
  735.150     0     0     0.0      0  27983 |   15 11311    0.0659    0.0044    0.0000 |
  736.125     0     0     0.0      0  27983 |   15 11326    0.0658    0.0044    0.0000 |
  737.100     0     0     0.0      0  27983 |   15 11341    0.0658    0.0044    0.0000 |
  738.075     0     0     0.0      0  27983 |   15 11356    0.0661    0.0044    0.0000 |
  739.050     0     0     0.0      0  27983 |   15 11371    0.0657    0.0044    0.0000 |
  740.025     0     0     0.0      0  27983 |   15 11386    0.0672    0.0045    0.0000 |
  741.000     0     0     0.0      0  27983 |   15 11401    0.0656    0.0044    0.0000 |
  741.975     0     0     0.0      0  27983 |   15 11416    0.0666    0.0044    0.0000 |
  742.950     0     0     0.0      0  27983 |   15 11431    0.0661    0.0044    0.0000 |
  743.925     0     0     0.0      0  27983 |   15 11446    0.0660    0.0044    0.0000 |
  744.900     0     0     0.0      0  27983 |   15 11461    0.0660    0.0044    0.0000 |
  745.875     0     0     0.0      0  27983 |   15 11476    0.0658    0.0044    0.0000 |
  746.850     0     0     0.0      0  27983 |   15 11491    0.0663    0.0044    0.0000 |
  747.825     0     0     0.0      0  27983 |   15 11506    0.0660    0.0044    0.0000 |
  748.800     0     0     0.0      0  27983 |   15 11521    0.0659    0.0044    0.0000 |
  749.775     0     0     0.0      0  27983 |   15 11536    0.0660    0.0044    0.0000 |
  750.750     0     0     0.0      0  27983 |   15 11551    0.0657    0.0044    0.0000 |
  751.725     0     0     0.0      0  27983 |   15 11566    0.0664    0.0044    0.0000 |
  752.700     0     0     0.0      0  27983 |   15 11581    0.0662    0.0044    0.0000 |
  753.675     0     0     0.0      0  27983 |   15 11596    0.0660    0.0044    0.0000 |
  754.650     0     0     0.0      0  27983 |   15 11611    0.0664    0.0044    0.0000 |
  755.625     0     0     0.0      0  27983 |   15 11626    0.0661    0.0044    0.0000 |
  756.600     0     0     0.0      0  27983 |   15 11641    0.0666    0.0044    0.0000 |
  757.575     0     0     0.0      0  27983 |   15 11656    0.0662    0.0044    0.0000 |
  758.550     0     0     0.0      0  27983 |   15 11671    0.0663    0.0044    0.0000 |
  759.525     0     0     0.0      0  27983 |   15 11686    0.0666    0.0044    0.0000 |
  760.500     0     0     0.0      0  27983 |   15 11701    0.0661    0.0044    0.0000 |
  761.475     0     0     0.0      0  27983 |   15 11716    0.0662    0.0044    0.0000 |
  762.450     0     0     0.0      0  27983 |   15 11731    0.0669    0.0045    0.0000 |
  763.425     0     0     0.0      0  27983 |   15 11746    0.0680    0.0045    0.0000 |
  764.400     0     0     0.0      0  27983 |   15 11761    0.0665    0.0044    0.0000 |
  765.375     0     0     0.0      0  27983 |   15 11776    0.0660    0.0044    0.0000 |
  766.350     0     0     0.0      0  27983 |   15 11791    0.0659    0.0044    0.0000 |
  767.325     0     0     0.0      0  27983 |   15 11806    0.0663    0.0044    0.0000 |
  768.300     0     0     0.0      0  27983 |   15 11821    0.0672    0.0045    0.0000 |
  769.275     0     0     0.0      0  27983 |   15 11836    0.0670    0.0045    0.0000 |
  770.250     0     0     0.0      0  27983 |   15 11851    0.0662    0.0044    0.0000 |
  771.225     0     0     0.0      0  27983 |   15 11866    0.0666    0.0044    0.0000 |
  772.200     0     0     0.0      0  27983 |   15 11881    0.0665    0.0044    0.0000 |
  773.175     0     0     0.0      0  27983 |   15 11896    0.0666    0.0044    0.0000 |
  774.150     0     0     0.0      0  27983 |   15 11911    0.0669    0.0045    0.0000 |
  775.125     0     0     0.0      0  27983 |   15 11926    0.0666    0.0044    0.0000 |
  776.100     0     0     0.0      0  27983 |   15 11941    0.0665    0.0044    0.0000 |
  777.075     0     0     0.0      0  27983 |   15 11956    0.0671    0.0045    0.0000 |
  778.050     0     0     0.0      0  27983 |   15 11971    0.0667    0.0044    0.0000 |
  779.025     0     0     0.0      0  27983 |   15 11986    0.0665    0.0044    0.0000 |
  780.000     0     0     0.0      0  27983 |   15 12001    0.0667    0.0044    0.0000 |
  780.975     0     0     0.0      0  27983 |   15 12016    0.0665    0.0044    0.0000 |
  781.950     0     0     0.0      0  27983 |   15 12031    0.0682    0.0045    0.0000 |
  782.925     0     0     0.0      0  27983 |   15 12046    0.0670    0.0045    0.0000 |
  783.900     0     0     0.0      0  27983 |   15 12061    0.0665    0.0044    0.0000 |
  784.875     0     0     0.0      0  27983 |   15 12076    0.0668    0.0045    0.0000 |
  785.850     0     0     0.0      0  27983 |   15 12091    0.0668    0.0045    0.0000 |
  786.825     0     0     0.0      0  27983 |   15 12106    0.0666    0.0044    0.0000 |
  787.800     0     0     0.0      0  27983 |   15 12121    0.0666    0.0044    0.0000 |
  788.775     0     0     0.0      0  27983 |   15 12136    0.0667    0.0044    0.0000 |
  789.750     0     0     0.0      0  27983 |   15 12151    0.0668    0.0045    0.0000 |
  790.725     0     0     0.0      0  27983 |   15 12166    0.0670    0.0045    0.0000 |
  791.700     0     0     0.0      0  27983 |   15 12181    0.0673    0.0045    0.0000 |
  792.675     0     0     0.0      0  27983 |   15 12196    0.0666    0.0044    0.0000 |
  793.650     0     0     0.0      0  27983 |   15 12211    0.0666    0.0044    0.0000 |
  794.625     0     0     0.0      0  27983 |   15 12226    0.0666    0.0044    0.0000 |
  795.600     0     0     0.0      0  27983 |   15 12241    0.0679    0.0045    0.0000 |
  796.575     0     0     0.0      0  27983 |   15 12256    0.0692    0.0046    0.0000 |
  797.550     0     0     0.0      0  27983 |   15 12271    0.0666    0.0044    0.0000 |
  798.525     0     0     0.0      0  27983 |   15 12286    0.0667    0.0044    0.0000 |
  799.500     0     0     0.0      0  27983 |   15 12301    0.0666    0.0044    0.0000 |
  800.475     0     0     0.0      0  27983 |   15 12316    0.0671    0.0045    0.0000 |
  801.450     0     0     0.0      0  27983 |   15 12331    0.0665    0.0044    0.0000 |
  802.425     0     0     0.0      0  27983 |   15 12346    0.0668    0.0045    0.0000 |
  803.400     0     0     0.0      0  27983 |   15 12361    0.0671    0.0045    0.0000 |
  804.375     0     0     0.0      0  27983 |   15 12376    0.0665    0.0044    0.0000 |
  805.350     0     0     0.0      0  27983 |   15 12391    0.0668    0.0045    0.0000 |
  806.325     0     0     0.0      0  27983 |   15 12406    0.0666    0.0044    0.0000 |
  807.300     0     0     0.0      0  27983 |   15 12421    0.0664    0.0044    0.0000 |
  808.275     0     0     0.0      0  27983 |   15 12436    0.0664    0.0044    0.0000 |
  809.250     0     0     0.0      0  27983 |   15 12451    0.0671    0.0045    0.0000 |
  810.225     0     0     0.0      0  27983 |   15 12466    0.0682    0.0045    0.0000 |
  811.200     0     0     0.0      0  27983 |   15 12481    0.0665    0.0044    0.0000 |
  812.175     0     0     0.0      0  27983 |   15 12496    0.0667    0.0044    0.0000 |
  813.150     0     0     0.0      0  27983 |   15 12511    0.0667    0.0044    0.0000 |
  814.125     0     0     0.0      0  27983 |   15 12526    0.0677    0.0045    0.0000 |
  815.100     0     0     0.0      0  27983 |   15 12541    0.0667    0.0044    0.0000 |
  816.075     0     0     0.0      0  27983 |   15 12556    0.0667    0.0044    0.0000 |
  817.050     0     0     0.0      0  27983 |   15 12571    0.0668    0.0045    0.0000 |
  818.025     0     0     0.0      0  27983 |   15 12586    0.0668    0.0045    0.0000 |
  819.000     0     0     0.0      0  27983 |   15 12601    0.0665    0.0044    0.0000 |
  819.975     0     0     0.0      0  27983 |   15 12616    0.0667    0.0044    0.0000 |
  820.950     0     0     0.0      0  27983 |   15 12631    0.0665    0.0044    0.0000 |
  821.925     0     0     0.0      0  27983 |   15 12646    0.0665    0.0044    0.0000 |
  822.900     0     0     0.0      0  27983 |   15 12661    0.0665    0.0044    0.0000 |
  823.875     0     0     0.0      0  27983 |   15 12676    0.0667    0.0044    0.0000 |
  824.850     0     0     0.0      0  27983 |   15 12691    0.0665    0.0044    0.0000 |
  825.825     0     0     0.0      0  27983 |   15 12706    0.0665    0.0044    0.0000 |
  826.800     0     0     0.0      0  27983 |   15 12721    0.0675    0.0045    0.0000 |
  827.775     0     0     0.0      0  27983 |   15 12736    0.0669    0.0045    0.0000 |
  828.750     0     0     0.0      0  27983 |   15 12751    0.0666    0.0044    0.0000 |
  829.725     0     0     0.0      0  27983 |   15 12766    0.0665    0.0044    0.0000 |
  830.700     0     0     0.0      0  27983 |   15 12781    0.0665    0.0044    0.0000 |
  831.675     0     0     0.0      0  27983 |   15 12796    0.0666    0.0044    0.0000 |
  832.650     0     0     0.0      0  27983 |   15 12811    0.0666    0.0044    0.0000 |
  833.625     0     0     0.0      0  27983 |   15 12826    0.0668    0.0045    0.0000 |
  834.600     0     0     0.0      0  27983 |   15 12841    0.0666    0.0044    0.0000 |
  835.575     0     0     0.0      0  27983 |   15 12856    0.0668    0.0045    0.0000 |
  836.550     0     0     0.0      0  27983 |   15 12871    0.0666    0.0044    0.0000 |
  837.525     0     0     0.0      0  27983 |   15 12886    0.0667    0.0044    0.0000 |
  838.500     0     0     0.0      0  27983 |   15 12901    0.0665    0.0044    0.0000 |
  839.475     0     0     0.0      0  27983 |   15 12916    0.0667    0.0044    0.0000 |
  840.450     0     0     0.0      0  27983 |   15 12931    0.0666    0.0044    0.0000 |
  841.425     0     0     0.0      0  27983 |   15 12946    0.0665    0.0044    0.0000 |
  842.400     0     0     0.0      0  27983 |   15 12961    0.0665    0.0044    0.0000 |
  843.375     0     0     0.0      0  27983 |   15 12976    0.0667    0.0044    0.0000 |
  844.350     0     0     0.0      0  27983 |   15 12991    0.0666    0.0044    0.0000 |
  845.325     0     0     0.0      0  27983 |   15 13006    0.0667    0.0044    0.0000 |
  846.300     0     0     0.0      0  27983 |   15 13021    0.0668    0.0045    0.0000 |
  847.275     0     0     0.0      0  27983 |   15 13036    0.0665    0.0044    0.0000 |
  848.250     0     0     0.0      0  27983 |   15 13051    0.0666    0.0044    0.0000 |
  849.225     0     0     0.0      0  27983 |   15 13066    0.0668    0.0045    0.0000 |
  850.200     0     0     0.0      0  27983 |   15 13081    0.0667    0.0044    0.0000 |
  851.175     0     0     0.0      0  27983 |   15 13096    0.0664    0.0044    0.0000 |
  852.150     0     0     0.0      0  27983 |   15 13111    0.0666    0.0044    0.0000 |
  853.125     0     0     0.0      0  27983 |   15 13126    0.0667    0.0044    0.0000 |
  854.100     0     0     0.0      0  27983 |   15 13141    0.0666    0.0044    0.0000 |
  855.075     0     0     0.0      0  27983 |   15 13156    0.0677    0.0045    0.0000 |
  856.050     0     0     0.0      0  27983 |   15 13171    0.0687    0.0046    0.0000 |
  857.025     0     0     0.0      0  27983 |   15 13186    0.0670    0.0045    0.0000 |
  858.000     0     0     0.0      0  27983 |   15 13201    0.0671    0.0045    0.0000 |
  858.975     0     0     0.0      0  27983 |   15 13216    0.0665    0.0044    0.0000 |
  859.950     0     0     0.0      0  27983 |   15 13231    0.0665    0.0044    0.0000 |
  860.925     0     0     0.0      0  27983 |   15 13246    0.0673    0.0045    0.0000 |
  861.900     0     0     0.0      0  27983 |   15 13261    0.0667    0.0044    0.0000 |
  862.875     0     0     0.0      0  27983 |   15 13276    0.0668    0.0045    0.0000 |
  863.850     0     0     0.0      0  27983 |   15 13291    0.0668    0.0045    0.0000 |
  864.825     0     0     0.0      0  27983 |   15 13306    0.1194    0.0080    0.0000 |
  865.800     0     0     0.0      0  27983 |   15 13321    0.0667    0.0044    0.0000 |
  866.775     0     0     0.0      0  27983 |   15 13336    0.0671    0.0045    0.0000 |
  867.750     0     0     0.0      0  27983 |   15 13351    0.0677    0.0045    0.0000 |
  868.725     0     0     0.0      0  27983 |   15 13366    0.0667    0.0044    0.0000 |
  869.700     0     0     0.0      0  27983 |   15 13381    0.0672    0.0045    0.0000 |
  870.675     0     0     0.0      0  27983 |   15 13396    0.0666    0.0044    0.0000 |
  871.650     0     0     0.0      0  27983 |   15 13411    0.0664    0.0044    0.0000 |
  872.625     0     0     0.0      0  27983 |   15 13426    0.0665    0.0044    0.0000 |
  873.600     0     0     0.0      0  27983 |   15 13441    0.0682    0.0045    0.0000 |
  874.575     0     0     0.0      0  27983 |   15 13456    0.0668    0.0045    0.0000 |
  875.550     0     0     0.0      0  27983 |   15 13471    0.0669    0.0045    0.0000 |
  876.525     0     0     0.0      0  27983 |   15 13486    0.0665    0.0044    0.0000 |
  877.500     0     0     0.0      0  27983 |   15 13501    0.0666    0.0044    0.0000 |
  878.475     0     0     0.0      0  27983 |   15 13516    0.0669    0.0045    0.0000 |
  879.450     0     0     0.0      0  27983 |   15 13531    0.0666    0.0044    0.0000 |
  880.425     0     0     0.0      0  27983 |   15 13546    0.0666    0.0044    0.0000 |
  881.400     0     0     0.0      0  27983 |   15 13561    0.0665    0.0044    0.0000 |
  882.375     0     0     0.0      0  27983 |   15 13576    0.0664    0.0044    0.0000 |
  883.350     0     0     0.0      0  27983 |   15 13591    0.0669    0.0045    0.0000 |
  884.325     0     0     0.0      0  27983 |   15 13606    0.0672    0.0045    0.0000 |
  885.300     0     0     0.0      0  27983 |   15 13621    0.0666    0.0044    0.0000 |
  886.275     0     0     0.0      0  27983 |   15 13636    0.0667    0.0044    0.0000 |
  887.250     0     0     0.0      0  27983 |   15 13651    0.0670    0.0045    0.0000 |
  888.225     0     0     0.0      0  27983 |   15 13666    0.0666    0.0044    0.0000 |
  889.200     0     0     0.0      0  27983 |   15 13681    0.0670    0.0045    0.0000 |
  890.175     0     0     0.0      0  27983 |   15 13696    0.0670    0.0045    0.0000 |
  891.150     0     0     0.0      0  27983 |   15 13711    0.0665    0.0044    0.0000 |
  892.125     0     0     0.0      0  27983 |   15 13726    0.0668    0.0045    0.0000 |
  893.100     0     0     0.0      0  27983 |   15 13741    0.0666    0.0044    0.0000 |
  894.075     0     0     0.0      0  27983 |   15 13756    0.0666    0.0044    0.0000 |
  895.050     0     0     0.0      0  27983 |   15 13771    0.0665    0.0044    0.0000 |
  896.025     0     0     0.0      0  27983 |   15 13786    0.0668    0.0045    0.0000 |
  897.000     0     0     0.0      0  27983 |   15 13801    0.0664    0.0044    0.0000 |
  897.975     0     0     0.0      0  27983 |   15 13816    0.0671    0.0045    0.0000 |
  898.950     0     0     0.0      0  27983 |   15 13831    0.0664    0.0044    0.0000 |
  899.925     0     0     0.0      0  27983 |   15 13846    0.0668    0.0045    0.0000 |
  900.900     0     0     0.0      0  27983 |   15 13861    0.0668    0.0045    0.0000 |
  901.875     0     0     0.0      0  27983 |   15 13876    0.0687    0.0046    0.0000 |
  902.850     0     0     0.0      0  27983 |   15 13891    0.0666    0.0044    0.0000 |
  903.825     0     0     0.0      0  27983 |   15 13906    0.0667    0.0044    0.0000 |
  904.800     0     0     0.0      0  27983 |   15 13921    0.0668    0.0045    0.0000 |
  905.775     0     0     0.0      0  27983 |   15 13936    0.0665    0.0044    0.0000 |
  906.750     0     0     0.0      0  27983 |   15 13951    0.0667    0.0044    0.0000 |
  907.725     0     0     0.0      0  27983 |   15 13966    0.0664    0.0044    0.0000 |
  908.700     0     0     0.0      0  27983 |   15 13981    0.0668    0.0045    0.0000 |
  909.675     0     0     0.0      0  27983 |   15 13996    0.0665    0.0044    0.0000 |
  910.650     0     0     0.0      0  27983 |   15 14011    0.0667    0.0044    0.0000 |
  911.625     0     0     0.0      0  27983 |   15 14026    0.0670    0.0045    0.0000 |
  912.600     0     0     0.0      0  27983 |   15 14041    0.0681    0.0045    0.0000 |
  913.575     0     0     0.0      0  27983 |   15 14056    0.0669    0.0045    0.0000 |
  914.550     0     0     0.0      0  27983 |   15 14071    0.0666    0.0044    0.0000 |
  915.525     0     0     0.0      0  27983 |   15 14086    0.0665    0.0044    0.0000 |
  916.500     0     0     0.0      0  27983 |   15 14101    0.0668    0.0045    0.0000 |
  917.475     0     0     0.0      0  27983 |   15 14116    0.0665    0.0044    0.0000 |
  918.450     0     0     0.0      0  27983 |   15 14131    0.0665    0.0044    0.0000 |
  919.425     0     0     0.0      0  27983 |   15 14146    0.0668    0.0045    0.0000 |
  920.400     0     0     0.0      0  27983 |   15 14161    0.0681    0.0045    0.0000 |
  921.375     0     0     0.0      0  27983 |   15 14176    0.0673    0.0045    0.0000 |
  922.350     0     0     0.0      0  27983 |   15 14191    0.0673    0.0045    0.0000 |
  923.325     0     0     0.0      0  27983 |   15 14206    0.0667    0.0044    0.0000 |
  924.300     0     0     0.0      0  27983 |   15 14221    0.0667    0.0044    0.0000 |
  925.275     0     0     0.0      0  27983 |   15 14236    0.0664    0.0044    0.0000 |
  926.250     0     0     0.0      0  27983 |   15 14251    0.0666    0.0044    0.0000 |
  927.225     0     0     0.0      0  27983 |   15 14266    0.0666    0.0044    0.0000 |
  928.200     0     0     0.0      0  27983 |   15 14281    0.0665    0.0044    0.0000 |
  929.175     0     0     0.0      0  27983 |   15 14296    0.0669    0.0045    0.0000 |
  930.150     0     0     0.0      0  27983 |   15 14311    0.0665    0.0044    0.0000 |
  931.125     0     0     0.0      0  27983 |   15 14326    0.0667    0.0044    0.0000 |
  932.100     0     0     0.0      0  27983 |   15 14341    0.0671    0.0045    0.0000 |
  933.075     0     0     0.0      0  27983 |   15 14356    0.0666    0.0044    0.0000 |
  934.050     0     0     0.0      0  27983 |   15 14371    0.0665    0.0044    0.0000 |
  935.025     0     0     0.0      0  27983 |   15 14386    0.0667    0.0044    0.0000 |
  936.000     0     0     0.0      0  27983 |   15 14401    0.0664    0.0044    0.0000 |
  936.975     0     0     0.0      0  27983 |   15 14416    0.0666    0.0044    0.0000 |
  937.950     0     0     0.0      0  27983 |   15 14431    0.0667    0.0044    0.0000 |
  938.925     0     0     0.0      0  27983 |   15 14446    0.0667    0.0044    0.0000 |
  939.900     0     0     0.0      0  27983 |   15 14461    0.0668    0.0045    0.0000 |
  940.875     0     0     0.0      0  27983 |   15 14476    0.0667    0.0044    0.0000 |
  941.850     0     0     0.0      0  27983 |   15 14491    0.0664    0.0044    0.0000 |
  942.825     0     0     0.0      0  27983 |   15 14506    0.0665    0.0044    0.0000 |
  943.800     0     0     0.0      0  27983 |   15 14521    0.0688    0.0046    0.0000 |
  944.775     0     0     0.0      0  27983 |   15 14536    0.0666    0.0044    0.0000 |
  945.750     0     0     0.0      0  27983 |   15 14551    0.0666    0.0044    0.0000 |
  946.725     0     0     0.0      0  27983 |   15 14566    0.0668    0.0045    0.0000 |
  947.700     0     0     0.0      0  27983 |   15 14581    0.0664    0.0044    0.0000 |
  948.675     0     0     0.0      0  27983 |   15 14596    0.0695    0.0046    0.0000 |
  949.650     0     0     0.0      0  27983 |   15 14611    0.0670    0.0045    0.0000 |
  950.625     0     0     0.0      0  27983 |   15 14626    0.0667    0.0044    0.0000 |
  951.600     0     0     0.0      0  27983 |   15 14641    0.0666    0.0044    0.0000 |
  952.575     0     0     0.0      0  27983 |   15 14656    0.0666    0.0044    0.0000 |
  953.550     0     0     0.0      0  27983 |   15 14671    0.0665    0.0044    0.0000 |
  954.525     0     0     0.0      0  27983 |   15 14686    0.0668    0.0045    0.0000 |
  955.500     0     0     0.0      0  27983 |   15 14701    0.0672    0.0045    0.0000 |
  956.475     0     0     0.0      0  27983 |   15 14716    0.0673    0.0045    0.0000 |
  957.450     0     0     0.0      0  27983 |   15 14731    0.0667    0.0044    0.0000 |
  958.425     0     0     0.0      0  27983 |   15 14746    0.0666    0.0044    0.0000 |
  959.400     0     0     0.0      0  27983 |   15 14761    0.0667    0.0044    0.0000 |
  960.375     0     0     0.0      0  27983 |   15 14776    0.0666    0.0044    0.0000 |
  961.350     0     0     0.0      0  27983 |   15 14791    0.0665    0.0044    0.0000 |
  962.325     0     0     0.0      0  27983 |   15 14806    0.0664    0.0044    0.0000 |
  963.300     0     0     0.0      0  27983 |   15 14821    0.0666    0.0044    0.0000 |
  964.275     0     0     0.0      0  27983 |   15 14836    0.0665    0.0044    0.0000 |
  965.250     0     0     0.0      0  27983 |   15 14851    0.0675    0.0045    0.0000 |
  966.225     0     0     0.0      0  27983 |   15 14866    0.0676    0.0045    0.0000 |
  967.200     0     0     0.0      0  27983 |   15 14881    0.0665    0.0044    0.0000 |
  968.175     0     0     0.0      0  27983 |   15 14896    0.0664    0.0044    0.0000 |
  969.150     0     0     0.0      0  27983 |   15 14911    0.0667    0.0044    0.0000 |
  970.125     0     0     0.0      0  27983 |   15 14926    0.0665    0.0044    0.0000 |
  971.100     0     0     0.0      0  27983 |   15 14941    0.0664    0.0044    0.0000 |
  972.075     0     0     0.0      0  27983 |   15 14956    0.0665    0.0044    0.0000 |
