          ----- ----- | --------- --------- |
            cls ttcls |      time  tot time |
  565.500    15  8701 |    0.0159    9.8413 |
  566.475    15  8716 |    0.0159    9.8572 |
  567.450    15  8731 |    0.0160    9.8732 |
  568.425    15  8746 |    0.0160    9.8892 |
  569.400    15  8761 |    0.0159    9.9051 |
  570.375    15  8776 |    0.0160    9.9211 |
  571.350    15  8791 |    0.0160    9.9370 |
  572.325    15  8806 |    0.0159    9.9530 |
  573.300    15  8821 |    0.0160    9.9690 |
  574.275    15  8836 |    0.0159    9.9849 |
  575.250    15  8851 |    0.0161   10.0009 |
  576.225    15  8866 |    0.0160   10.0170 |
  577.200    15  8881 |    0.0160   10.0330 |
  578.175    15  8896 |    0.0161   10.0491 |
  579.150    15  8911 |    0.0160   10.0652 |
  580.125    15  8926 |    0.0160   10.0811 |
  581.100    15  8941 |    0.0161   10.0972 |
  582.075    15  8956 |    0.0161   10.1133 |
  583.050    15  8971 |    0.0159   10.1293 |
  584.025    15  8986 |    0.0160   10.1452 |
  585.000    15  9001 |    0.0159   10.1611 |
  585.975    15  9016 |    0.0162   10.1773 |
  586.950    15  9031 |    0.0159   10.1932 |
  587.925    15  9046 |    0.0161   10.2093 |
  588.900    15  9061 |    0.0160   10.2253 |
  589.875    15  9076 |    0.0160   10.2412 |
  590.850    15  9091 |    0.0159   10.2571 |
  591.825    15  9106 |    0.0159   10.2731 |
  592.800    15  9121 |    0.0159   10.2890 |
  593.775    15  9136 |    0.0159   10.3049 |
  594.750    15  9151 |    0.0165   10.3214 |
  595.725    15  9166 |    0.0160   10.3374 |
  596.700    15  9181 |    0.0160   10.3533 |
  597.675    15  9196 |    0.0159   10.3693 |
  598.650    15  9211 |    0.0160   10.3852 |
  599.625    15  9226 |    0.0160   10.4012 |
  600.600    15  9241 |    0.0159   10.4171 |
  601.575    15  9256 |    0.0159   10.4330 |
  602.550    15  9271 |    0.0159   10.4490 |
  603.525    15  9286 |    0.0160   10.4649 |
  604.500    15  9301 |    0.0160   10.4810 |
  605.475    15  9316 |    0.0160   10.4970 |
  606.450    15  9331 |    0.0162   10.5131 |
  607.425    15  9346 |    0.0162   10.5293 |
  608.400    15  9361 |    0.0161   10.5455 |
  609.375    15  9376 |    0.0165   10.5620 |
  610.350    15  9391 |    0.0165   10.5785 |
  611.325    15  9406 |    0.0164   10.5949 |
  612.300    15  9421 |    0.0161   10.6110 |
  613.275    15  9436 |    0.0161   10.6271 |
  614.250    15  9451 |    0.0162   10.6433 |
  615.225    15  9466 |    0.0160   10.6592 |
  616.200    15  9481 |    0.0164   10.6756 |
  617.175    15  9496 |    0.0164   10.6920 |
  618.150    15  9511 |    0.0161   10.7081 |
  619.125    15  9526 |    0.0160   10.7240 |
  620.100    15  9541 |    0.0160   10.7400 |
  621.075    15  9556 |    0.0160   10.7560 |
  622.050    15  9571 |    0.0161   10.7721 |
  623.025    15  9586 |    0.0160   10.7881 |
  624.000    15  9601 |    0.0160   10.8041 |
  624.975    15  9616 |    0.0159   10.8199 |
  625.950    15  9631 |    0.0159   10.8358 |
  626.925    15  9646 |    0.0162   10.8521 |
  627.900    15  9661 |    0.0159   10.8680 |
  628.875    15  9676 |    0.0160   10.8840 |
  629.850    15  9691 |    0.0160   10.9000 |
  630.825    15  9706 |    0.0160   10.9160 |
  631.800    15  9721 |    0.0159   10.9319 |
  632.775    15  9736 |    0.0159   10.9478 |
  633.750    15  9751 |    0.0162   10.9640 |
  634.725    15  9766 |    0.0159   10.9799 |
  635.700    15  9781 |    0.0159   10.9959 |
  636.675    15  9796 |    0.0162   11.0121 |
  637.650    15  9811 |    0.0159   11.0280 |
  638.625    15  9826 |    0.0160   11.0439 |
  639.600    15  9841 |    0.0165   11.0604 |
  640.575    15  9856 |    0.0160   11.0765 |
  641.550    15  9871 |    0.0161   11.0925 |
  642.525    15  9886 |    0.0160   11.1086 |
  643.500    15  9901 |    0.0159   11.1244 |
  644.475    15  9916 |    0.0160   11.1404 |
  645.450    15  9931 |    0.0160   11.1564 |
  646.425    15  9946 |    0.0160   11.1724 |
  647.400    15  9961 |    0.0160   11.1884 |
  648.375    15  9976 |    0.0159   11.2043 |
  649.350    15  9991 |    0.0160   11.2203 |
  650.325    15 10006 |    0.0159   11.2362 |
  651.300    15 10021 |    0.0160   11.2522 |
  652.275    15 10036 |    0.0162   11.2684 |
  653.250    15 10051 |    0.0160   11.2843 |
  654.225    15 10066 |    0.0160   11.3003 |
  655.200    15 10081 |    0.0159   11.3163 |
  656.175    15 10096 |    0.0159   11.3322 |
  657.150    15 10111 |    0.0161   11.3482 |
  658.125    15 10126 |    0.0160   11.3643 |
  659.100    15 10141 |    0.0160   11.3803 |
  660.075    15 10156 |    0.0160   11.3963 |
  661.050    15 10171 |    0.0159   11.4122 |
  662.025    15 10186 |    0.0159   11.4281 |
  663.000    15 10201 |    0.0160   11.4441 |
  663.975    15 10216 |    0.0160   11.4602 |
  664.950    15 10231 |    0.0159   11.4761 |
  665.925    15 10246 |    0.0159   11.4921 |
  666.900    15 10261 |    0.0160   11.5080 |
  667.875    15 10276 |    0.0160   11.5240 |
  668.850    15 10291 |    0.0161   11.5401 |
  669.825    15 10306 |    0.0162   11.5563 |
  670.800    15 10321 |    0.0161   11.5724 |
  671.775    15 10336 |    0.0159   11.5883 |
  672.750    15 10351 |    0.0159   11.6042 |
  673.725    15 10366 |    0.0160   11.6202 |
  674.700    15 10381 |    0.0161   11.6363 |
  675.675    15 10396 |    0.0160   11.6522 |
  676.650    15 10411 |    0.0160   11.6682 |
  677.625    15 10426 |    0.0159   11.6841 |
  678.600    15 10441 |    0.0160   11.7001 |
  679.575    15 10456 |    0.0159   11.7160 |
  680.550    15 10471 |    0.0162   11.7322 |
  681.525    15 10486 |    0.0159   11.7481 |
  682.500    15 10501 |    0.0172   11.7653 |
  683.475    15 10516 |    0.0160   11.7813 |
  684.450    15 10531 |    0.0159   11.7972 |
  685.425    15 10546 |    0.0160   11.8132 |
  686.400    15 10561 |    0.0159   11.8291 |
  687.375    15 10576 |    0.0161   11.8451 |
  688.350    15 10591 |    0.0164   11.8615 |
  689.325    15 10606 |    0.0160   11.8775 |
  690.300    15 10621 |    0.0162   11.8937 |
  691.275    15 10636 |    0.0159   11.9096 |
  692.250    15 10651 |    0.0161   11.9257 |
  693.225    15 10666 |    0.0160   11.9417 |
  694.200    15 10681 |    0.0159   11.9576 |
  695.175    15 10696 |    0.0160   11.9736 |
  696.150    15 10711 |    0.0160   11.9896 |
  697.125    15 10726 |    0.0160   12.0056 |
  698.100    15 10741 |    0.0163   12.0219 |
  699.075    15 10756 |    0.0159   12.0378 |
  700.050    15 10771 |    0.0160   12.0538 |
  701.025    15 10786 |    0.0160   12.0698 |
  702.000    15 10801 |    0.0160   12.0858 |
  702.975    15 10816 |    0.0161   12.1019 |
  703.950    15 10831 |    0.0160   12.1179 |
  704.925    15 10846 |    0.0159   12.1337 |
  705.900    15 10861 |    0.0160   12.1497 |
  706.875    15 10876 |    0.0161   12.1658 |
  707.850    15 10891 |    0.0158   12.1817 |
  708.825    15 10906 |    0.0159   12.1976 |
  709.800    15 10921 |    0.0160   12.2136 |
  710.775    15 10936 |    0.0159   12.2294 |
  711.750    15 10951 |    0.0159   12.2454 |
  712.725    15 10966 |    0.0159   12.2613 |
  713.700    15 10981 |    0.0159   12.2772 |
  714.675    15 10996 |    0.0160   12.2932 |
  715.650    15 11011 |    0.0161   12.3093 |
  716.625    15 11026 |    0.0160   12.3253 |
  717.600    15 11041 |    0.0165   12.3418 |
  718.575    15 11056 |    0.0160   12.3578 |
  719.550    15 11071 |    0.0158   12.3736 |
  720.525    15 11086 |    0.0159   12.3895 |
  721.500    15 11101 |    0.0161   12.4056 |
  722.475    15 11116 |    0.0163   12.4220 |
  723.450    15 11131 |    0.0163   12.4382 |
  724.425    15 11146 |    0.0160   12.4543 |
  725.400    15 11161 |    0.0160   12.4702 |
  726.375    15 11176 |    0.0161   12.4863 |
  727.350    15 11191 |    0.0162   12.5025 |
  728.325    15 11206 |    0.0159   12.5185 |
  729.300    15 11221 |    0.0160   12.5345 |
  730.275    15 11236 |    0.0160   12.5505 |
  731.250    15 11251 |    0.0160   12.5665 |
  732.225    15 11266 |    0.0159   12.5824 |
  733.200    15 11281 |    0.0161   12.5985 |
  734.175    15 11296 |    0.0161   12.6146 |
  735.150    15 11311 |    0.0160   12.6306 |
  736.125    15 11326 |    0.0159   12.6466 |
  737.100    15 11341 |    0.0161   12.6626 |
  738.075    15 11356 |    0.0159   12.6786 |
  739.050    15 11371 |    0.0159   12.6945 |
  740.025    15 11386 |    0.0160   12.7105 |
  741.000    15 11401 |    0.0159   12.7264 |
  741.975    15 11416 |    0.0162   12.7426 |
  742.950    15 11431 |    0.0161   12.7587 |
  743.925    15 11446 |    0.0160   12.7747 |
  744.900    15 11461 |    0.0160   12.7907 |
  745.875    15 11476 |    0.0159   12.8066 |
  746.850    15 11491 |    0.0160   12.8226 |
  747.825    15 11506 |    0.0160   12.8385 |
  748.800    15 11521 |    0.0159   12.8544 |
  749.775    15 11536 |    0.0160   12.8704 |
  750.750    15 11551 |    0.0159   12.8863 |
  751.725    15 11566 |    0.0160   12.9023 |
  752.700    15 11581 |    0.0159   12.9182 |
  753.675    15 11596 |    0.0159   12.9341 |
  754.650    15 11611 |    0.0159   12.9500 |
  755.625    15 11626 |    0.0160   12.9661 |
  756.600    15 11641 |    0.0160   12.9821 |
  757.575    15 11656 |    0.0161   12.9982 |
  758.550    15 11671 |    0.0159   13.0140 |
  759.525    15 11686 |    0.0162   13.0302 |
  760.500    15 11701 |    0.0160   13.0462 |
  761.475    15 11716 |    0.0160   13.0622 |
  762.450    15 11731 |    0.0161   13.0783 |
  763.425    15 11746 |    0.0164   13.0947 |
  764.400    15 11761 |    0.0160   13.1107 |
  765.375    15 11776 |    0.0160   13.1267 |
  766.350    15 11791 |    0.0159   13.1427 |
  767.325    15 11806 |    0.0159   13.1586 |
  768.300    15 11821 |    0.0163   13.1749 |
  769.275    15 11836 |    0.0162   13.1911 |
  770.250    15 11851 |    0.0161   13.2072 |
  771.225    15 11866 |    0.0160   13.2232 |
  772.200    15 11881 |    0.0159   13.2391 |
  773.175    15 11896 |    0.0160   13.2550 |
  774.150    15 11911 |    0.0160   13.2711 |
  775.125    15 11926 |    0.0159   13.2870 |
  776.100    15 11941 |    0.0159   13.3029 |
  777.075    15 11956 |    0.0161   13.3190 |
  778.050    15 11971 |    0.0159   13.3349 |
  779.025    15 11986 |    0.0160   13.3508 |
  780.000    15 12001 |    0.0160   13.3668 |
  780.975    15 12016 |    0.0160   13.3828 |
  781.950    15 12031 |    0.0163   13.3991 |
  782.925    15 12046 |    0.0166   13.4157 |
  783.900    15 12061 |    0.0159   13.4316 |
  784.875    15 12076 |    0.0159   13.4475 |
  785.850    15 12091 |    0.0162   13.4638 |
  786.825    15 12106 |    0.0159   13.4796 |
  787.800    15 12121 |    0.0160   13.4957 |
  788.775    15 12136 |    0.0160   13.5116 |
  789.750    15 12151 |    0.0160   13.5276 |
  790.725    15 12166 |    0.0161   13.5437 |
  791.700    15 12181 |    0.0162   13.5599 |
  792.675    15 12196 |    0.0161   13.5760 |
  793.650    15 12211 |    0.0159   13.5919 |
  794.625    15 12226 |    0.0159   13.6079 |
  795.600    15 12241 |    0.0162   13.6240 |
  796.575    15 12256 |    0.0168   13.6408 |
  797.550    15 12271 |    0.0159   13.6567 |
  798.525    15 12286 |    0.0159   13.6727 |
  799.500    15 12301 |    0.0160   13.6887 |
  800.475    15 12316 |    0.0161   13.7047 |
  801.450    15 12331 |    0.0160   13.7207 |
  802.425    15 12346 |    0.0160   13.7368 |
  803.400    15 12361 |    0.0161   13.7528 |
  804.375    15 12376 |    0.0159   13.7687 |
  805.350    15 12391 |    0.0162   13.7849 |
  806.325    15 12406 |    0.0159   13.8008 |
  807.300    15 12421 |    0.0160   13.8167 |
  808.275    15 12436 |    0.0159   13.8327 |
  809.250    15 12451 |    0.0160   13.8487 |
  810.225    15 12466 |    0.0167   13.8654 |
  811.200    15 12481 |    0.0160   13.8814 |
  812.175    15 12496 |    0.0159   13.8973 |
  813.150    15 12511 |    0.0160   13.9133 |
  814.125    15 12526 |    0.0163   13.9297 |
  815.100    15 12541 |    0.0159   13.9455 |
  816.075    15 12556 |    0.0160   13.9615 |
  817.050    15 12571 |    0.0159   13.9774 |
  818.025    15 12586 |    0.0161   13.9935 |
  819.000    15 12601 |    0.0161   14.0096 |
  819.975    15 12616 |    0.0161   14.0256 |
  820.950    15 12631 |    0.0160   14.0417 |
  821.925    15 12646 |    0.0159   14.0576 |
  822.900    15 12661 |    0.0159   14.0735 |
  823.875    15 12676 |    0.0160   14.0895 |
  824.850    15 12691 |    0.0161   14.1056 |
  825.825    15 12706 |    0.0159   14.1215 |
  826.800    15 12721 |    0.0161   14.1377 |
  827.775    15 12736 |    0.0160   14.1537 |
  828.750    15 12751 |    0.0159   14.1696 |
  829.725    15 12766 |    0.0160   14.1855 |
  830.700    15 12781 |    0.0159   14.2015 |
  831.675    15 12796 |    0.0159   14.2174 |
  832.650    15 12811 |    0.0159   14.2333 |
  833.625    15 12826 |    0.0162   14.2495 |
  834.600    15 12841 |    0.0161   14.2656 |
  835.575    15 12856 |    0.0161   14.2817 |
  836.550    15 12871 |    0.0159   14.2976 |
  837.525    15 12886 |    0.0160   14.3136 |
  838.500    15 12901 |    0.0159   14.3295 |
  839.475    15 12916 |    0.0160   14.3455 |
  840.450    15 12931 |    0.0159   14.3614 |
  841.425    15 12946 |    0.0160   14.3774 |
  842.400    15 12961 |    0.0160   14.3934 |
  843.375    15 12976 |    0.0159   14.4093 |
  844.350    15 12991 |    0.0160   14.4253 |
  845.325    15 13006 |    0.0159   14.4412 |
  846.300    15 13021 |    0.0159   14.4572 |
  847.275    15 13036 |    0.0160   14.4732 |
  848.250    15 13051 |    0.0159   14.4891 |
  849.225    15 13066 |    0.0160   14.5051 |
  850.200    15 13081 |    0.0160   14.5211 |
  851.175    15 13096 |    0.0160   14.5370 |
  852.150    15 13111 |    0.0160   14.5530 |
  853.125    15 13126 |    0.0161   14.5691 |
  854.100    15 13141 |    0.0159   14.5850 |
  855.075    15 13156 |    0.0161   14.6011 |
  856.050    15 13171 |    0.0163   14.6174 |
  857.025    15 13186 |    0.0162   14.6336 |
  858.000    15 13201 |    0.0162   14.6499 |
  858.975    15 13216 |    0.0159   14.6657 |
  859.950    15 13231 |    0.0159   14.6817 |
  860.925    15 13246 |    0.0160   14.6977 |
  861.900    15 13261 |    0.0160   14.7137 |
  862.875    15 13276 |    0.0161   14.7298 |
  863.850    15 13291 |    0.0159   14.7457 |
  864.825    15 13306 |    0.0171   14.7628 |
  865.800    15 13321 |    0.0160   14.7788 |
  866.775    15 13336 |    0.0161   14.7949 |
  867.750    15 13351 |    0.0162   14.8111 |
  868.725    15 13366 |    0.0160   14.8271 |
  869.700    15 13381 |    0.0160   14.8431 |
  870.675    15 13396 |    0.0159   14.8590 |
  871.650    15 13411 |    0.0160   14.8750 |
  872.625    15 13426 |    0.0160   14.8910 |
  873.600    15 13441 |    0.0166   14.9075 |
  874.575    15 13456 |    0.0161   14.9236 |
  875.550    15 13471 |    0.0159   14.9396 |
  876.525    15 13486 |    0.0159   14.9555 |
  877.500    15 13501 |    0.0161   14.9716 |
  878.475    15 13516 |    0.0160   14.9876 |
  879.450    15 13531 |    0.0159   15.0035 |
  880.425    15 13546 |    0.0159   15.0194 |
  881.400    15 13561 |    0.0160   15.0354 |
  882.375    15 13576 |    0.0160   15.0514 |
  883.350    15 13591 |    0.0160   15.0674 |
  884.325    15 13606 |    0.0159   15.0833 |
  885.300    15 13621 |    0.0160   15.0993 |
  886.275    15 13636 |    0.0160   15.1152 |
  887.250    15 13651 |    0.0160   15.1313 |
  888.225    15 13666 |    0.0160   15.1473 |
  889.200    15 13681 |    0.0160   15.1633 |
  890.175    15 13696 |    0.0161   15.1793 |
  891.150    15 13711 |    0.0159   15.1953 |
  892.125    15 13726 |    0.0160   15.2112 |
  893.100    15 13741 |    0.0161   15.2273 |
  894.075    15 13756 |    0.0159   15.2432 |
  895.050    15 13771 |    0.0160   15.2592 |
  896.025    15 13786 |    0.0162   15.2754 |
  897.000    15 13801 |    0.0159   15.2913 |
  897.975    15 13816 |    0.0160   15.3073 |
  898.950    15 13831 |    0.0159   15.3233 |
  899.925    15 13846 |    0.0159   15.3392 |
  900.900    15 13861 |    0.0159   15.3551 |
  901.875    15 13876 |    0.0164   15.3715 |
  902.850    15 13891 |    0.0159   15.3875 |
  903.825    15 13906 |    0.0160   15.4035 |
  904.800    15 13921 |    0.0160   15.4195 |
  905.775    15 13936 |    0.0159   15.4354 |
  906.750    15 13951 |    0.0160   15.4514 |
  907.725    15 13966 |    0.0159   15.4673 |
  908.700    15 13981 |    0.0159   15.4832 |
  909.675    15 13996 |    0.0160   15.4992 |
  910.650    15 14011 |    0.0160   15.5152 |
  911.625    15 14026 |    0.0161   15.5313 |
  912.600    15 14041 |    0.0163   15.5476 |
  913.575    15 14056 |    0.0160   15.5637 |
  914.550    15 14071 |    0.0159   15.5796 |
  915.525    15 14086 |    0.0160   15.5955 |
  916.500    15 14101 |    0.0161   15.6116 |
  917.475    15 14116 |    0.0160   15.6276 |
  918.450    15 14131 |    0.0159   15.6435 |
  919.425    15 14146 |    0.0159   15.6594 |
  920.400    15 14161 |    0.0164   15.6758 |
  921.375    15 14176 |    0.0161   15.6918 |
  922.350    15 14191 |    0.0162   15.7080 |
  923.325    15 14206 |    0.0159   15.7239 |
  924.300    15 14221 |    0.0161   15.7400 |
  925.275    15 14236 |    0.0160   15.7561 |
  926.250    15 14251 |    0.0159   15.7720 |
  927.225    15 14266 |    0.0160   15.7880 |
  928.200    15 14281 |    0.0159   15.8039 |
  929.175    15 14296 |    0.0160   15.8199 |
  930.150    15 14311 |    0.0159   15.8359 |
  931.125    15 14326 |    0.0160   15.8519 |
  932.100    15 14341 |    0.0161   15.8680 |
  933.075    15 14356 |    0.0159   15.8839 |
  934.050    15 14371 |    0.0159   15.8998 |
  935.025    15 14386 |    0.0159   15.9157 |
  936.000    15 14401 |    0.0159   15.9316 |
  936.975    15 14416 |    0.0159   15.9475 |
  937.950    15 14431 |    0.0159   15.9635 |
  938.925    15 14446 |    0.0161   15.9795 |
  939.900    15 14461 |    0.0159   15.9955 |
  940.875    15 14476 |    0.0161   16.0116 |
  941.850    15 14491 |    0.0159   16.0275 |
  942.825    15 14506 |    0.0159   16.0434 |
  943.800    15 14521 |    0.0166   16.0599 |
  944.775    15 14536 |    0.0160   16.0759 |
  945.750    15 14551 |    0.0160   16.0919 |
  946.725    15 14566 |    0.0160   16.1080 |
  947.700    15 14581 |    0.0159   16.1238 |
  948.675    15 14596 |    0.0163   16.1402 |
  949.650    15 14611 |    0.0161   16.1562 |
  950.625    15 14626 |    0.0159   16.1722 |
  951.600    15 14641 |    0.0160   16.1882 |
  952.575    15 14656 |    0.0159   16.2041 |
  953.550    15 14671 |    0.0159   16.2200 |
  954.525    15 14686 |    0.0159   16.2359 |
  955.500    15 14701 |    0.0161   16.2520 |
  956.475    15 14716 |    0.0164   16.2684 |
  957.450    15 14731 |    0.0161   16.2845 |
  958.425    15 14746 |    0.0160   16.3004 |
  959.400    15 14761 |    0.0159   16.3164 |
  960.375    15 14776 |    0.0160   16.3324 |
  961.350    15 14791 |    0.0159   16.3483 |
  962.325    15 14806 |    0.0159   16.3642 |
  963.300    15 14821 |    0.0159   16.3801 |
  964.275    15 14836 |    0.0160   16.3961 |
  965.250    15 14851 |    0.0160   16.4122 |
  966.225    15 14866 |    0.0163   16.4285 |
  967.200    15 14881 |    0.0161   16.4445 |
  968.175    15 14896 |    0.0160   16.4605 |
  969.150    15 14911 |    0.0160   16.4765 |
  970.125    15 14926 |    0.0159   16.4925 |
  971.100    15 14941 |    0.0160   16.5085 |
  972.075    15 14956 |    0.0159   16.5243 |
  973.050    15 14971 |    0.0159   16.5402 |
  974.025    15 14986 |    0.0159   16.5561 |
  975.000    15 15001 |    0.0161   16.5722 |
  975.975    15 15016 |    0.0160   16.5882 |
  976.950    15 15031 |    0.0159   16.6041 |
  977.925    15 15046 |    0.0160   16.6201 |
  978.900    15 15061 |    0.0161   16.6362 |
  979.875    15 15076 |    0.0159   16.6521 |
  980.850    15 15091 |    0.0159   16.6680 |
  981.825    15 15106 |    0.0159   16.6840 |
  982.800    15 15121 |    0.0161   16.7000 |
  983.775    15 15136 |    0.0162   16.7162 |
  984.750    15 15151 |    0.0162   16.7325 |
  985.725    15 15166 |    0.0160   16.7485 |
  986.700    15 15181 |    0.0160   16.7645 |
  987.675    15 15196 |    0.0162   16.7807 |
  988.650    15 15211 |    0.0161   16.7967 |
  989.625    15 15226 |    0.0160   16.8127 |
  990.600    15 15241 |    0.0164   16.8291 |
  991.575    15 15256 |    0.0170   16.8461 |
  992.550    15 15271 |    0.0166   16.8627 |
  993.525    15 15286 |    0.0166   16.8793 |
  994.500    15 15301 |    0.0166   16.8959 |
  995.475    15 15316 |    0.0164   16.9124 |
  996.450    15 15331 |    0.0163   16.9287 |
  997.425    15 15346 |    0.0162   16.9449 |
  998.400    15 15361 |    0.0165   16.9614 |
  999.375    15 15376 |    0.0163   16.9777 |
