          ----- ----- -------  -----  ----- | ---- ----- --------- --------- --------- |
  652.275     4     4     4.0     60  28068 |   15 10036    0.2933    0.0196    0.0049 |
  653.250     4     4     4.0     60  28128 |   15 10051    0.2947    0.0196    0.0049 |
  654.225     4     4     4.0     60  28188 |   15 10066    0.2933    0.0196    0.0049 |
  655.200     4     4     4.0     60  28248 |   15 10081    0.2936    0.0196    0.0049 |
  656.175     4     4     4.0     60  28308 |   15 10096    0.2932    0.0195    0.0049 |
  657.150     4     4     4.0     60  28368 |   15 10111    0.2941    0.0196    0.0049 |
  658.125     4     4     4.0     60  28428 |   15 10126    0.2935    0.0196    0.0049 |
  659.100     4     4     4.0     60  28488 |   15 10141    0.2932    0.0195    0.0049 |
  660.075     4     4     4.0     60  28548 |   15 10156    0.2938    0.0196    0.0049 |
  661.050     4     4     4.0     60  28608 |   15 10171    0.2938    0.0196    0.0049 |
  662.025     4     4     4.0     60  28668 |   15 10186    0.2935    0.0196    0.0049 |
  663.000     4     4     4.0     60  28728 |   15 10201    0.2936    0.0196    0.0049 |
  663.975     4     4     4.0     60  28788 |   15 10216    0.2933    0.0196    0.0049 |
  664.950     4     4     4.0     60  28848 |   15 10231    0.2934    0.0196    0.0049 |
  665.925     4     4     4.0     60  28908 |   15 10246    0.2938    0.0196    0.0049 |
  666.900     4     4     4.0     60  28968 |   15 10261    0.2934    0.0196    0.0049 |
  667.875     4     4     4.0     60  29028 |   15 10276    0.2935    0.0196    0.0049 |
  668.850     4     4     4.0     60  29088 |   15 10291    0.2943    0.0196    0.0049 |
  669.825     4     4     4.0     60  29148 |   15 10306    0.2934    0.0196    0.0049 |
  670.800     4     4     4.0     60  29208 |   15 10321    0.2935    0.0196    0.0049 |
  671.775     4     4     4.0     60  29268 |   15 10336    0.2962    0.0197    0.0049 |
  672.750     4     4     4.0     60  29328 |   15 10351    0.2976    0.0198    0.0050 |
  673.725     4     4     4.0     60  29388 |   15 10366    0.2979    0.0199    0.0050 |
  674.700     4     4     4.0     60  29448 |   15 10381    0.2973    0.0198    0.0050 |
  675.675     4     4     4.0     60  29508 |   15 10396    0.3003    0.0200    0.0050 |
  676.650     4     4     4.0     60  29568 |   15 10411    0.2996    0.0200    0.0050 |
  677.625     4     4     4.0     60  29628 |   15 10426    0.3009    0.0201    0.0050 |
  678.600     4     4     4.0     60  29688 |   15 10441    0.2979    0.0199    0.0050 |
  679.575     4     4     4.0     60  29748 |   15 10456    0.2975    0.0198    0.0050 |
  680.550     4     4     4.0     60  29808 |   15 10471    0.3021    0.0201    0.0050 |
  681.525     4     4     4.0     60  29868 |   15 10486    0.3029    0.0202    0.0050 |
  682.500     4     4     4.0     60  29928 |   15 10501    0.2993    0.0200    0.0050 |
  683.475     4     4     4.0     60  29988 |   15 10516    0.2975    0.0198    0.0050 |
  684.450     4     4     4.0     60  30048 |   15 10531    0.2960    0.0197    0.0049 |
  685.425     4     4     4.0     60  30108 |   15 10546    0.2988    0.0199    0.0050 |
  686.400     4     4     4.0     60  30168 |   15 10561    0.2985    0.0199    0.0050 |
  687.375     4     4     4.0     60  30228 |   15 10576    0.2974    0.0198    0.0050 |
  688.350     4     4     4.0     60  30288 |   15 10591    0.2988    0.0199    0.0050 |
  689.325     4     4     4.0     60  30348 |   15 10606    0.2967    0.0198    0.0049 |
  690.300     4     4     4.0     60  30408 |   15 10621    0.2973    0.0198    0.0050 |
  691.275     4     4     4.0     60  30468 |   15 10636    0.2973    0.0198    0.0050 |
  692.250     4     4     4.0     60  30528 |   15 10651    0.3045    0.0203    0.0051 |
  693.225     4     4     4.0     60  30588 |   15 10666    0.2965    0.0198    0.0049 |
  694.200     4     4     4.0     60  30648 |   15 10681    0.2969    0.0198    0.0049 |
  695.175     4     4     4.0     60  30708 |   15 10696    0.2932    0.0195    0.0049 |
  696.150     4     4     4.0     60  30768 |   15 10711    0.2935    0.0196    0.0049 |
  697.125     4     4     4.0     60  30828 |   15 10726    0.2928    0.0195    0.0049 |
  698.100     4     4     4.0     60  30888 |   15 10741    0.2937    0.0196    0.0049 |
  699.075     4     4     4.0     60  30948 |   15 10756    0.2942    0.0196    0.0049 |
  700.050     4     4     4.0     60  31008 |   15 10771    0.2942    0.0196    0.0049 |
  701.025     4     4     4.0     60  31068 |   15 10786    0.2974    0.0198    0.0050 |
  702.000     4     4     4.0     60  31128 |   15 10801    0.2982    0.0199    0.0050 |
  702.975     4     4     4.0     60  31188 |   15 10816    0.2958    0.0197    0.0049 |
  703.950     4     4     4.0     60  31248 |   15 10831    0.2984    0.0199    0.0050 |
  704.925     4     4     4.0     60  31308 |   15 10846    0.2939    0.0196    0.0049 |
  705.900     4     4     4.0     60  31368 |   15 10861    0.2932    0.0195    0.0049 |
  706.875     4     4     4.0     60  31428 |   15 10876    0.2947    0.0196    0.0049 |
  707.850     4     4     4.0     60  31488 |   15 10891    0.2936    0.0196    0.0049 |
  708.825     4     4     4.0     60  31548 |   15 10906    0.2935    0.0196    0.0049 |
  709.800     4     4     4.0     60  31608 |   15 10921    0.2931    0.0195    0.0049 |
  710.775     4     4     4.0     60  31668 |   15 10936    0.2934    0.0196    0.0049 |
  711.750     4     4     4.0     60  31728 |   15 10951    0.2930    0.0195    0.0049 |
  712.725     4     4     4.0     60  31788 |   15 10966    0.2938    0.0196    0.0049 |
  713.700     4     4     4.0     60  31848 |   15 10981    0.2937    0.0196    0.0049 |
  714.675     4     4     4.0     60  31908 |   15 10996    0.2931    0.0195    0.0049 |
  715.650     4     4     4.0     60  31968 |   15 11011    0.2938    0.0196    0.0049 |
  716.625     4     4     4.0     60  32028 |   15 11026    0.2934    0.0196    0.0049 |
  717.600     4     4     4.0     60  32088 |   15 11041    0.2937    0.0196    0.0049 |
  718.575     4     4     4.0     60  32148 |   15 11056    0.2932    0.0195    0.0049 |
  719.550     4     4     4.0     60  32208 |   15 11071    0.2942    0.0196    0.0049 |
  720.525     4     4     4.0     60  32268 |   15 11086    0.2937    0.0196    0.0049 |
  721.500     4     4     4.0     60  32328 |   15 11101    0.2943    0.0196    0.0049 |
  722.475     4     4     4.0     60  32388 |   15 11116    0.2937    0.0196    0.0049 |
  723.450     4     4     4.0     60  32448 |   15 11131    0.2936    0.0196    0.0049 |
  724.425     4     4     4.0     60  32508 |   15 11146    0.2950    0.0197    0.0049 |
  725.400     4     4     4.0     60  32568 |   15 11161    0.2935    0.0196    0.0049 |
  726.375     4     4     4.0     60  32628 |   15 11176    0.2943    0.0196    0.0049 |
  727.350     4     4     4.0     60  32688 |   15 11191    0.2938    0.0196    0.0049 |
  728.325     4     4     4.0     60  32748 |   15 11206    0.2936    0.0196    0.0049 |
  729.300     4     4     4.0     60  32808 |   15 11221    0.2933    0.0196    0.0049 |
  730.275     4     4     4.0     60  32868 |   15 11236    0.2940    0.0196    0.0049 |
  731.250     4     4     4.0     60  32928 |   15 11251    0.2942    0.0196    0.0049 |
  732.225     4     4     4.0     60  32988 |   15 11266    0.2934    0.0196    0.0049 |
  733.200     4     4     4.0     60  33048 |   15 11281    0.2940    0.0196    0.0049 |
  734.175     4     4     4.0     60  33108 |   15 11296    0.2937    0.0196    0.0049 |
  735.150     4     4     4.0     60  33168 |   15 11311    0.2939    0.0196    0.0049 |
  736.125     4     4     4.0     60  33228 |   15 11326    0.2951    0.0197    0.0049 |
  737.100     4     4     4.0     60  33288 |   15 11341    0.2936    0.0196    0.0049 |
  738.075     4     4     4.0     60  33348 |   15 11356    0.2937    0.0196    0.0049 |
  739.050     4     4     4.0     60  33408 |   15 11371    0.2935    0.0196    0.0049 |
  740.025     4     4     4.0     60  33468 |   15 11386    0.2943    0.0196    0.0049 |
  741.000     4     4     4.0     60  33528 |   15 11401    0.2936    0.0196    0.0049 |
  741.975     4     4     4.0     60  33588 |   15 11416    0.2932    0.0195    0.0049 |
  742.950     4     4     4.0     60  33648 |   15 11431    0.2930    0.0195    0.0049 |
  743.925     4     4     4.0     60  33708 |   15 11446    0.2933    0.0196    0.0049 |
  744.900     4     4     4.0     60  33768 |   15 11461    0.2939    0.0196    0.0049 |
  745.875     4     4     4.0     60  33828 |   15 11476    0.2937    0.0196    0.0049 |
  746.850     4     4     4.0     60  33888 |   15 11491    0.2939    0.0196    0.0049 |
  747.825     4     4     4.0     60  33948 |   15 11506    0.2933    0.0196    0.0049 |
  748.800     4     4     4.0     60  34008 |   15 11521    0.2937    0.0196    0.0049 |
  749.775     4     4     4.0     60  34068 |   15 11536    0.2933    0.0196    0.0049 |
  750.750     4     4     4.0     60  34128 |   15 11551    0.2938    0.0196    0.0049 |
  751.725     4     4     4.0     60  34188 |   15 11566    0.2939    0.0196    0.0049 |
  752.700     4     4     4.0     60  34248 |   15 11581    0.2930    0.0195    0.0049 |
  753.675     4     4     4.0     60  34308 |   15 11596    0.2930    0.0195    0.0049 |
  754.650     4     4     4.0     60  34368 |   15 11611    0.2936    0.0196    0.0049 |
  755.625     4     4     4.0     60  34428 |   15 11626    0.2935    0.0196    0.0049 |
  756.600     4     4     4.0     60  34488 |   15 11641    0.2932    0.0195    0.0049 |
  757.575     4     4     4.0     60  34548 |   15 11656    0.2937    0.0196    0.0049 |
  758.550     4     4     4.0     60  34608 |   15 11671    0.2929    0.0195    0.0049 |
  759.525     4     4     4.0     60  34668 |   15 11686    0.2929    0.0195    0.0049 |
  760.500     4     4     4.0     60  34728 |   15 11701    0.2940    0.0196    0.0049 |
  761.475     4     4     4.0     60  34788 |   15 11716    0.2935    0.0196    0.0049 |
  762.450     4     4     4.0     60  34848 |   15 11731    0.2928    0.0195    0.0049 |
  763.425     4     4     4.0     60  34908 |   15 11746    0.2932    0.0195    0.0049 |
  764.400     4     4     4.0     60  34968 |   15 11761    0.2954    0.0197    0.0049 |
  765.375     4     4     4.0     60  35028 |   15 11776    0.2929    0.0195    0.0049 |
  766.350     4     4     4.0     60  35088 |   15 11791    0.2931    0.0195    0.0049 |
  767.325     4     4     4.0     60  35148 |   15 11806    0.2941    0.0196    0.0049 |
  768.300     4     4     4.0     60  35208 |   15 11821    0.2939    0.0196    0.0049 |
  769.275     4     4     4.0     60  35268 |   15 11836    0.2932    0.0195    0.0049 |
  770.250     4     4     4.0     60  35328 |   15 11851    0.2935    0.0196    0.0049 |
  771.225     4     4     4.0     60  35388 |   15 11866    0.2934    0.0196    0.0049 |
  772.200     4     4     4.0     60  35448 |   15 11881    0.2937    0.0196    0.0049 |
  773.175     4     4     4.0     60  35508 |   15 11896    0.2931    0.0195    0.0049 |
  774.150     4     4     4.0     60  35568 |   15 11911    0.2936    0.0196    0.0049 |
  775.125     3     4     3.1     46  35614 |   15 11926    0.2421    0.0161    0.0053 |
  776.100     3     3     3.0     45  35659 |   15 11941    0.2380    0.0159    0.0053 |
  777.075     3     3     3.0     45  35704 |   15 11956    0.2375    0.0158    0.0053 |
  778.050     3     3     3.0     45  35749 |   15 11971    0.2381    0.0159    0.0053 |
  779.025     3     3     3.0     45  35794 |   15 11986    0.2376    0.0158    0.0053 |
  780.000     3     3     3.0     45  35839 |   15 12001    0.2378    0.0159    0.0053 |
  780.975     3     3     3.0     45  35884 |   15 12016    0.2379    0.0159    0.0053 |
  781.950     3     3     3.0     45  35929 |   15 12031    0.2374    0.0158    0.0053 |
  782.925     3     3     3.0     45  35974 |   15 12046    0.2376    0.0158    0.0053 |
  783.900     3     3     3.0     45  36019 |   15 12061    0.2382    0.0159    0.0053 |
  784.875     3     3     3.0     45  36064 |   15 12076    0.2376    0.0158    0.0053 |
  785.850     3     3     3.0     45  36109 |   15 12091    0.2378    0.0159    0.0053 |
  786.825     3     3     3.0     45  36154 |   15 12106    0.2376    0.0158    0.0053 |
  787.800     3     3     3.0     45  36199 |   15 12121    0.2375    0.0158    0.0053 |
  788.775     3     3     3.0     45  36244 |   15 12136    0.2375    0.0158    0.0053 |
  789.750     3     3     3.0     45  36289 |   15 12151    0.2378    0.0159    0.0053 |
  790.725     3     3     3.0     45  36334 |   15 12166    0.2373    0.0158    0.0053 |
  791.700     3     3     3.0     45  36379 |   15 12181    0.2376    0.0158    0.0053 |
  792.675     3     3     3.0     45  36424 |   15 12196    0.2374    0.0158    0.0053 |
  793.650     3     3     3.0     45  36469 |   15 12211    0.2376    0.0158    0.0053 |
  794.625     3     3     3.0     45  36514 |   15 12226    0.2392    0.0159    0.0053 |
  795.600     3     3     3.0     45  36559 |   15 12241    0.2373    0.0158    0.0053 |
  796.575     3     3     3.0     45  36604 |   15 12256    0.2388    0.0159    0.0053 |
  797.550     2     3     2.8     42  36646 |   15 12271    0.2313    0.0154    0.0055 |
  798.525     2     2     2.0     30  36676 |   15 12286    0.1851    0.0123    0.0062 |
  799.500     2     2     2.0     30  36706 |   15 12301    0.1866    0.0124    0.0062 |
  800.475     2     2     2.0     30  36736 |   15 12316    0.1913    0.0128    0.0064 |
  801.450     2     2     2.0     30  36766 |   15 12331    0.1864    0.0124    0.0062 |
  802.425     2     2     2.0     30  36796 |   15 12346    0.1857    0.0124    0.0062 |
  803.400     2     2     2.0     30  36826 |   15 12361    0.1848    0.0123    0.0062 |
  804.375     2     2     2.0     30  36856 |   15 12376    0.1839    0.0123    0.0061 |
  805.350     2     2     2.0     30  36886 |   15 12391    0.1855    0.0124    0.0062 |
  806.325     2     2     2.0     30  36916 |   15 12406    0.1850    0.0123    0.0062 |
  807.300     2     2     2.0     30  36946 |   15 12421    0.1831    0.0122    0.0061 |
  808.275     2     2     2.0     30  36976 |   15 12436    0.1828    0.0122    0.0061 |
  809.250     2     2     2.0     30  37006 |   15 12451    0.1835    0.0122    0.0061 |
  810.225     2     2     2.0     30  37036 |   15 12466    0.1831    0.0122    0.0061 |
  811.200     2     2     2.0     30  37066 |   15 12481    0.1842    0.0123    0.0061 |
  812.175     2     2     2.0     30  37096 |   15 12496    0.1839    0.0123    0.0061 |
  813.150     2     2     2.0     30  37126 |   15 12511    0.1846    0.0123    0.0062 |
  814.125     2     2     2.0     30  37156 |   15 12526    0.1857    0.0124    0.0062 |
  815.100     2     2     2.0     30  37186 |   15 12541    0.1846    0.0123    0.0062 |
  816.075     2     2     2.0     30  37216 |   15 12556    0.1858    0.0124    0.0062 |
  817.050     2     2     2.0     30  37246 |   15 12571    0.1890    0.0126    0.0063 |
  818.025     2     2     2.0     30  37276 |   15 12586    0.1847    0.0123    0.0062 |
  819.000     2     2     2.0     30  37306 |   15 12601    0.1857    0.0124    0.0062 |
  819.975     2     2     2.0     30  37336 |   15 12616    0.1861    0.0124    0.0062 |
  820.950     2     2     2.0     30  37366 |   15 12631    0.1875    0.0125    0.0063 |
  821.925     2     2     2.0     30  37396 |   15 12646    0.1828    0.0122    0.0061 |
  822.900     2     2     2.0     30  37426 |   15 12661    0.1830    0.0122    0.0061 |
  823.875     2     2     2.0     30  37456 |   15 12676    0.1857    0.0124    0.0062 |
  824.850     2     2     2.0     30  37486 |   15 12691    0.1859    0.0124    0.0062 |
  825.825     2     2     2.0     30  37516 |   15 12706    0.1849    0.0123    0.0062 |
  826.800     2     2     2.0     30  37546 |   15 12721    0.1855    0.0124    0.0062 |
  827.775     2     2     2.0     30  37576 |   15 12736    0.1849    0.0123    0.0062 |
  828.750     2     2     2.0     30  37606 |   15 12751    0.1849    0.0123    0.0062 |
  829.725     2     2     2.0     30  37636 |   15 12766    0.1850    0.0123    0.0062 |
  830.700     2     2     2.0     30  37666 |   15 12781    0.1831    0.0122    0.0061 |
  831.675     1     2     1.2     18  37684 |   15 12796    0.1393    0.0093    0.0077 |
  832.650     1     1     1.0     15  37699 |   15 12811    0.1277    0.0085    0.0085 |
  833.625     1     1     1.0     15  37714 |   15 12826    0.1271    0.0085    0.0085 |
  834.600     1     1     1.0     15  37729 |   15 12841    0.1269    0.0085    0.0085 |
  835.575     1     1     1.0     15  37744 |   15 12856    0.1275    0.0085    0.0085 |
  836.550     1     1     1.0     15  37759 |   15 12871    0.1271    0.0085    0.0085 |
  837.525     1     1     1.0     15  37774 |   15 12886    0.1271    0.0085    0.0085 |
  838.500     1     1     1.0     15  37789 |   15 12901    0.1268    0.0085    0.0085 |
  839.475     1     1     1.0     15  37804 |   15 12916    0.1277    0.0085    0.0085 |
  840.450     1     1     1.0     15  37819 |   15 12931    0.1268    0.0085    0.0085 |
  841.425     1     1     1.0     15  37834 |   15 12946    0.1265    0.0084    0.0084 |
  842.400     1     1     1.0     15  37849 |   15 12961    0.1270    0.0085    0.0085 |
  843.375     1     1     1.0     15  37864 |   15 12976    0.1266    0.0084    0.0084 |
  844.350     1     1     1.0     15  37879 |   15 12991    0.1264    0.0084    0.0084 |
  845.325     1     1     1.0     15  37894 |   15 13006    0.1271    0.0085    0.0085 |
  846.300     1     1     1.0     15  37909 |   15 13021    0.1262    0.0084    0.0084 |
  847.275     1     1     1.0     15  37924 |   15 13036    0.1273    0.0085    0.0085 |
  848.250     1     1     1.0     15  37939 |   15 13051    0.1263    0.0084    0.0084 |
  849.225     1     1     1.0     15  37954 |   15 13066    0.1286    0.0086    0.0086 |
  850.200     1     1     1.0     15  37969 |   15 13081    0.1276    0.0085    0.0085 |
  851.175     1     1     1.0     15  37984 |   15 13096    0.1275    0.0085    0.0085 |
  852.150     1     1     1.0     15  37999 |   15 13111    0.1275    0.0085    0.0085 |
  853.125     1     1     1.0     15  38014 |   15 13126    0.1273    0.0085    0.0085 |
  854.100     1     1     1.0     15  38029 |   15 13141    0.1266    0.0084    0.0084 |
  855.075     1     1     1.0     15  38044 |   15 13156    0.1269    0.0085    0.0085 |
  856.050     1     1     1.0     15  38059 |   15 13171    0.1276    0.0085    0.0085 |
  857.025     1     1     1.0     15  38074 |   15 13186    0.1274    0.0085    0.0085 |
  858.000     1     1     1.0     15  38089 |   15 13201    0.1273    0.0085    0.0085 |
  858.975     1     1     1.0     15  38104 |   15 13216    0.1282    0.0085    0.0085 |
  859.950     1     1     1.0     15  38119 |   15 13231    0.1281    0.0085    0.0085 |
  860.925     1     1     1.0     15  38134 |   15 13246    0.1270    0.0085    0.0085 |
  861.900     1     1     1.0     15  38149 |   15 13261    0.1358    0.0091    0.0091 |
  862.875     1     1     1.0     15  38164 |   15 13276    0.1277    0.0085    0.0085 |
  863.850     1     1     1.0     15  38179 |   15 13291    0.1294    0.0086    0.0086 |
  864.825     1     1     1.0     15  38194 |   15 13306    0.1283    0.0086    0.0086 |
  865.800     1     1     1.0     15  38209 |   15 13321    0.1283    0.0086    0.0086 |
  866.775     1     1     1.0     15  38224 |   15 13336    0.1281    0.0085    0.0085 |
  867.750     1     1     1.0     15  38239 |   15 13351    0.1287    0.0086    0.0086 |
  868.725     1     1     1.0     15  38254 |   15 13366    0.1293    0.0086    0.0086 |
  869.700     1     1     1.0     15  38269 |   15 13381    0.1341    0.0089    0.0089 |
  870.675     1     1     1.0     15  38284 |   15 13396    0.1286    0.0086    0.0086 |
  871.650     1     1     1.0     15  38299 |   15 13411    0.1298    0.0087    0.0087 |
  872.625     1     1     1.0     15  38314 |   15 13426    0.1296    0.0086    0.0086 |
  873.600     1     1     1.0     15  38329 |   15 13441    0.1282    0.0085    0.0085 |
  874.575     1     1     1.0     15  38344 |   15 13456    0.1272    0.0085    0.0085 |
  875.550     1     1     1.0     15  38359 |   15 13471    0.1267    0.0084    0.0084 |
  876.525     1     1     1.0     15  38374 |   15 13486    0.1289    0.0086    0.0086 |
  877.500     1     1     1.0     15  38389 |   15 13501    0.1342    0.0089    0.0089 |
  878.475     1     1     1.0     15  38404 |   15 13516    0.1272    0.0085    0.0085 |
  879.450     1     1     1.0     15  38419 |   15 13531    0.1269    0.0085    0.0085 |
  880.425     1     1     1.0     15  38434 |   15 13546    0.1267    0.0084    0.0084 |
  881.400     1     1     1.0     15  38449 |   15 13561    0.1284    0.0086    0.0086 |
  882.375     1     1     1.0     15  38464 |   15 13576    0.1279    0.0085    0.0085 |
  883.350     1     1     1.0     15  38479 |   15 13591    0.1279    0.0085    0.0085 |
  884.325     1     1     1.0     15  38494 |   15 13606    0.1275    0.0085    0.0085 |
  885.300     1     1     1.0     15  38509 |   15 13621    0.1269    0.0085    0.0085 |
  886.275     1     1     1.0     15  38524 |   15 13636    0.1272    0.0085    0.0085 |
  887.250     0     1     0.9     13  38537 |   15 13651    0.1196    0.0080    0.0092 |
  888.225     0     0     0.0      0  38537 |   15 13666    0.0722    0.0048    0.0000 |
  889.200     0     0     0.0      0  38537 |   15 13681    0.0719    0.0048    0.0000 |
  890.175     0     0     0.0      0  38537 |   15 13696    0.0719    0.0048    0.0000 |
  891.150     0     0     0.0      0  38537 |   15 13711    0.0719    0.0048    0.0000 |
  892.125     0     0     0.0      0  38537 |   15 13726    0.0718    0.0048    0.0000 |
  893.100     0     0     0.0      0  38537 |   15 13741    0.0725    0.0048    0.0000 |
  894.075     0     0     0.0      0  38537 |   15 13756    0.0721    0.0048    0.0000 |
  895.050     0     0     0.0      0  38537 |   15 13771    0.0722    0.0048    0.0000 |
  896.025     0     0     0.0      0  38537 |   15 13786    0.0721    0.0048    0.0000 |
  897.000     0     0     0.0      0  38537 |   15 13801    0.0722    0.0048    0.0000 |
  897.975     0     0     0.0      0  38537 |   15 13816    0.0718    0.0048    0.0000 |
  898.950     0     0     0.0      0  38537 |   15 13831    0.0724    0.0048    0.0000 |
  899.925     0     0     0.0      0  38537 |   15 13846    0.0724    0.0048    0.0000 |
  900.900     0     0     0.0      0  38537 |   15 13861    0.0721    0.0048    0.0000 |
  901.875     0     0     0.0      0  38537 |   15 13876    0.0723    0.0048    0.0000 |
  902.850     0     0     0.0      0  38537 |   15 13891    0.0724    0.0048    0.0000 |
  903.825     0     0     0.0      0  38537 |   15 13906    0.0719    0.0048    0.0000 |
  904.800     0     0     0.0      0  38537 |   15 13921    0.0717    0.0048    0.0000 |
  905.775     0     0     0.0      0  38537 |   15 13936    0.0723    0.0048    0.0000 |
  906.750     0     0     0.0      0  38537 |   15 13951    0.0725    0.0048    0.0000 |
  907.725     0     0     0.0      0  38537 |   15 13966    0.0720    0.0048    0.0000 |
  908.700     0     0     0.0      0  38537 |   15 13981    0.0725    0.0048    0.0000 |
  909.675     0     0     0.0      0  38537 |   15 13996    0.0717    0.0048    0.0000 |
  910.650     0     0     0.0      0  38537 |   15 14011    0.0721    0.0048    0.0000 |
  911.625     0     0     0.0      0  38537 |   15 14026    0.0723    0.0048    0.0000 |
  912.600     0     0     0.0      0  38537 |   15 14041    0.0723    0.0048    0.0000 |
  913.575     0     0     0.0      0  38537 |   15 14056    0.0721    0.0048    0.0000 |
  914.550     0     0     0.0      0  38537 |   15 14071    0.0722    0.0048    0.0000 |
  915.525     0     0     0.0      0  38537 |   15 14086    0.0721    0.0048    0.0000 |
  916.500     0     0     0.0      0  38537 |   15 14101    0.0724    0.0048    0.0000 |
  917.475     0     0     0.0      0  38537 |   15 14116    0.0717    0.0048    0.0000 |
  918.450     0     0     0.0      0  38537 |   15 14131    0.0723    0.0048    0.0000 |
  919.425     0     0     0.0      0  38537 |   15 14146    0.0724    0.0048    0.0000 |
  920.400     0     0     0.0      0  38537 |   15 14161    0.0720    0.0048    0.0000 |
  921.375     0     0     0.0      0  38537 |   15 14176    0.0719    0.0048    0.0000 |
  922.350     0     0     0.0      0  38537 |   15 14191    0.0723    0.0048    0.0000 |
  923.325     0     0     0.0      0  38537 |   15 14206    0.0720    0.0048    0.0000 |
  924.300     0     0     0.0      0  38537 |   15 14221    0.0721    0.0048    0.0000 |
  925.275     0     0     0.0      0  38537 |   15 14236    0.0727    0.0048    0.0000 |
  926.250     0     0     0.0      0  38537 |   15 14251    0.0724    0.0048    0.0000 |
  927.225     0     0     0.0      0  38537 |   15 14266    0.0723    0.0048    0.0000 |
  928.200     0     0     0.0      0  38537 |   15 14281    0.0722    0.0048    0.0000 |
  929.175     0     0     0.0      0  38537 |   15 14296    0.0723    0.0048    0.0000 |
  930.150     0     0     0.0      0  38537 |   15 14311    0.0719    0.0048    0.0000 |
  931.125     0     0     0.0      0  38537 |   15 14326    0.0726    0.0048    0.0000 |
  932.100     0     0     0.0      0  38537 |   15 14341    0.0721    0.0048    0.0000 |
  933.075     0     0     0.0      0  38537 |   15 14356    0.0721    0.0048    0.0000 |
  934.050     0     0     0.0      0  38537 |   15 14371    0.0722    0.0048    0.0000 |
  935.025     0     0     0.0      0  38537 |   15 14386    0.0725    0.0048    0.0000 |
  936.000     0     0     0.0      0  38537 |   15 14401    0.0720    0.0048    0.0000 |
  936.975     0     0     0.0      0  38537 |   15 14416    0.0723    0.0048    0.0000 |
  937.950     0     0     0.0      0  38537 |   15 14431    0.0725    0.0048    0.0000 |
  938.925     0     0     0.0      0  38537 |   15 14446    0.0721    0.0048    0.0000 |
  939.900     0     0     0.0      0  38537 |   15 14461    0.0725    0.0048    0.0000 |
  940.875     0     0     0.0      0  38537 |   15 14476    0.0725    0.0048    0.0000 |
  941.850     0     0     0.0      0  38537 |   15 14491    0.0720    0.0048    0.0000 |
  942.825     0     0     0.0      0  38537 |   15 14506    0.0722    0.0048    0.0000 |
  943.800     0     0     0.0      0  38537 |   15 14521    0.0725    0.0048    0.0000 |
  944.775     0     0     0.0      0  38537 |   15 14536    0.0721    0.0048    0.0000 |
  945.750     0     0     0.0      0  38537 |   15 14551    0.0722    0.0048    0.0000 |
  946.725     0     0     0.0      0  38537 |   15 14566    0.0724    0.0048    0.0000 |
  947.700     0     0     0.0      0  38537 |   15 14581    0.0726    0.0048    0.0000 |
  948.675     0     0     0.0      0  38537 |   15 14596    0.0729    0.0049    0.0000 |
  949.650     0     0     0.0      0  38537 |   15 14611    0.0735    0.0049    0.0000 |
  950.625     0     0     0.0      0  38537 |   15 14626    0.0735    0.0049    0.0000 |
  951.600     0     0     0.0      0  38537 |   15 14641    0.0731    0.0049    0.0000 |
  952.575     0     0     0.0      0  38537 |   15 14656    0.0730    0.0049    0.0000 |
  953.550     0     0     0.0      0  38537 |   15 14671    0.0737    0.0049    0.0000 |
  954.525     0     0     0.0      0  38537 |   15 14686    0.0734    0.0049    0.0000 |
  955.500     0     0     0.0      0  38537 |   15 14701    0.0731    0.0049    0.0000 |
  956.475     0     0     0.0      0  38537 |   15 14716    0.0723    0.0048    0.0000 |
  957.450     0     0     0.0      0  38537 |   15 14731    0.0731    0.0049    0.0000 |
  958.425     0     0     0.0      0  38537 |   15 14746    0.0725    0.0048    0.0000 |
  959.400     0     0     0.0      0  38537 |   15 14761    0.0725    0.0048    0.0000 |
  960.375     0     0     0.0      0  38537 |   15 14776    0.0719    0.0048    0.0000 |
  961.350     0     0     0.0      0  38537 |   15 14791    0.0726    0.0048    0.0000 |
  962.325     0     0     0.0      0  38537 |   15 14806    0.0723    0.0048    0.0000 |
  963.300     0     0     0.0      0  38537 |   15 14821    0.0730    0.0049    0.0000 |
  964.275     0     0     0.0      0  38537 |   15 14836    0.0730    0.0049    0.0000 |
  965.250     0     0     0.0      0  38537 |   15 14851    0.0728    0.0049    0.0000 |
  966.225     0     0     0.0      0  38537 |   15 14866    0.0725    0.0048    0.0000 |
  967.200     0     0     0.0      0  38537 |   15 14881    0.0735    0.0049    0.0000 |
  968.175     0     0     0.0      0  38537 |   15 14896    0.0737    0.0049    0.0000 |
  969.150     0     0     0.0      0  38537 |   15 14911    0.0726    0.0048    0.0000 |
  970.125     0     0     0.0      0  38537 |   15 14926    0.0731    0.0049    0.0000 |
  971.100     0     0     0.0      0  38537 |   15 14941    0.0730    0.0049    0.0000 |
  972.075     0     0     0.0      0  38537 |   15 14956    0.0726    0.0048    0.0000 |
  973.050     0     0     0.0      0  38537 |   15 14971    0.0724    0.0048    0.0000 |
  974.025     0     0     0.0      0  38537 |   15 14986    0.0725    0.0048    0.0000 |
  975.000     0     0     0.0      0  38537 |   15 15001    0.0732    0.0049    0.0000 |
