          ----- ----- | --------- --------- |
            cls ttcls |      time  tot time |
  563.550    15  8671 |    0.0213   14.3356 |
  564.525    15  8686 |    0.0213   14.3569 |
  565.500    15  8701 |    0.0214   14.3782 |
  566.475    15  8716 |    0.0213   14.3995 |
  567.450    15  8731 |    0.0213   14.4209 |
  568.425    15  8746 |    0.0214   14.4422 |
  569.400    15  8761 |    0.0215   14.4637 |
  570.375    15  8776 |    0.0214   14.4851 |
  571.350    15  8791 |    0.0213   14.5064 |
  572.325    15  8806 |    0.0213   14.5277 |
  573.300    15  8821 |    0.0213   14.5490 |
  574.275    15  8836 |    0.0213   14.5704 |
  575.250    15  8851 |    0.0215   14.5918 |
  576.225    15  8866 |    0.0213   14.6131 |
  577.200    15  8881 |    0.0213   14.6344 |
  578.175    15  8896 |    0.0214   14.6558 |
  579.150    15  8911 |    0.0213   14.6771 |
  580.125    15  8926 |    0.0215   14.6986 |
  581.100    15  8941 |    0.0213   14.7199 |
  582.075    15  8956 |    0.0213   14.7412 |
  583.050    15  8971 |    0.0213   14.7625 |
  584.025    15  8986 |    0.0214   14.7840 |
  585.000    15  9001 |    0.0214   14.8053 |
  585.975    15  9016 |    0.0215   14.8269 |
  586.950    15  9031 |    0.0213   14.8482 |
  587.925    15  9046 |    0.0214   14.8696 |
  588.900    15  9061 |    0.0213   14.8909 |
  589.875    15  9076 |    0.0213   14.9122 |
  590.850    15  9091 |    0.0214   14.9336 |
  591.825    15  9106 |    0.0215   14.9551 |
  592.800    15  9121 |    0.0214   14.9764 |
  593.775    15  9136 |    0.0213   14.9978 |
  594.750    15  9151 |    0.0213   15.0191 |
  595.725    15  9166 |    0.0213   15.0404 |
  596.700    15  9181 |    0.0213   15.0617 |
  597.675    15  9196 |    0.0213   15.0830 |
  598.650    15  9211 |    0.0213   15.1044 |
  599.625    15  9226 |    0.0214   15.1257 |
  600.600    15  9241 |    0.0213   15.1470 |
  601.575    15  9256 |    0.0213   15.1683 |
  602.550    15  9271 |    0.0214   15.1897 |
  603.525    15  9286 |    0.0214   15.2110 |
  604.500    15  9301 |    0.0214   15.2324 |
  605.475    15  9316 |    0.0213   15.2537 |
  606.450    15  9331 |    0.0214   15.2752 |
  607.425    15  9346 |    0.0213   15.2965 |
  608.400    15  9361 |    0.0213   15.3178 |
  609.375    15  9376 |    0.0213   15.3391 |
  610.350    15  9391 |    0.0214   15.3604 |
  611.325    15  9406 |    0.0214   15.3818 |
  612.300    15  9421 |    0.0213   15.4031 |
  613.275    15  9436 |    0.0214   15.4245 |
  614.250    15  9451 |    0.0215   15.4460 |
  615.225    15  9466 |    0.0215   15.4675 |
  616.200    15  9481 |    0.0213   15.4888 |
  617.175    15  9496 |    0.0214   15.5102 |
  618.150    15  9511 |    0.0214   15.5315 |
  619.125    15  9526 |    0.0212   15.5528 |
  620.100    15  9541 |    0.0214   15.5742 |
  621.075    15  9556 |    0.0213   15.5955 |
  622.050    15  9571 |    0.0214   15.6169 |
  623.025    15  9586 |    0.0214   15.6383 |
  624.000    15  9601 |    0.0213   15.6596 |
  624.975    15  9616 |    0.0215   15.6811 |
  625.950    15  9631 |    0.0213   15.7024 |
  626.925    15  9646 |    0.0213   15.7237 |
  627.900    15  9661 |    0.0213   15.7450 |
  628.875    15  9676 |    0.0214   15.7664 |
  629.850    15  9691 |    0.0213   15.7878 |
  630.825    15  9706 |    0.0216   15.8093 |
  631.800    15  9721 |    0.0214   15.8307 |
  632.775    15  9736 |    0.0213   15.8520 |
  633.750    15  9751 |    0.0213   15.8733 |
  634.725    15  9766 |    0.0213   15.8946 |
  635.700    15  9781 |    0.0213   15.9160 |
  636.675    15  9796 |    0.0213   15.9373 |
  637.650    15  9811 |    0.0213   15.9586 |
  638.625    15  9826 |    0.0213   15.9799 |
  639.600    15  9841 |    0.0214   16.0013 |
  640.575    15  9856 |    0.0214   16.0227 |
  641.550    15  9871 |    0.0213   16.0440 |
  642.525    15  9886 |    0.0213   16.0653 |
  643.500    15  9901 |    0.0213   16.0867 |
  644.475    15  9916 |    0.0213   16.1080 |
  645.450    15  9931 |    0.0214   16.1294 |
  646.425    15  9946 |    0.0214   16.1508 |
  647.400    15  9961 |    0.0213   16.1721 |
  648.375    15  9976 |    0.0213   16.1934 |
  649.350    15  9991 |    0.0213   16.2148 |
  650.325    15 10006 |    0.0214   16.2361 |
  651.300    15 10021 |    0.0214   16.2576 |
  652.275    15 10036 |    0.0214   16.2789 |
  653.250    15 10051 |    0.0214   16.3003 |
  654.225    15 10066 |    0.0213   16.3217 |
  655.200    15 10081 |    0.0214   16.3430 |
  656.175    15 10096 |    0.0214   16.3644 |
  657.150    15 10111 |    0.0214   16.3857 |
  658.125    15 10126 |    0.0214   16.4071 |
  659.100    15 10141 |    0.0213   16.4285 |
  660.075    15 10156 |    0.0214   16.4499 |
  661.050    15 10171 |    0.0214   16.4713 |
  662.025    15 10186 |    0.0214   16.4927 |
  663.000    15 10201 |    0.0214   16.5141 |
  663.975    15 10216 |    0.0213   16.5354 |
  664.950    15 10231 |    0.0214   16.5568 |
  665.925    15 10246 |    0.0214   16.5782 |
  666.900    15 10261 |    0.0213   16.5995 |
  667.875    15 10276 |    0.0213   16.6208 |
  668.850    15 10291 |    0.0213   16.6422 |
  669.825    15 10306 |    0.0214   16.6635 |
  670.800    15 10321 |    0.0213   16.6849 |
  671.775    15 10336 |    0.0214   16.7063 |
  672.750    15 10351 |    0.0216   16.7280 |
  673.725    15 10366 |    0.0216   16.7495 |
  674.700    15 10381 |    0.0215   16.7711 |
  675.675    15 10396 |    0.0215   16.7926 |
  676.650    15 10411 |    0.0217   16.8143 |
  677.625    15 10426 |    0.0220   16.8363 |
  678.600    15 10441 |    0.0216   16.8579 |
  679.575    15 10456 |    0.0215   16.8794 |
  680.550    15 10471 |    0.0215   16.9009 |
  681.525    15 10486 |    0.0218   16.9227 |
  682.500    15 10501 |    0.0216   16.9443 |
  683.475    15 10516 |    0.0216   16.9659 |
  684.450    15 10531 |    0.0215   16.9874 |
  685.425    15 10546 |    0.0215   17.0089 |
  686.400    15 10561 |    0.0220   17.0309 |
  687.375    15 10576 |    0.0216   17.0525 |
  688.350    15 10591 |    0.0217   17.0742 |
  689.325    15 10606 |    0.0216   17.0958 |
  690.300    15 10621 |    0.0216   17.1173 |
  691.275    15 10636 |    0.0217   17.1391 |
  692.250    15 10651 |    0.0218   17.1609 |
  693.225    15 10666 |    0.0215   17.1823 |
  694.200    15 10681 |    0.0217   17.2040 |
  695.175    15 10696 |    0.0213   17.2253 |
  696.150    15 10711 |    0.0213   17.2466 |
  697.125    15 10726 |    0.0213   17.2679 |
  698.100    15 10741 |    0.0213   17.2892 |
  699.075    15 10756 |    0.0214   17.3106 |
  700.050    15 10771 |    0.0214   17.3320 |
  701.025    15 10786 |    0.0215   17.3535 |
  702.000    15 10801 |    0.0217   17.3752 |
  702.975    15 10816 |    0.0215   17.3967 |
  703.950    15 10831 |    0.0215   17.4182 |
  704.925    15 10846 |    0.0213   17.4395 |
  705.900    15 10861 |    0.0213   17.4609 |
  706.875    15 10876 |    0.0213   17.4822 |
  707.850    15 10891 |    0.0214   17.5036 |
  708.825    15 10906 |    0.0214   17.5250 |
  709.800    15 10921 |    0.0214   17.5464 |
  710.775    15 10936 |    0.0214   17.5678 |
  711.750    15 10951 |    0.0214   17.5892 |
  712.725    15 10966 |    0.0213   17.6105 |
  713.700    15 10981 |    0.0214   17.6319 |
  714.675    15 10996 |    0.0213   17.6532 |
  715.650    15 11011 |    0.0214   17.6746 |
  716.625    15 11026 |    0.0213   17.6959 |
  717.600    15 11041 |    0.0213   17.7172 |
  718.575    15 11056 |    0.0214   17.7386 |
  719.550    15 11071 |    0.0213   17.7600 |
  720.525    15 11086 |    0.0213   17.7812 |
  721.500    15 11101 |    0.0213   17.8025 |
  722.475    15 11116 |    0.0214   17.8240 |
  723.450    15 11131 |    0.0214   17.8454 |
  724.425    15 11146 |    0.0214   17.8668 |
  725.400    15 11161 |    0.0213   17.8882 |
  726.375    15 11176 |    0.0213   17.9095 |
  727.350    15 11191 |    0.0213   17.9308 |
  728.325    15 11206 |    0.0213   17.9521 |
  729.300    15 11221 |    0.0213   17.9735 |
  730.275    15 11236 |    0.0214   17.9949 |
  731.250    15 11251 |    0.0214   18.0163 |
  732.225    15 11266 |    0.0213   18.0376 |
  733.200    15 11281 |    0.0213   18.0589 |
  734.175    15 11296 |    0.0213   18.0802 |
  735.150    15 11311 |    0.0214   18.1016 |
  736.125    15 11326 |    0.0213   18.1229 |
  737.100    15 11341 |    0.0213   18.1442 |
  738.075    15 11356 |    0.0213   18.1655 |
  739.050    15 11371 |    0.0214   18.1869 |
  740.025    15 11386 |    0.0214   18.2082 |
  741.000    15 11401 |    0.0214   18.2296 |
  741.975    15 11416 |    0.0213   18.2509 |
  742.950    15 11431 |    0.0213   18.2723 |
  743.925    15 11446 |    0.0213   18.2936 |
  744.900    15 11461 |    0.0213   18.3149 |
  745.875    15 11476 |    0.0214   18.3362 |
  746.850    15 11491 |    0.0214   18.3576 |
  747.825    15 11506 |    0.0214   18.3791 |
  748.800    15 11521 |    0.0214   18.4005 |
  749.775    15 11536 |    0.0214   18.4219 |
  750.750    15 11551 |    0.0214   18.4432 |
  751.725    15 11566 |    0.0213   18.4645 |
  752.700    15 11581 |    0.0214   18.4859 |
  753.675    15 11596 |    0.0213   18.5072 |
  754.650    15 11611 |    0.0214   18.5285 |
  755.625    15 11626 |    0.0213   18.5498 |
  756.600    15 11641 |    0.0213   18.5711 |
  757.575    15 11656 |    0.0214   18.5925 |
  758.550    15 11671 |    0.0213   18.6138 |
  759.525    15 11686 |    0.0213   18.6351 |
  760.500    15 11701 |    0.0214   18.6565 |
  761.475    15 11716 |    0.0213   18.6778 |
  762.450    15 11731 |    0.0214   18.6992 |
  763.425    15 11746 |    0.0213   18.7205 |
  764.400    15 11761 |    0.0215   18.7420 |
  765.375    15 11776 |    0.0213   18.7633 |
  766.350    15 11791 |    0.0214   18.7847 |
  767.325    15 11806 |    0.0214   18.8061 |
  768.300    15 11821 |    0.0213   18.8274 |
  769.275    15 11836 |    0.0213   18.8487 |
  770.250    15 11851 |    0.0214   18.8701 |
  771.225    15 11866 |    0.0214   18.8915 |
  772.200    15 11881 |    0.0213   18.9128 |
  773.175    15 11896 |    0.0213   18.9341 |
  774.150    15 11911 |    0.0215   18.9555 |
  775.125    15 11926 |    0.0214   18.9769 |
  776.100    15 11941 |    0.0214   18.9983 |
  777.075    15 11956 |    0.0213   19.0196 |
  778.050    15 11971 |    0.0214   19.0411 |
  779.025    15 11986 |    0.0213   19.0624 |
  780.000    15 12001 |    0.0213   19.0837 |
  780.975    15 12016 |    0.0214   19.1051 |
  781.950    15 12031 |    0.0213   19.1263 |
  782.925    15 12046 |    0.0214   19.1478 |
  783.900    15 12061 |    0.0213   19.1691 |
  784.875    15 12076 |    0.0213   19.1904 |
  785.850    15 12091 |    0.0214   19.2118 |
  786.825    15 12106 |    0.0213   19.2331 |
  787.800    15 12121 |    0.0214   19.2545 |
  788.775    15 12136 |    0.0214   19.2759 |
  789.750    15 12151 |    0.0213   19.2972 |
  790.725    15 12166 |    0.0213   19.3185 |
  791.700    15 12181 |    0.0213   19.3398 |
  792.675    15 12196 |    0.0213   19.3611 |
  793.650    15 12211 |    0.0213   19.3824 |
  794.625    15 12226 |    0.0217   19.4041 |
  795.600    15 12241 |    0.0213   19.4254 |
  796.575    15 12256 |    0.0213   19.4467 |
  797.550    15 12271 |    0.0214   19.4681 |
  798.525    15 12286 |    0.0215   19.4896 |
  799.500    15 12301 |    0.0216   19.5112 |
  800.475    15 12316 |    0.0225   19.5337 |
  801.450    15 12331 |    0.0218   19.5555 |
  802.425    15 12346 |    0.0216   19.5771 |
  803.400    15 12361 |    0.0214   19.5985 |
  804.375    15 12376 |    0.0217   19.6202 |
  805.350    15 12391 |    0.0215   19.6417 |
  806.325    15 12406 |    0.0219   19.6636 |
  807.300    15 12421 |    0.0213   19.6849 |
  808.275    15 12436 |    0.0215   19.7064 |
  809.250    15 12451 |    0.0215   19.7279 |
  810.225    15 12466 |    0.0213   19.7492 |
  811.200    15 12481 |    0.0217   19.7709 |
  812.175    15 12496 |    0.0214   19.7922 |
  813.150    15 12511 |    0.0217   19.8139 |
  814.125    15 12526 |    0.0217   19.8356 |
  815.100    15 12541 |    0.0214   19.8570 |
  816.075    15 12556 |    0.0218   19.8789 |
  817.050    15 12571 |    0.0218   19.9007 |
  818.025    15 12586 |    0.0215   19.9222 |
  819.000    15 12601 |    0.0217   19.9439 |
  819.975    15 12616 |    0.0215   19.9653 |
  820.950    15 12631 |    0.0225   19.9878 |
  821.925    15 12646 |    0.0214   20.0092 |
  822.900    15 12661 |    0.0216   20.0308 |
  823.875    15 12676 |    0.0215   20.0523 |
  824.850    15 12691 |    0.0214   20.0738 |
  825.825    15 12706 |    0.0216   20.0954 |
  826.800    15 12721 |    0.0214   20.1168 |
  827.775    15 12736 |    0.0214   20.1382 |
  828.750    15 12751 |    0.0216   20.1598 |
  829.725    15 12766 |    0.0216   20.1814 |
  830.700    15 12781 |    0.0214   20.2029 |
  831.675    15 12796 |    0.0214   20.2242 |
  832.650    15 12811 |    0.0214   20.2457 |
  833.625    15 12826 |    0.0214   20.2670 |
  834.600    15 12841 |    0.0214   20.2884 |
  835.575    15 12856 |    0.0213   20.3098 |
  836.550    15 12871 |    0.0213   20.3310 |
  837.525    15 12886 |    0.0213   20.3524 |
  838.500    15 12901 |    0.0215   20.3739 |
  839.475    15 12916 |    0.0217   20.3957 |
  840.450    15 12931 |    0.0215   20.4171 |
  841.425    15 12946 |    0.0215   20.4387 |
  842.400    15 12961 |    0.0214   20.4601 |
  843.375    15 12976 |    0.0214   20.4814 |
  844.350    15 12991 |    0.0213   20.5027 |
  845.325    15 13006 |    0.0214   20.5242 |
  846.300    15 13021 |    0.0213   20.5455 |
  847.275    15 13036 |    0.0214   20.5669 |
  848.250    15 13051 |    0.0213   20.5883 |
  849.225    15 13066 |    0.0215   20.6098 |
  850.200    15 13081 |    0.0214   20.6312 |
  851.175    15 13096 |    0.0216   20.6528 |
  852.150    15 13111 |    0.0213   20.6741 |
  853.125    15 13126 |    0.0214   20.6955 |
  854.100    15 13141 |    0.0214   20.7169 |
  855.075    15 13156 |    0.0213   20.7382 |
  856.050    15 13171 |    0.0214   20.7596 |
  857.025    15 13186 |    0.0214   20.7811 |
  858.000    15 13201 |    0.0214   20.8024 |
  858.975    15 13216 |    0.0215   20.8239 |
  859.950    15 13231 |    0.0215   20.8455 |
  860.925    15 13246 |    0.0217   20.8672 |
  861.900    15 13261 |    0.0229   20.8900 |
  862.875    15 13276 |    0.0214   20.9114 |
  863.850    15 13291 |    0.0216   20.9330 |
  864.825    15 13306 |    0.0215   20.9545 |
  865.800    15 13321 |    0.0215   20.9760 |
  866.775    15 13336 |    0.0216   20.9976 |
  867.750    15 13351 |    0.0216   21.0192 |
  868.725    15 13366 |    0.0217   21.0409 |
  869.700    15 13381 |    0.0219   21.0628 |
  870.675    15 13396 |    0.0216   21.0844 |
  871.650    15 13411 |    0.0216   21.1060 |
  872.625    15 13426 |    0.0218   21.1278 |
  873.600    15 13441 |    0.0214   21.1492 |
  874.575    15 13456 |    0.0214   21.1707 |
  875.550    15 13471 |    0.0213   21.1920 |
  876.525    15 13486 |    0.0215   21.2134 |
  877.500    15 13501 |    0.0216   21.2351 |
  878.475    15 13516 |    0.0214   21.2564 |
  879.450    15 13531 |    0.0215   21.2779 |
  880.425    15 13546 |    0.0215   21.2994 |
  881.400    15 13561 |    0.0217   21.3211 |
  882.375    15 13576 |    0.0213   21.3424 |
  883.350    15 13591 |    0.0214   21.3638 |
  884.325    15 13606 |    0.0215   21.3853 |
  885.300    15 13621 |    0.0214   21.4066 |
  886.275    15 13636 |    0.0213   21.4279 |
  887.250    15 13651 |    0.0213   21.4493 |
  888.225    15 13666 |    0.0216   21.4708 |
  889.200    15 13681 |    0.0214   21.4923 |
  890.175    15 13696 |    0.0213   21.5136 |
  891.150    15 13711 |    0.0214   21.5350 |
  892.125    15 13726 |    0.0214   21.5563 |
  893.100    15 13741 |    0.0215   21.5778 |
  894.075    15 13756 |    0.0218   21.5996 |
  895.050    15 13771 |    0.0215   21.6210 |
  896.025    15 13786 |    0.0213   21.6424 |
  897.000    15 13801 |    0.0216   21.6639 |
  897.975    15 13816 |    0.0215   21.6855 |
  898.950    15 13831 |    0.0215   21.7070 |
  899.925    15 13846 |    0.0214   21.7283 |
  900.900    15 13861 |    0.0216   21.7499 |
  901.875    15 13876 |    0.0215   21.7714 |
  902.850    15 13891 |    0.0216   21.7931 |
  903.825    15 13906 |    0.0214   21.8145 |
  904.800    15 13921 |    0.0214   21.8359 |
  905.775    15 13936 |    0.0215   21.8574 |
  906.750    15 13951 |    0.0216   21.8790 |
  907.725    15 13966 |    0.0216   21.9006 |
  908.700    15 13981 |    0.0218   21.9224 |
  909.675    15 13996 |    0.0215   21.9438 |
  910.650    15 14011 |    0.0215   21.9654 |
  911.625    15 14026 |    0.0213   21.9867 |
  912.600    15 14041 |    0.0214   22.0081 |
  913.575    15 14056 |    0.0216   22.0297 |
  914.550    15 14071 |    0.0215   22.0512 |
  915.525    15 14086 |    0.0214   22.0726 |
  916.500    15 14101 |    0.0217   22.0943 |
  917.475    15 14116 |    0.0214   22.1156 |
  918.450    15 14131 |    0.0216   22.1372 |
  919.425    15 14146 |    0.0218   22.1590 |
  920.400    15 14161 |    0.0214   22.1804 |
  921.375    15 14176 |    0.0214   22.2018 |
  922.350    15 14191 |    0.0214   22.2232 |
  923.325    15 14206 |    0.0214   22.2446 |
  924.300    15 14221 |    0.0217   22.2663 |
  925.275    15 14236 |    0.0214   22.2876 |
  926.250    15 14251 |    0.0216   22.3092 |
  927.225    15 14266 |    0.0214   22.3306 |
  928.200    15 14281 |    0.0214   22.3520 |
  929.175    15 14296 |    0.0214   22.3734 |
  930.150    15 14311 |    0.0214   22.3948 |
  931.125    15 14326 |    0.0219   22.4167 |
  932.100    15 14341 |    0.0215   22.4382 |
  933.075    15 14356 |    0.0216   22.4598 |
  934.050    15 14371 |    0.0215   22.4813 |
  935.025    15 14386 |    0.0218   22.5031 |
  936.000    15 14401 |    0.0213   22.5244 |
  936.975    15 14416 |    0.0216   22.5460 |
  937.950    15 14431 |    0.0217   22.5678 |
  938.925    15 14446 |    0.0216   22.5893 |
  939.900    15 14461 |    0.0216   22.6109 |
  940.875    15 14476 |    0.0215   22.6324 |
  941.850    15 14491 |    0.0214   22.6537 |
  942.825    15 14506 |    0.0213   22.6751 |
  943.800    15 14521 |    0.0216   22.6966 |
  944.775    15 14536 |    0.0216   22.7183 |
  945.750    15 14551 |    0.0213   22.7396 |
  946.725    15 14566 |    0.0213   22.7609 |
  947.700    15 14581 |    0.0216   22.7824 |
  948.675    15 14596 |    0.0216   22.8040 |
  949.650    15 14611 |    0.0215   22.8255 |
  950.625    15 14626 |    0.0223   22.8478 |
  951.600    15 14641 |    0.0222   22.8700 |
  952.575    15 14656 |    0.0215   22.8915 |
  953.550    15 14671 |    0.0218   22.9133 |
  954.525    15 14686 |    0.0220   22.9352 |
  955.500    15 14701 |    0.0217   22.9569 |
  956.475    15 14716 |    0.0218   22.9787 |
  957.450    15 14731 |    0.0217   23.0004 |
  958.425    15 14746 |    0.0214   23.0218 |
  959.400    15 14761 |    0.0214   23.0431 |
  960.375    15 14776 |    0.0214   23.0645 |
  961.350    15 14791 |    0.0219   23.0864 |
  962.325    15 14806 |    0.0213   23.1078 |
  963.300    15 14821 |    0.0215   23.1293 |
  964.275    15 14836 |    0.0224   23.1517 |
  965.250    15 14851 |    0.0218   23.1735 |
  966.225    15 14866 |    0.0216   23.1950 |
  967.200    15 14881 |    0.0223   23.2173 |
  968.175    15 14896 |    0.0222   23.2396 |
  969.150    15 14911 |    0.0214   23.2610 |
  970.125    15 14926 |    0.0219   23.2829 |
  971.100    15 14941 |    0.0218   23.3047 |
  972.075    15 14956 |    0.0213   23.3261 |
  973.050    15 14971 |    0.0218   23.3479 |
  974.025    15 14986 |    0.0214   23.3693 |
  975.000    15 15001 |    0.0221   23.3914 |
  975.975    15 15016 |    0.0218   23.4131 |
  976.950    15 15031 |    0.0219   23.4350 |
  977.925    15 15046 |    0.0231   23.4582 |
  978.900    15 15061 |    0.0224   23.4805 |
  979.875    15 15076 |    0.0221   23.5026 |
  980.850    15 15091 |    0.0221   23.5247 |
  981.825    15 15106 |    0.0220   23.5467 |
  982.800    15 15121 |    0.0219   23.5686 |
  983.775    15 15136 |    0.0219   23.5905 |
  984.750    15 15151 |    0.0219   23.6124 |
  985.725    15 15166 |    0.0220   23.6344 |
  986.700    15 15181 |    0.0213   23.6557 |
  987.675    15 15196 |    0.0214   23.6771 |
  988.650    15 15211 |    0.0218   23.6989 |
  989.625    15 15226 |    0.0217   23.7206 |
  990.600    15 15241 |    0.0221   23.7427 |
  991.575    15 15256 |    0.0219   23.7646 |
  992.550    15 15271 |    0.0219   23.7865 |
  993.525    15 15286 |    0.0216   23.8081 |
  994.500    15 15301 |    0.0222   23.8303 |
  995.475    15 15316 |    0.0218   23.8521 |
  996.450    15 15331 |    0.0218   23.8739 |
  997.425    15 15346 |    0.0220   23.8960 |
  998.400    15 15361 |    0.0219   23.9178 |
  999.375    15 15376 |    0.0216   23.9395 |
