          ----- ----- | --------- --------- |
            cls ttcls |      time  tot time |
    0.000     1     1 |    0.0073    0.0073 |
  150.150    15    16 |    0.0112    0.0185 |
  300.300    15    31 |    0.0122    0.0307 |
  450.450    15    46 |    0.0130    0.0437 |
  600.600    15    61 |    0.0133    0.0570 |
  750.750    15    76 |    0.0125    0.0695 |
  900.900    15    91 |    0.0121    0.0816 |
