          ----- ----- | --------- --------- |
            cls ttcls |      time  tot time |
  564.525    15  8686 |    0.0161    9.8569 |
  565.500    15  8701 |    0.0164    9.8733 |
  566.475    15  8716 |    0.0163    9.8896 |
  567.450    15  8731 |    0.0162    9.9059 |
  568.425    15  8746 |    0.0160    9.9219 |
  569.400    15  8761 |    0.0169    9.9388 |
  570.375    15  8776 |    0.0162    9.9550 |
  571.350    15  8791 |    0.0161    9.9711 |
  572.325    15  8806 |    0.0160    9.9871 |
  573.300    15  8821 |    0.0163   10.0034 |
  574.275    15  8836 |    0.0165   10.0199 |
  575.250    15  8851 |    0.0164   10.0362 |
  576.225    15  8866 |    0.0170   10.0533 |
  577.200    15  8881 |    0.0180   10.0713 |
  578.175    15  8896 |    0.0165   10.0878 |
  579.150    15  8911 |    0.0163   10.1041 |
  580.125    15  8926 |    0.0168   10.1209 |
  581.100    15  8941 |    0.0165   10.1375 |
  582.075    15  8956 |    0.0170   10.1544 |
  583.050    15  8971 |    0.0164   10.1708 |
  584.025    15  8986 |    0.0162   10.1871 |
  585.000    15  9001 |    0.0165   10.2035 |
  585.975    15  9016 |    0.0168   10.2203 |
  586.950    15  9031 |    0.0169   10.2372 |
  587.925    15  9046 |    0.0165   10.2537 |
  588.900    15  9061 |    0.0167   10.2704 |
  589.875    15  9076 |    0.0166   10.2870 |
  590.850    15  9091 |    0.0163   10.3033 |
  591.825    15  9106 |    0.0168   10.3202 |
  592.800    15  9121 |    0.0172   10.3374 |
  593.775    15  9136 |    0.0164   10.3538 |
  594.750    15  9151 |    0.0165   10.3703 |
  595.725    15  9166 |    0.0162   10.3865 |
  596.700    15  9181 |    0.0165   10.4031 |
  597.675    15  9196 |    0.0166   10.4196 |
  598.650    15  9211 |    0.0165   10.4361 |
  599.625    15  9226 |    0.0165   10.4526 |
  600.600    15  9241 |    0.0168   10.4694 |
  601.575    15  9256 |    0.0165   10.4859 |
  602.550    15  9271 |    0.0164   10.5023 |
  603.525    15  9286 |    0.0165   10.5188 |
  604.500    15  9301 |    0.0164   10.5353 |
  605.475    15  9316 |    0.0167   10.5519 |
  606.450    15  9331 |    0.0164   10.5684 |
  607.425    15  9346 |    0.0166   10.5850 |
  608.400    15  9361 |    0.0164   10.6013 |
  609.375    15  9376 |    0.0161   10.6174 |
  610.350    15  9391 |    0.0161   10.6335 |
  611.325    15  9406 |    0.0159   10.6494 |
  612.300    15  9421 |    0.0160   10.6654 |
  613.275    15  9436 |    0.0161   10.6815 |
  614.250    15  9451 |    0.0162   10.6977 |
  615.225    15  9466 |    0.0160   10.7137 |
  616.200    15  9481 |    0.0160   10.7297 |
  617.175    15  9496 |    0.0162   10.7460 |
  618.150    15  9511 |    0.0160   10.7619 |
  619.125    15  9526 |    0.0160   10.7779 |
  620.100    15  9541 |    0.0159   10.7938 |
  621.075    15  9556 |    0.0160   10.8098 |
  622.050    15  9571 |    0.0160   10.8258 |
  623.025    15  9586 |    0.0160   10.8418 |
  624.000    15  9601 |    0.0160   10.8579 |
  624.975    15  9616 |    0.0162   10.8741 |
  625.950    15  9631 |    0.0161   10.8902 |
  626.925    15  9646 |    0.0160   10.9061 |
  627.900    15  9661 |    0.0160   10.9221 |
  628.875    15  9676 |    0.0159   10.9381 |
  629.850    15  9691 |    0.0159   10.9540 |
  630.825    15  9706 |    0.0161   10.9701 |
  631.800    15  9721 |    0.0162   10.9863 |
  632.775    15  9736 |    0.0159   11.0022 |
  633.750    15  9751 |    0.0159   11.0180 |
  634.725    15  9766 |    0.0160   11.0340 |
  635.700    15  9781 |    0.0159   11.0499 |
  636.675    15  9796 |    0.0159   11.0658 |
  637.650    15  9811 |    0.0161   11.0819 |
  638.625    15  9826 |    0.0160   11.0979 |
  639.600    15  9841 |    0.0160   11.1139 |
  640.575    15  9856 |    0.0160   11.1299 |
  641.550    15  9871 |    0.0159   11.1458 |
  642.525    15  9886 |    0.0163   11.1621 |
  643.500    15  9901 |    0.0162   11.1783 |
  644.475    15  9916 |    0.0163   11.1946 |
  645.450    15  9931 |    0.0164   11.2110 |
  646.425    15  9946 |    0.0165   11.2274 |
  647.400    15  9961 |    0.0160   11.2434 |
  648.375    15  9976 |    0.0159   11.2593 |
  649.350    15  9991 |    0.0160   11.2753 |
  650.325    15 10006 |    0.0160   11.2913 |
  651.300    15 10021 |    0.0161   11.3073 |
  652.275    15 10036 |    0.0163   11.3236 |
  653.250    15 10051 |    0.0160   11.3396 |
  654.225    15 10066 |    0.0161   11.3557 |
  655.200    15 10081 |    0.0160   11.3717 |
  656.175    15 10096 |    0.0159   11.3875 |
  657.150    15 10111 |    0.0161   11.4036 |
  658.125    15 10126 |    0.0162   11.4198 |
  659.100    15 10141 |    0.0160   11.4358 |
  660.075    15 10156 |    0.0160   11.4519 |
  661.050    15 10171 |    0.0161   11.4679 |
  662.025    15 10186 |    0.0162   11.4841 |
  663.000    15 10201 |    0.0160   11.5001 |
  663.975    15 10216 |    0.0159   11.5161 |
  664.950    15 10231 |    0.0160   11.5320 |
  665.925    15 10246 |    0.0161   11.5481 |
  666.900    15 10261 |    0.0240   11.5721 |
  667.875    15 10276 |    0.0160   11.5881 |
  668.850    15 10291 |    0.0160   11.6041 |
  669.825    15 10306 |    0.0160   11.6201 |
  670.800    15 10321 |    0.0160   11.6361 |
  671.775    15 10336 |    0.0161   11.6522 |
  672.750    15 10351 |    0.0160   11.6683 |
  673.725    15 10366 |    0.0162   11.6844 |
  674.700    15 10381 |    0.0160   11.7004 |
  675.675    15 10396 |    0.0160   11.7164 |
  676.650    15 10411 |    0.0161   11.7324 |
  677.625    15 10426 |    0.0161   11.7485 |
  678.600    15 10441 |    0.0162   11.7647 |
  679.575    15 10456 |    0.0160   11.7807 |
  680.550    15 10471 |    0.0162   11.7970 |
  681.525    15 10486 |    0.0161   11.8131 |
  682.500    15 10501 |    0.0160   11.8291 |
  683.475    15 10516 |    0.0162   11.8453 |
  684.450    15 10531 |    0.0159   11.8612 |
  685.425    15 10546 |    0.0160   11.8772 |
  686.400    15 10561 |    0.0159   11.8931 |
  687.375    15 10576 |    0.0160   11.9091 |
  688.350    15 10591 |    0.0159   11.9250 |
  689.325    15 10606 |    0.0161   11.9410 |
  690.300    15 10621 |    0.0160   11.9570 |
  691.275    15 10636 |    0.0159   11.9729 |
  692.250    15 10651 |    0.0159   11.9888 |
  693.225    15 10666 |    0.0160   12.0048 |
  694.200    15 10681 |    0.0160   12.0208 |
  695.175    15 10696 |    0.0160   12.0368 |
  696.150    15 10711 |    0.0159   12.0527 |
  697.125    15 10726 |    0.0161   12.0688 |
  698.100    15 10741 |    0.0160   12.0848 |
  699.075    15 10756 |    0.0160   12.1008 |
  700.050    15 10771 |    0.0163   12.1170 |
  701.025    15 10786 |    0.0160   12.1330 |
  702.000    15 10801 |    0.0163   12.1493 |
  702.975    15 10816 |    0.0160   12.1653 |
  703.950    15 10831 |    0.0160   12.1813 |
  704.925    15 10846 |    0.0160   12.1973 |
  705.900    15 10861 |    0.0160   12.2133 |
  706.875    15 10876 |    0.0161   12.2294 |
  707.850    15 10891 |    0.0159   12.2453 |
  708.825    15 10906 |    0.0161   12.2614 |
  709.800    15 10921 |    0.0163   12.2777 |
  710.775    15 10936 |    0.0163   12.2941 |
  711.750    15 10951 |    0.0166   12.3107 |
  712.725    15 10966 |    0.0162   12.3269 |
  713.700    15 10981 |    0.0162   12.3431 |
  714.675    15 10996 |    0.0161   12.3592 |
  715.650    15 11011 |    0.0160   12.3751 |
  716.625    15 11026 |    0.0160   12.3911 |
  717.600    15 11041 |    0.0159   12.4071 |
  718.575    15 11056 |    0.0161   12.4231 |
  719.550    15 11071 |    0.0160   12.4391 |
  720.525    15 11086 |    0.0159   12.4550 |
  721.500    15 11101 |    0.0163   12.4713 |
  722.475    15 11116 |    0.0159   12.4872 |
  723.450    15 11131 |    0.0159   12.5031 |
  724.425    15 11146 |    0.0159   12.5191 |
  725.400    15 11161 |    0.0159   12.5350 |
  726.375    15 11176 |    0.0159   12.5509 |
  727.350    15 11191 |    0.0159   12.5669 |
  728.325    15 11206 |    0.0165   12.5834 |
  729.300    15 11221 |    0.0163   12.5997 |
  730.275    15 11236 |    0.0165   12.6162 |
  731.250    15 11251 |    0.0165   12.6327 |
  732.225    15 11266 |    0.0166   12.6493 |
  733.200    15 11281 |    0.0165   12.6658 |
  734.175    15 11296 |    0.0165   12.6823 |
  735.150    15 11311 |    0.0166   12.6989 |
  736.125    15 11326 |    0.0163   12.7152 |
  737.100    15 11341 |    0.0163   12.7315 |
  738.075    15 11356 |    0.0164   12.7479 |
  739.050    15 11371 |    0.0164   12.7642 |
  740.025    15 11386 |    0.0166   12.7809 |
  741.000    15 11401 |    0.0162   12.7971 |
  741.975    15 11416 |    0.0160   12.8131 |
  742.950    15 11431 |    0.0161   12.8291 |
  743.925    15 11446 |    0.0161   12.8452 |
  744.900    15 11461 |    0.0167   12.8620 |
  745.875    15 11476 |    0.0167   12.8786 |
  746.850    15 11491 |    0.0166   12.8952 |
  747.825    15 11506 |    0.0164   12.9116 |
  748.800    15 11521 |    0.0164   12.9280 |
  749.775    15 11536 |    0.0165   12.9445 |
  750.750    15 11551 |    0.0164   12.9609 |
  751.725    15 11566 |    0.0167   12.9776 |
  752.700    15 11581 |    0.0164   12.9940 |
  753.675    15 11596 |    0.0169   13.0109 |
  754.650    15 11611 |    0.0165   13.0273 |
  755.625    15 11626 |    0.0167   13.0440 |
  756.600    15 11641 |    0.0166   13.0606 |
  757.575    15 11656 |    0.0167   13.0773 |
  758.550    15 11671 |    0.0164   13.0938 |
  759.525    15 11686 |    0.0165   13.1102 |
  760.500    15 11701 |    0.0161   13.1263 |
  761.475    15 11716 |    0.0166   13.1429 |
  762.450    15 11731 |    0.0161   13.1589 |
  763.425    15 11746 |    0.0163   13.1752 |
  764.400    15 11761 |    0.0168   13.1920 |
  765.375    15 11776 |    0.0179   13.2098 |
  766.350    15 11791 |    0.0167   13.2266 |
  767.325    15 11806 |    0.0167   13.2433 |
  768.300    15 11821 |    0.0161   13.2594 |
  769.275    15 11836 |    0.0161   13.2755 |
  770.250    15 11851 |    0.0162   13.2917 |
  771.225    15 11866 |    0.0159   13.3076 |
  772.200    15 11881 |    0.0161   13.3237 |
  773.175    15 11896 |    0.0162   13.3399 |
  774.150    15 11911 |    0.0160   13.3559 |
  775.125    15 11926 |    0.0161   13.3720 |
  776.100    15 11941 |    0.0159   13.3879 |
  777.075    15 11956 |    0.0161   13.4040 |
  778.050    15 11971 |    0.0161   13.4201 |
  779.025    15 11986 |    0.0159   13.4360 |
  780.000    15 12001 |    0.0159   13.4519 |
  780.975    15 12016 |    0.0160   13.4679 |
  781.950    15 12031 |    0.0159   13.4838 |
  782.925    15 12046 |    0.0163   13.5001 |
  783.900    15 12061 |    0.0160   13.5161 |
  784.875    15 12076 |    0.0160   13.5321 |
  785.850    15 12091 |    0.0160   13.5481 |
  786.825    15 12106 |    0.0159   13.5641 |
  787.800    15 12121 |    0.0162   13.5803 |
  788.775    15 12136 |    0.0161   13.5964 |
  789.750    15 12151 |    0.0159   13.6124 |
  790.725    15 12166 |    0.0160   13.6284 |
  791.700    15 12181 |    0.0159   13.6443 |
  792.675    15 12196 |    0.0159   13.6602 |
  793.650    15 12211 |    0.0161   13.6763 |
  794.625    15 12226 |    0.0164   13.6927 |
  795.600    15 12241 |    0.0160   13.7087 |
  796.575    15 12256 |    0.0160   13.7246 |
  797.550    15 12271 |    0.0160   13.7406 |
  798.525    15 12286 |    0.0160   13.7566 |
  799.500    15 12301 |    0.0161   13.7727 |
  800.475    15 12316 |    0.0159   13.7886 |
  801.450    15 12331 |    0.0159   13.8045 |
  802.425    15 12346 |    0.0159   13.8205 |
  803.400    15 12361 |    0.0160   13.8364 |
  804.375    15 12376 |    0.0164   13.8528 |
  805.350    15 12391 |    0.0161   13.8689 |
  806.325    15 12406 |    0.0160   13.8850 |
  807.300    15 12421 |    0.0159   13.9009 |
  808.275    15 12436 |    0.0160   13.9169 |
  809.250    15 12451 |    0.0161   13.9330 |
  810.225    15 12466 |    0.0160   13.9490 |
  811.200    15 12481 |    0.0159   13.9649 |
  812.175    15 12496 |    0.0163   13.9812 |
  813.150    15 12511 |    0.0160   13.9972 |
  814.125    15 12526 |    0.0159   14.0131 |
  815.100    15 12541 |    0.0159   14.0290 |
  816.075    15 12556 |    0.0159   14.0449 |
  817.050    15 12571 |    0.0160   14.0609 |
  818.025    15 12586 |    0.0159   14.0769 |
  819.000    15 12601 |    0.0160   14.0928 |
  819.975    15 12616 |    0.0161   14.1089 |
  820.950    15 12631 |    0.0159   14.1248 |
  821.925    15 12646 |    0.0160   14.1408 |
  822.900    15 12661 |    0.0159   14.1568 |
  823.875    15 12676 |    0.0159   14.1727 |
  824.850    15 12691 |    0.0161   14.1888 |
  825.825    15 12706 |    0.0160   14.2048 |
  826.800    15 12721 |    0.0159   14.2207 |
  827.775    15 12736 |    0.0160   14.2367 |
  828.750    15 12751 |    0.0160   14.2527 |
  829.725    15 12766 |    0.0160   14.2687 |
  830.700    15 12781 |    0.0161   14.2847 |
  831.675    15 12796 |    0.0159   14.3007 |
  832.650    15 12811 |    0.0160   14.3167 |
  833.625    15 12826 |    0.0159   14.3326 |
  834.600    15 12841 |    0.0160   14.3486 |
  835.575    15 12856 |    0.0160   14.3646 |
  836.550    15 12871 |    0.0161   14.3807 |
  837.525    15 12886 |    0.0161   14.3968 |
  838.500    15 12901 |    0.0159   14.4127 |
  839.475    15 12916 |    0.0159   14.4286 |
  840.450    15 12931 |    0.0160   14.4446 |
  841.425    15 12946 |    0.0164   14.4610 |
  842.400    15 12961 |    0.0165   14.4775 |
  843.375    15 12976 |    0.0160   14.4934 |
  844.350    15 12991 |    0.0161   14.5096 |
  845.325    15 13006 |    0.0160   14.5256 |
  846.300    15 13021 |    0.0160   14.5416 |
  847.275    15 13036 |    0.0159   14.5575 |
  848.250    15 13051 |    0.0160   14.5735 |
  849.225    15 13066 |    0.0160   14.5895 |
  850.200    15 13081 |    0.0159   14.6054 |
  851.175    15 13096 |    0.0159   14.6214 |
  852.150    15 13111 |    0.0160   14.6374 |
  853.125    15 13126 |    0.0159   14.6533 |
  854.100    15 13141 |    0.0160   14.6693 |
  855.075    15 13156 |    0.0159   14.6851 |
  856.050    15 13171 |    0.0162   14.7014 |
  857.025    15 13186 |    0.0160   14.7174 |
  858.000    15 13201 |    0.0166   14.7340 |
  858.975    15 13216 |    0.0160   14.7500 |
  859.950    15 13231 |    0.0163   14.7663 |
  860.925    15 13246 |    0.0159   14.7822 |
  861.900    15 13261 |    0.0159   14.7981 |
  862.875    15 13276 |    0.0160   14.8141 |
  863.850    15 13291 |    0.0160   14.8300 |
  864.825    15 13306 |    0.0160   14.8460 |
  865.800    15 13321 |    0.0159   14.8620 |
  866.775    15 13336 |    0.0159   14.8779 |
  867.750    15 13351 |    0.0159   14.8938 |
  868.725    15 13366 |    0.0159   14.9098 |
  869.700    15 13381 |    0.0160   14.9258 |
  870.675    15 13396 |    0.0159   14.9417 |
  871.650    15 13411 |    0.0159   14.9576 |
  872.625    15 13426 |    0.0159   14.9735 |
  873.600    15 13441 |    0.0160   14.9894 |
  874.575    15 13456 |    0.0159   15.0054 |
  875.550    15 13471 |    0.0161   15.0214 |
  876.525    15 13486 |    0.0160   15.0374 |
  877.500    15 13501 |    0.0161   15.0535 |
  878.475    15 13516 |    0.0159   15.0694 |
  879.450    15 13531 |    0.0161   15.0855 |
  880.425    15 13546 |    0.0159   15.1014 |
  881.400    15 13561 |    0.0159   15.1173 |
  882.375    15 13576 |    0.0159   15.1332 |
  883.350    15 13591 |    0.0160   15.1492 |
  884.325    15 13606 |    0.0167   15.1659 |
  885.300    15 13621 |    0.0167   15.1826 |
  886.275    15 13636 |    0.0166   15.1991 |
  887.250    15 13651 |    0.0164   15.2155 |
  888.225    15 13666 |    0.0164   15.2320 |
  889.200    15 13681 |    0.0164   15.2484 |
  890.175    15 13696 |    0.0161   15.2645 |
  891.150    15 13711 |    0.0162   15.2807 |
  892.125    15 13726 |    0.0163   15.2969 |
  893.100    15 13741 |    0.0159   15.3129 |
  894.075    15 13756 |    0.0161   15.3290 |
  895.050    15 13771 |    0.0160   15.3449 |
  896.025    15 13786 |    0.0160   15.3609 |
  897.000    15 13801 |    0.0159   15.3768 |
  897.975    15 13816 |    0.0159   15.3928 |
  898.950    15 13831 |    0.0160   15.4088 |
  899.925    15 13846 |    0.0162   15.4249 |
  900.900    15 13861 |    0.0160   15.4409 |
  901.875    15 13876 |    0.0160   15.4569 |
  902.850    15 13891 |    0.0160   15.4729 |
  903.825    15 13906 |    0.0160   15.4889 |
  904.800    15 13921 |    0.0160   15.5049 |
  905.775    15 13936 |    0.0159   15.5209 |
  906.750    15 13951 |    0.0160   15.5368 |
  907.725    15 13966 |    0.0163   15.5531 |
  908.700    15 13981 |    0.0162   15.5693 |
  909.675    15 13996 |    0.0159   15.5852 |
  910.650    15 14011 |    0.0160   15.6013 |
  911.625    15 14026 |    0.0161   15.6174 |
  912.600    15 14041 |    0.0159   15.6333 |
  913.575    15 14056 |    0.0160   15.6494 |
  914.550    15 14071 |    0.0159   15.6653 |
  915.525    15 14086 |    0.0159   15.6812 |
  916.500    15 14101 |    0.0160   15.6973 |
  917.475    15 14116 |    0.0159   15.7132 |
  918.450    15 14131 |    0.0159   15.7291 |
  919.425    15 14146 |    0.0161   15.7452 |
  920.400    15 14161 |    0.0159   15.7611 |
  921.375    15 14176 |    0.0159   15.7770 |
  922.350    15 14191 |    0.0160   15.7930 |
  923.325    15 14206 |    0.0162   15.8091 |
  924.300    15 14221 |    0.0159   15.8251 |
  925.275    15 14236 |    0.0160   15.8411 |
  926.250    15 14251 |    0.0159   15.8570 |
  927.225    15 14266 |    0.0160   15.8730 |
  928.200    15 14281 |    0.0159   15.8889 |
  929.175    15 14296 |    0.0165   15.9055 |
  930.150    15 14311 |    0.0162   15.9217 |
  931.125    15 14326 |    0.0161   15.9378 |
  932.100    15 14341 |    0.0162   15.9541 |
  933.075    15 14356 |    0.0161   15.9702 |
  934.050    15 14371 |    0.0161   15.9863 |
  935.025    15 14386 |    0.0161   16.0023 |
  936.000    15 14401 |    0.0164   16.0187 |
  936.975    15 14416 |    0.0161   16.0348 |
  937.950    15 14431 |    0.0165   16.0513 |
  938.925    15 14446 |    0.0162   16.0675 |
  939.900    15 14461 |    0.0160   16.0836 |
  940.875    15 14476 |    0.0162   16.0998 |
  941.850    15 14491 |    0.0161   16.1159 |
  942.825    15 14506 |    0.0159   16.1318 |
  943.800    15 14521 |    0.0159   16.1478 |
  944.775    15 14536 |    0.0159   16.1637 |
  945.750    15 14551 |    0.0159   16.1796 |
  946.725    15 14566 |    0.0161   16.1958 |
  947.700    15 14581 |    0.0159   16.2117 |
  948.675    15 14596 |    0.0160   16.2276 |
  949.650    15 14611 |    0.0160   16.2437 |
  950.625    15 14626 |    0.0159   16.2596 |
  951.600    15 14641 |    0.0160   16.2756 |
  952.575    15 14656 |    0.0160   16.2916 |
  953.550    15 14671 |    0.0160   16.3076 |
  954.525    15 14686 |    0.0162   16.3238 |
  955.500    15 14701 |    0.0162   16.3400 |
  956.475    15 14716 |    0.0162   16.3562 |
  957.450    15 14731 |    0.0159   16.3721 |
  958.425    15 14746 |    0.0160   16.3881 |
  959.400    15 14761 |    0.0159   16.4041 |
  960.375    15 14776 |    0.0159   16.4199 |
  961.350    15 14791 |    0.0160   16.4360 |
  962.325    15 14806 |    0.0160   16.4519 |
  963.300    15 14821 |    0.0160   16.4680 |
  964.275    15 14836 |    0.0160   16.4839 |
  965.250    15 14851 |    0.0162   16.5002 |
  966.225    15 14866 |    0.0159   16.5161 |
  967.200    15 14881 |    0.0160   16.5320 |
  968.175    15 14896 |    0.0159   16.5479 |
  969.150    15 14911 |    0.0160   16.5639 |
  970.125    15 14926 |    0.0160   16.5799 |
  971.100    15 14941 |    0.0160   16.5959 |
  972.075    15 14956 |    0.0159   16.6118 |
  973.050    15 14971 |    0.0160   16.6278 |
  974.025    15 14986 |    0.0161   16.6439 |
  975.000    15 15001 |    0.0160   16.6599 |
  975.975    15 15016 |    0.0161   16.6759 |
  976.950    15 15031 |    0.0160   16.6919 |
  977.925    15 15046 |    0.0160   16.7079 |
  978.900    15 15061 |    0.0159   16.7238 |
  979.875    15 15076 |    0.0159   16.7397 |
  980.850    15 15091 |    0.0160   16.7557 |
  981.825    15 15106 |    0.0159   16.7716 |
  982.800    15 15121 |    0.0164   16.7880 |
  983.775    15 15136 |    0.0159   16.8039 |
  984.750    15 15151 |    0.0159   16.8199 |
  985.725    15 15166 |    0.0161   16.8359 |
  986.700    15 15181 |    0.0160   16.8519 |
  987.675    15 15196 |    0.0160   16.8679 |
  988.650    15 15211 |    0.0160   16.8839 |
  989.625    15 15226 |    0.0160   16.8999 |
  990.600    15 15241 |    0.0160   16.9159 |
  991.575    15 15256 |    0.0160   16.9319 |
  992.550    15 15271 |    0.0162   16.9481 |
  993.525    15 15286 |    0.0160   16.9641 |
  994.500    15 15301 |    0.0159   16.9800 |
  995.475    15 15316 |    0.0161   16.9961 |
  996.450    15 15331 |    0.0160   17.0121 |
  997.425    15 15346 |    0.0159   17.0280 |
  998.400    15 15361 |    0.0159   17.0439 |
  999.375    15 15376 |    0.0160   17.0599 |
