          ----- ----- -------  -----  ----- | ---- ----- --------- --------- --------- |
  322.725     3     3     3.0     45  14612 |   15  4966    0.2155    0.0144    0.0048 |
  323.700     3     3     3.0     45  14657 |   15  4981    0.2173    0.0145    0.0048 |
  324.675     3     3     3.0     45  14702 |   15  4996    0.2168    0.0145    0.0048 |
  325.650     3     3     3.0     45  14747 |   15  5011    0.2131    0.0142    0.0047 |
  326.625     3     4     3.3     50  14797 |   15  5026    0.2335    0.0156    0.0047 |
  327.600     4     4     4.0     60  14857 |   15  5041    0.2626    0.0175    0.0044 |
  328.575     4     4     4.0     60  14917 |   15  5056    0.2656    0.0177    0.0044 |
  329.550     4     4     4.0     60  14977 |   15  5071    0.2660    0.0177    0.0044 |
  330.525     4     4     4.0     60  15037 |   15  5086    0.2631    0.0175    0.0044 |
  331.500     4     4     4.0     60  15097 |   15  5101    0.2627    0.0175    0.0044 |
  332.475     4     4     4.0     60  15157 |   15  5116    0.2699    0.0180    0.0045 |
  333.450     4     4     4.0     60  15217 |   15  5131    0.2739    0.0183    0.0046 |
  334.425     4     4     4.0     60  15277 |   15  5146    0.2689    0.0179    0.0045 |
  335.400     4     4     4.0     60  15337 |   15  5161    0.2712    0.0181    0.0045 |
  336.375     4     4     4.0     60  15397 |   15  5176    0.2738    0.0183    0.0046 |
  337.350     4     4     4.0     60  15457 |   15  5191    0.2994    0.0200    0.0050 |
  338.325     4     4     4.0     60  15517 |   15  5206    0.2806    0.0187    0.0047 |
  339.300     4     4     4.0     60  15577 |   15  5221    0.2653    0.0177    0.0044 |
  340.275     4     4     4.0     60  15637 |   15  5236    0.2646    0.0176    0.0044 |
  341.250     4     4     4.0     60  15697 |   15  5251    0.2631    0.0175    0.0044 |
  342.225     4     4     4.0     60  15757 |   15  5266    0.2663    0.0178    0.0044 |
  343.200     4     4     4.0     60  15817 |   15  5281    0.2698    0.0180    0.0045 |
  344.175     4     4     4.0     60  15877 |   15  5296    0.2683    0.0179    0.0045 |
  345.150     4     4     4.0     60  15937 |   15  5311    0.2724    0.0182    0.0045 |
  346.125     4     4     4.0     60  15997 |   15  5326    0.2659    0.0177    0.0044 |
  347.100     4     4     4.0     60  16057 |   15  5341    0.2617    0.0174    0.0044 |
  348.075     4     4     4.0     60  16117 |   15  5356    0.2717    0.0181    0.0045 |
  349.050     4     4     4.0     60  16177 |   15  5371    0.2751    0.0183    0.0046 |
  350.025     4     4     4.0     60  16237 |   15  5386    0.2650    0.0177    0.0044 |
  351.000     4     4     4.0     60  16297 |   15  5401    0.2644    0.0176    0.0044 |
  351.975     4     4     4.0     60  16357 |   15  5416    0.2618    0.0175    0.0044 |
  352.950     4     4     4.0     60  16417 |   15  5431    0.2603    0.0174    0.0043 |
  353.925     4     4     4.0     60  16477 |   15  5446    0.2601    0.0173    0.0043 |
  354.900     4     4     4.0     60  16537 |   15  5461    0.2594    0.0173    0.0043 |
  355.875     4     4     4.0     60  16597 |   15  5476    0.2592    0.0173    0.0043 |
  356.850     4     4     4.0     60  16657 |   15  5491    0.2592    0.0173    0.0043 |
  357.825     4     4     4.0     60  16717 |   15  5506    0.2584    0.0172    0.0043 |
  358.800     4     4     4.0     60  16777 |   15  5521    0.2583    0.0172    0.0043 |
  359.775     4     4     4.0     60  16837 |   15  5536    0.2593    0.0173    0.0043 |
  360.750     4     4     4.0     60  16897 |   15  5551    0.2595    0.0173    0.0043 |
  361.725     4     4     4.0     60  16957 |   15  5566    0.2602    0.0173    0.0043 |
  362.700     4     4     4.0     60  17017 |   15  5581    0.2593    0.0173    0.0043 |
  363.675     4     4     4.0     60  17077 |   15  5596    0.2599    0.0173    0.0043 |
  364.650     4     4     4.0     60  17137 |   15  5611    0.2614    0.0174    0.0044 |
  365.625     4     4     4.0     60  17197 |   15  5626    0.2603    0.0174    0.0043 |
  366.600     4     4     4.0     60  17257 |   15  5641    0.2593    0.0173    0.0043 |
  367.575     4     4     4.0     60  17317 |   15  5656    0.2603    0.0174    0.0043 |
  368.550     4     4     4.0     60  17377 |   15  5671    0.2595    0.0173    0.0043 |
  369.525     4     4     4.0     60  17437 |   15  5686    0.2594    0.0173    0.0043 |
  370.500     4     4     4.0     60  17497 |   15  5701    0.2600    0.0173    0.0043 |
  371.475     4     4     4.0     60  17557 |   15  5716    0.2667    0.0178    0.0044 |
  372.450     4     4     4.0     60  17617 |   15  5731    0.2651    0.0177    0.0044 |
  373.425     4     4     4.0     60  17677 |   15  5746    0.2628    0.0175    0.0044 |
  374.400     4     4     4.0     60  17737 |   15  5761    0.2607    0.0174    0.0043 |
  375.375     4     4     4.0     60  17797 |   15  5776    0.2601    0.0173    0.0043 |
  376.350     4     4     4.0     60  17857 |   15  5791    0.2641    0.0176    0.0044 |
  377.325     4     4     4.0     60  17917 |   15  5806    0.2600    0.0173    0.0043 |
  378.300     4     4     4.0     60  17977 |   15  5821    0.2618    0.0175    0.0044 |
  379.275     4     4     4.0     60  18037 |   15  5836    0.2624    0.0175    0.0044 |
  380.250     4     4     4.0     60  18097 |   15  5851    0.2608    0.0174    0.0043 |
  381.225     4     4     4.0     60  18157 |   15  5866    0.2623    0.0175    0.0044 |
  382.200     4     4     4.0     60  18217 |   15  5881    0.2605    0.0174    0.0043 |
  383.175     4     4     4.0     60  18277 |   15  5896    0.2610    0.0174    0.0044 |
  384.150     3     4     3.7     55  18332 |   15  5911    0.2468    0.0165    0.0045 |
  385.125     3     3     3.0     45  18377 |   15  5926    0.2166    0.0144    0.0048 |
  386.100     3     3     3.0     45  18422 |   15  5941    0.2172    0.0145    0.0048 |
  387.075     3     3     3.0     45  18467 |   15  5956    0.2161    0.0144    0.0048 |
  388.050     3     3     3.0     45  18512 |   15  5971    0.2136    0.0142    0.0047 |
  389.025     3     3     3.0     45  18557 |   15  5986    0.2150    0.0143    0.0048 |
  390.000     3     3     3.0     45  18602 |   15  6001    0.2132    0.0142    0.0047 |
  390.975     3     3     3.0     45  18647 |   15  6016    0.2202    0.0147    0.0049 |
  391.950     3     3     3.0     45  18692 |   15  6031    0.2155    0.0144    0.0048 |
  392.925     3     3     3.0     45  18737 |   15  6046    0.2136    0.0142    0.0047 |
  393.900     3     3     3.0     45  18782 |   15  6061    0.2119    0.0141    0.0047 |
  394.875     3     3     3.0     45  18827 |   15  6076    0.2169    0.0145    0.0048 |
  395.850     3     3     3.0     45  18872 |   15  6091    0.2159    0.0144    0.0048 |
  396.825     3     3     3.0     45  18917 |   15  6106    0.2176    0.0145    0.0048 |
  397.800     3     3     3.0     45  18962 |   15  6121    0.2176    0.0145    0.0048 |
  398.775     3     3     3.0     45  19007 |   15  6136    0.2170    0.0145    0.0048 |
  399.750     3     3     3.0     45  19052 |   15  6151    0.2163    0.0144    0.0048 |
  400.725     3     3     3.0     45  19097 |   15  6166    0.2152    0.0143    0.0048 |
  401.700     3     3     3.0     45  19142 |   15  6181    0.2244    0.0150    0.0050 |
  402.675     3     3     3.0     45  19187 |   15  6196    0.2180    0.0145    0.0048 |
  403.650     3     3     3.0     45  19232 |   15  6211    0.2175    0.0145    0.0048 |
  404.625     3     3     3.0     45  19277 |   15  6226    0.2145    0.0143    0.0048 |
  405.600     3     3     3.0     45  19322 |   15  6241    0.2168    0.0145    0.0048 |
  406.575     3     3     3.0     45  19367 |   15  6256    0.2169    0.0145    0.0048 |
  407.550     3     3     3.0     45  19412 |   15  6271    0.2172    0.0145    0.0048 |
  408.525     3     3     3.0     45  19457 |   15  6286    0.2160    0.0144    0.0048 |
  409.500     3     3     3.0     45  19502 |   15  6301    0.2155    0.0144    0.0048 |
  410.475     3     3     3.0     45  19547 |   15  6316    0.2166    0.0144    0.0048 |
  411.450     3     3     3.0     45  19592 |   15  6331    0.2124    0.0142    0.0047 |
  412.425     3     3     3.0     45  19637 |   15  6346    0.2115    0.0141    0.0047 |
  413.400     3     3     3.0     45  19682 |   15  6361    0.2118    0.0141    0.0047 |
  414.375     3     3     3.0     45  19727 |   15  6376    0.2110    0.0141    0.0047 |
  415.350     3     3     3.0     45  19772 |   15  6391    0.2157    0.0144    0.0048 |
  416.325     3     3     3.0     45  19817 |   15  6406    0.2146    0.0143    0.0048 |
  417.300     3     3     3.0     45  19862 |   15  6421    0.2133    0.0142    0.0047 |
  418.275     3     3     3.0     45  19907 |   15  6436    0.2111    0.0141    0.0047 |
  419.250     3     3     3.0     45  19952 |   15  6451    0.2153    0.0144    0.0048 |
  420.225     3     3     3.0     45  19997 |   15  6466    0.2155    0.0144    0.0048 |
  421.200     3     3     3.0     45  20042 |   15  6481    0.2166    0.0144    0.0048 |
  422.175     3     3     3.0     45  20087 |   15  6496    0.2167    0.0144    0.0048 |
  423.150     3     3     3.0     45  20132 |   15  6511    0.2164    0.0144    0.0048 |
  424.125     3     3     3.0     45  20177 |   15  6526    0.2151    0.0143    0.0048 |
  425.100     3     3     3.0     45  20222 |   15  6541    0.2159    0.0144    0.0048 |
  426.075     3     3     3.0     45  20267 |   15  6556    0.2170    0.0145    0.0048 |
  427.050     3     3     3.0     45  20312 |   15  6571    0.2141    0.0143    0.0048 |
  428.025     3     3     3.0     45  20357 |   15  6586    0.2141    0.0143    0.0048 |
  429.000     3     3     3.0     45  20402 |   15  6601    0.2149    0.0143    0.0048 |
  429.975     3     3     3.0     45  20447 |   15  6616    0.2167    0.0144    0.0048 |
  430.950     3     3     3.0     45  20492 |   15  6631    0.2166    0.0144    0.0048 |
  431.925     3     3     3.0     45  20537 |   15  6646    0.2164    0.0144    0.0048 |
  432.900     3     3     3.0     45  20582 |   15  6661    0.2180    0.0145    0.0048 |
  433.875     3     3     3.0     45  20627 |   15  6676    0.2161    0.0144    0.0048 |
  434.850     3     3     3.0     45  20672 |   15  6691    0.2152    0.0143    0.0048 |
  435.825     3     3     3.0     45  20717 |   15  6706    0.2173    0.0145    0.0048 |
  436.800     3     3     3.0     45  20762 |   15  6721    0.2159    0.0144    0.0048 |
  437.775     3     3     3.0     45  20807 |   15  6736    0.2179    0.0145    0.0048 |
  438.750     3     3     3.0     45  20852 |   15  6751    0.2132    0.0142    0.0047 |
  439.725     3     3     3.0     45  20897 |   15  6766    0.2124    0.0142    0.0047 |
  440.700     3     3     3.0     45  20942 |   15  6781    0.2190    0.0146    0.0049 |
  441.675     3     3     3.0     45  20987 |   15  6796    0.2173    0.0145    0.0048 |
  442.650     3     3     3.0     45  21032 |   15  6811    0.2145    0.0143    0.0048 |
  443.625     3     3     3.0     45  21077 |   15  6826    0.2144    0.0143    0.0048 |
  444.600     3     3     3.0     45  21122 |   15  6841    0.2176    0.0145    0.0048 |
  445.575     3     3     3.0     45  21167 |   15  6856    0.2165    0.0144    0.0048 |
  446.550     3     3     3.0     45  21212 |   15  6871    0.2146    0.0143    0.0048 |
  447.525     3     3     3.0     45  21257 |   15  6886    0.2152    0.0143    0.0048 |
  448.500     3     3     3.0     45  21302 |   15  6901    0.2176    0.0145    0.0048 |
  449.475     3     3     3.0     45  21347 |   15  6916    0.2167    0.0144    0.0048 |
  450.450     3     3     3.0     45  21392 |   15  6931    0.2132    0.0142    0.0047 |
  451.425     3     3     3.0     45  21437 |   15  6946    0.2121    0.0141    0.0047 |
  452.400     3     3     3.0     45  21482 |   15  6961    0.2143    0.0143    0.0048 |
  453.375     3     3     3.0     45  21527 |   15  6976    0.2133    0.0142    0.0047 |
  454.350     3     3     3.0     45  21572 |   15  6991    0.2111    0.0141    0.0047 |
  455.325     3     3     3.0     45  21617 |   15  7006    0.2114    0.0141    0.0047 |
  456.300     3     3     3.0     45  21662 |   15  7021    0.2171    0.0145    0.0048 |
  457.275     3     3     3.0     45  21707 |   15  7036    0.2158    0.0144    0.0048 |
  458.250     3     3     3.0     45  21752 |   15  7051    0.2151    0.0143    0.0048 |
  459.225     3     3     3.0     45  21797 |   15  7066    0.2168    0.0145    0.0048 |
  460.200     3     3     3.0     45  21842 |   15  7081    0.2161    0.0144    0.0048 |
  461.175     3     3     3.0     45  21887 |   15  7096    0.2163    0.0144    0.0048 |
  462.150     3     3     3.0     45  21932 |   15  7111    0.2149    0.0143    0.0048 |
  463.125     3     3     3.0     45  21977 |   15  7126    0.2175    0.0145    0.0048 |
  464.100     3     4     3.5     52  22029 |   15  7141    0.2385    0.0159    0.0046 |
  465.075     4     4     4.0     60  22089 |   15  7156    0.2643    0.0176    0.0044 |
  466.050     4     4     4.0     60  22149 |   15  7171    0.2613    0.0174    0.0044 |
  467.025     4     4     4.0     60  22209 |   15  7186    0.2646    0.0176    0.0044 |
  468.000     4     4     4.0     60  22269 |   15  7201    0.2671    0.0178    0.0045 |
  468.975     4     4     4.0     60  22329 |   15  7216    0.2640    0.0176    0.0044 |
  469.950     4     4     4.0     60  22389 |   15  7231    0.2645    0.0176    0.0044 |
  470.925     4     4     4.0     60  22449 |   15  7246    0.2666    0.0178    0.0044 |
  471.900     4     4     4.0     60  22509 |   15  7261    0.2637    0.0176    0.0044 |
  472.875     4     4     4.0     60  22569 |   15  7276    0.2669    0.0178    0.0044 |
  473.850     4     4     4.0     60  22629 |   15  7291    0.2636    0.0176    0.0044 |
  474.825     4     4     4.0     60  22689 |   15  7306    0.2663    0.0178    0.0044 |
  475.800     4     4     4.0     60  22749 |   15  7321    0.2656    0.0177    0.0044 |
  476.775     4     4     4.0     60  22809 |   15  7336    0.2675    0.0178    0.0045 |
  477.750     4     4     4.0     60  22869 |   15  7351    0.2681    0.0179    0.0045 |
  478.725     4     4     4.0     60  22929 |   15  7366    0.2642    0.0176    0.0044 |
  479.700     4     4     4.0     60  22989 |   15  7381    0.2661    0.0177    0.0044 |
  480.675     4     4     4.0     60  23049 |   15  7396    0.2675    0.0178    0.0045 |
  481.650     4     4     4.0     60  23109 |   15  7411    0.2652    0.0177    0.0044 |
  482.625     4     4     4.0     60  23169 |   15  7426    0.2654    0.0177    0.0044 |
  483.600     4     4     4.0     60  23229 |   15  7441    0.2643    0.0176    0.0044 |
  484.575     4     4     4.0     60  23289 |   15  7456    0.2655    0.0177    0.0044 |
  485.550     4     4     4.0     60  23349 |   15  7471    0.2659    0.0177    0.0044 |
  486.525     3     4     3.2     48  23397 |   15  7486    0.2240    0.0149    0.0047 |
  487.500     3     3     3.0     45  23442 |   15  7501    0.2128    0.0142    0.0047 |
  488.475     3     3     3.0     45  23487 |   15  7516    0.2156    0.0144    0.0048 |
  489.450     3     3     3.0     45  23532 |   15  7531    0.2144    0.0143    0.0048 |
  490.425     3     3     3.0     45  23577 |   15  7546    0.2118    0.0141    0.0047 |
  491.400     3     3     3.0     45  23622 |   15  7561    0.2111    0.0141    0.0047 |
  492.375     3     3     3.0     45  23667 |   15  7576    0.2172    0.0145    0.0048 |
  493.350     3     3     3.0     45  23712 |   15  7591    0.2170    0.0145    0.0048 |
  494.325     3     3     3.0     45  23757 |   15  7606    0.2147    0.0143    0.0048 |
  495.300     3     3     3.0     45  23802 |   15  7621    0.2162    0.0144    0.0048 |
  496.275     3     3     3.0     45  23847 |   15  7636    0.2154    0.0144    0.0048 |
  497.250     3     3     3.0     45  23892 |   15  7651    0.2157    0.0144    0.0048 |
  498.225     3     3     3.0     45  23937 |   15  7666    0.2133    0.0142    0.0047 |
  499.200     3     3     3.0     45  23982 |   15  7681    0.2124    0.0142    0.0047 |
  500.175     3     3     3.0     45  24027 |   15  7696    0.2170    0.0145    0.0048 |
  501.150     3     3     3.0     45  24072 |   15  7711    0.2168    0.0145    0.0048 |
  502.125     3     3     3.0     45  24117 |   15  7726    0.2110    0.0141    0.0047 |
  503.100     3     3     3.0     45  24162 |   15  7741    0.2122    0.0141    0.0047 |
  504.075     3     3     3.0     45  24207 |   15  7756    0.2165    0.0144    0.0048 |
  505.050     3     3     3.0     45  24252 |   15  7771    0.2176    0.0145    0.0048 |
  506.025     3     3     3.0     45  24297 |   15  7786    0.2109    0.0141    0.0047 |
  507.000     3     3     3.0     45  24342 |   15  7801    0.2151    0.0143    0.0048 |
  507.975     3     3     3.0     45  24387 |   15  7816    0.2186    0.0146    0.0049 |
  508.950     3     3     3.0     45  24432 |   15  7831    0.2166    0.0144    0.0048 |
  509.925     3     3     3.0     45  24477 |   15  7846    0.2150    0.0143    0.0048 |
  510.900     2     3     2.7     40  24517 |   15  7861    0.2005    0.0134    0.0050 |
  511.875     2     2     2.0     30  24547 |   15  7876    0.1669    0.0111    0.0056 |
  512.850     2     2     2.0     30  24577 |   15  7891    0.1650    0.0110    0.0055 |
  513.825     2     2     2.0     30  24607 |   15  7906    0.1642    0.0109    0.0055 |
  514.800     2     2     2.0     30  24637 |   15  7921    0.1647    0.0110    0.0055 |
  515.775     2     2     2.0     30  24667 |   15  7936    0.1649    0.0110    0.0055 |
  516.750     2     2     2.0     30  24697 |   15  7951    0.1629    0.0109    0.0054 |
  517.725     2     2     2.0     30  24727 |   15  7966    0.1664    0.0111    0.0055 |
  518.700     2     2     2.0     30  24757 |   15  7981    0.1662    0.0111    0.0055 |
  519.675     2     2     2.0     30  24787 |   15  7996    0.1642    0.0109    0.0055 |
  520.650     2     2     2.0     30  24817 |   15  8011    0.1631    0.0109    0.0054 |
  521.625     2     2     2.0     30  24847 |   15  8026    0.1636    0.0109    0.0055 |
  522.600     2     2     2.0     30  24877 |   15  8041    0.1633    0.0109    0.0054 |
  523.575     2     2     2.0     30  24907 |   15  8056    0.1620    0.0108    0.0054 |
  524.550     2     2     2.0     30  24937 |   15  8071    0.1661    0.0111    0.0055 |
  525.525     2     2     2.0     30  24967 |   15  8086    0.1661    0.0111    0.0055 |
  526.500     2     2     2.0     30  24997 |   15  8101    0.1662    0.0111    0.0055 |
  527.475     2     2     2.0     30  25027 |   15  8116    0.1634    0.0109    0.0054 |
  528.450     2     2     2.0     30  25057 |   15  8131    0.1664    0.0111    0.0055 |
  529.425     2     2     2.0     30  25087 |   15  8146    0.1669    0.0111    0.0056 |
  530.400     2     2     2.0     30  25117 |   15  8161    0.1664    0.0111    0.0055 |
  531.375     2     2     2.0     30  25147 |   15  8176    0.1674    0.0112    0.0056 |
  532.350     2     2     2.0     30  25177 |   15  8191    0.1685    0.0112    0.0056 |
  533.325     2     2     2.0     30  25207 |   15  8206    0.1683    0.0112    0.0056 |
  534.300     2     2     2.0     30  25237 |   15  8221    0.1676    0.0112    0.0056 |
  535.275     2     2     2.0     30  25267 |   15  8236    0.1672    0.0111    0.0056 |
  536.250     2     2     2.0     30  25297 |   15  8251    0.1664    0.0111    0.0055 |
  537.225     2     2     2.0     30  25327 |   15  8266    0.1650    0.0110    0.0055 |
  538.200     2     2     2.0     30  25357 |   15  8281    0.1634    0.0109    0.0054 |
  539.175     2     2     2.0     30  25387 |   15  8296    0.1641    0.0109    0.0055 |
  540.150     2     2     2.0     30  25417 |   15  8311    0.1665    0.0111    0.0056 |
  541.125     2     2     2.0     30  25447 |   15  8326    0.1652    0.0110    0.0055 |
  542.100     2     2     2.0     30  25477 |   15  8341    0.1647    0.0110    0.0055 |
  543.075     2     2     2.0     30  25507 |   15  8356    0.1615    0.0108    0.0054 |
  544.050     2     2     2.0     30  25537 |   15  8371    0.1629    0.0109    0.0054 |
  545.025     2     2     2.0     30  25567 |   15  8386    0.1658    0.0111    0.0055 |
  546.000     2     2     2.0     30  25597 |   15  8401    0.1632    0.0109    0.0054 |
  546.975     2     2     2.0     30  25627 |   15  8416    0.1644    0.0110    0.0055 |
  547.950     2     2     2.0     30  25657 |   15  8431    0.1658    0.0111    0.0055 |
  548.925     1     2     1.1     17  25674 |   15  8446    0.1219    0.0081    0.0072 |
  549.900     1     1     1.0     15  25689 |   15  8461    0.1159    0.0077    0.0077 |
  550.875     1     1     1.0     15  25704 |   15  8476    0.1152    0.0077    0.0077 |
  551.850     1     1     1.0     15  25719 |   15  8491    0.1158    0.0077    0.0077 |
  552.825     1     1     1.0     15  25734 |   15  8506    0.1156    0.0077    0.0077 |
  553.800     1     1     1.0     15  25749 |   15  8521    0.1141    0.0076    0.0076 |
  554.775     1     1     1.0     15  25764 |   15  8536    0.1160    0.0077    0.0077 |
  555.750     1     1     1.0     15  25779 |   15  8551    0.1167    0.0078    0.0078 |
  556.725     1     1     1.0     15  25794 |   15  8566    0.1168    0.0078    0.0078 |
  557.700     1     1     1.0     15  25809 |   15  8581    0.1158    0.0077    0.0077 |
  558.675     1     1     1.0     15  25824 |   15  8596    0.1163    0.0078    0.0078 |
  559.650     1     1     1.0     15  25839 |   15  8611    0.1158    0.0077    0.0077 |
  560.625     1     1     1.0     15  25854 |   15  8626    0.1156    0.0077    0.0077 |
  561.600     1     1     1.0     15  25869 |   15  8641    0.1145    0.0076    0.0076 |
  562.575     1     1     1.0     15  25884 |   15  8656    0.1149    0.0077    0.0077 |
  563.550     1     1     1.0     15  25899 |   15  8671    0.1123    0.0075    0.0075 |
  564.525     1     1     1.0     15  25914 |   15  8686    0.1146    0.0076    0.0076 |
  565.500     1     1     1.0     15  25929 |   15  8701    0.1139    0.0076    0.0076 |
  566.475     1     1     1.0     15  25944 |   15  8716    0.1128    0.0075    0.0075 |
  567.450     1     1     1.0     15  25959 |   15  8731    0.1132    0.0075    0.0075 |
  568.425     1     1     1.0     15  25974 |   15  8746    0.1133    0.0076    0.0076 |
  569.400     1     1     1.0     15  25989 |   15  8761    0.1157    0.0077    0.0077 |
  570.375     1     1     1.0     15  26004 |   15  8776    0.1151    0.0077    0.0077 |
  571.350     1     1     1.0     15  26019 |   15  8791    0.1135    0.0076    0.0076 |
  572.325     1     1     1.0     15  26034 |   15  8806    0.1134    0.0076    0.0076 |
  573.300     1     1     1.0     15  26049 |   15  8821    0.1137    0.0076    0.0076 |
  574.275     1     1     1.0     15  26064 |   15  8836    0.1171    0.0078    0.0078 |
  575.250     1     1     1.0     15  26079 |   15  8851    0.1194    0.0080    0.0080 |
  576.225     1     1     1.0     15  26094 |   15  8866    0.1351    0.0090    0.0090 |
  577.200     1     1     1.0     15  26109 |   15  8881    0.1325    0.0088    0.0088 |
  578.175     1     1     1.0     15  26124 |   15  8896    0.1175    0.0078    0.0078 |
  579.150     1     1     1.0     15  26139 |   15  8911    0.1174    0.0078    0.0078 |
  580.125     1     1     1.0     15  26154 |   15  8926    0.1166    0.0078    0.0078 |
  581.100     1     1     1.0     15  26169 |   15  8941    0.1166    0.0078    0.0078 |
  582.075     1     1     1.0     15  26184 |   15  8956    0.1176    0.0078    0.0078 |
  583.050     1     1     1.0     15  26199 |   15  8971    0.1169    0.0078    0.0078 |
  584.025     1     1     1.0     15  26214 |   15  8986    0.1161    0.0077    0.0077 |
  585.000     1     1     1.0     15  26229 |   15  9001    0.1170    0.0078    0.0078 |
  585.975     1     1     1.0     15  26244 |   15  9016    0.1178    0.0079    0.0079 |
  586.950     1     1     1.0     15  26259 |   15  9031    0.1188    0.0079    0.0079 |
  587.925     1     1     1.0     15  26274 |   15  9046    0.1172    0.0078    0.0078 |
  588.900     1     1     1.0     15  26289 |   15  9061    0.1176    0.0078    0.0078 |
  589.875     1     1     1.0     15  26304 |   15  9076    0.1164    0.0078    0.0078 |
  590.850     1     1     1.0     15  26319 |   15  9091    0.1167    0.0078    0.0078 |
  591.825     1     1     1.0     15  26334 |   15  9106    0.1185    0.0079    0.0079 |
  592.800     1     1     1.0     15  26349 |   15  9121    0.1192    0.0079    0.0079 |
  593.775     1     1     1.0     15  26364 |   15  9136    0.1166    0.0078    0.0078 |
  594.750     1     1     1.0     15  26379 |   15  9151    0.1150    0.0077    0.0077 |
  595.725     1     1     1.0     15  26394 |   15  9166    0.1140    0.0076    0.0076 |
  596.700     1     1     1.0     15  26409 |   15  9181    0.1164    0.0078    0.0078 |
  597.675     1     1     1.0     15  26424 |   15  9196    0.1181    0.0079    0.0079 |
  598.650     1     1     1.0     15  26439 |   15  9211    0.1176    0.0078    0.0078 |
  599.625     1     1     1.0     15  26454 |   15  9226    0.1154    0.0077    0.0077 |
  600.600     1     1     1.0     15  26469 |   15  9241    0.1180    0.0079    0.0079 |
  601.575     1     1     1.0     15  26484 |   15  9256    0.1168    0.0078    0.0078 |
  602.550     1     1     1.0     15  26499 |   15  9271    0.1153    0.0077    0.0077 |
  603.525     1     1     1.0     15  26514 |   15  9286    0.1172    0.0078    0.0078 |
  604.500     1     1     1.0     15  26529 |   15  9301    0.1178    0.0079    0.0079 |
  605.475     1     1     1.0     15  26544 |   15  9316    0.1157    0.0077    0.0077 |
  606.450     1     1     1.0     15  26559 |   15  9331    0.1167    0.0078    0.0078 |
  607.425     1     1     1.0     15  26574 |   15  9346    0.1164    0.0078    0.0078 |
  608.400     1     1     1.0     15  26589 |   15  9361    0.1142    0.0076    0.0076 |
  609.375     1     1     1.0     15  26604 |   15  9376    0.1131    0.0075    0.0075 |
  610.350     1     1     1.0     15  26619 |   15  9391    0.1131    0.0075    0.0075 |
  611.325     1     1     1.0     15  26634 |   15  9406    0.1114    0.0074    0.0074 |
  612.300     1     1     1.0     15  26649 |   15  9421    0.1126    0.0075    0.0075 |
  613.275     1     1     1.0     15  26664 |   15  9436    0.1137    0.0076    0.0076 |
  614.250     1     1     1.0     15  26679 |   15  9451    0.1137    0.0076    0.0076 |
  615.225     0     1     0.3      5  26684 |   15  9466    0.0800    0.0053    0.0160 |
  616.200     0     0     0.0      0  26684 |   15  9481    0.0628    0.0042    0.0000 |
  617.175     0     0     0.0      0  26684 |   15  9496    0.0636    0.0042    0.0000 |
  618.150     0     0     0.0      0  26684 |   15  9511    0.0628    0.0042    0.0000 |
  619.125     0     0     0.0      0  26684 |   15  9526    0.0625    0.0042    0.0000 |
  620.100     0     0     0.0      0  26684 |   15  9541    0.0624    0.0042    0.0000 |
  621.075     0     0     0.0      0  26684 |   15  9556    0.0623    0.0042    0.0000 |
  622.050     0     0     0.0      0  26684 |   15  9571    0.0634    0.0042    0.0000 |
  623.025     0     0     0.0      0  26684 |   15  9586    0.0624    0.0042    0.0000 |
  624.000     0     0     0.0      0  26684 |   15  9601    0.0628    0.0042    0.0000 |
  624.975     0     0     0.0      0  26684 |   15  9616    0.0636    0.0042    0.0000 |
  625.950     0     0     0.0      0  26684 |   15  9631    0.0632    0.0042    0.0000 |
  626.925     0     0     0.0      0  26684 |   15  9646    0.0628    0.0042    0.0000 |
  627.900     0     0     0.0      0  26684 |   15  9661    0.0624    0.0042    0.0000 |
  628.875     0     0     0.0      0  26684 |   15  9676    0.0628    0.0042    0.0000 |
  629.850     0     0     0.0      0  26684 |   15  9691    0.0627    0.0042    0.0000 |
  630.825     0     0     0.0      0  26684 |   15  9706    0.0639    0.0043    0.0000 |
  631.800     0     0     0.0      0  26684 |   15  9721    0.0635    0.0042    0.0000 |
  632.775     0     0     0.0      0  26684 |   15  9736    0.0622    0.0041    0.0000 |
  633.750     0     0     0.0      0  26684 |   15  9751    0.0625    0.0042    0.0000 |
  634.725     0     0     0.0      0  26684 |   15  9766    0.0625    0.0042    0.0000 |
  635.700     0     0     0.0      0  26684 |   15  9781    0.0623    0.0042    0.0000 |
  636.675     0     0     0.0      0  26684 |   15  9796    0.0622    0.0041    0.0000 |
  637.650     0     0     0.0      0  26684 |   15  9811    0.0630    0.0042    0.0000 |
  638.625     0     0     0.0      0  26684 |   15  9826    0.0627    0.0042    0.0000 |
  639.600     0     0     0.0      0  26684 |   15  9841    0.0622    0.0041    0.0000 |
  640.575     0     0     0.0      0  26684 |   15  9856    0.0623    0.0042    0.0000 |
  641.550     0     0     0.0      0  26684 |   15  9871    0.0622    0.0041    0.0000 |
  642.525     0     0     0.0      0  26684 |   15  9886    0.0628    0.0042    0.0000 |
  643.500     0     0     0.0      0  26684 |   15  9901    0.0632    0.0042    0.0000 |
  644.475     0     0     0.0      0  26684 |   15  9916    0.0639    0.0043    0.0000 |
  645.450     0     0     0.0      0  26684 |   15  9931    0.0644    0.0043    0.0000 |
